Geo Point;Geo Shape;gml_id;id;id_troncon;annee_debut;annee_fin;nb_accident;nb_tue;nb_bh;nb_bnh;wms_time
48.139387953346315, -1.6953438765218376;"{""coordinates"": [-1.695343876521838, 48.139387953346315], ""type"": ""Point""}";accident_horsintersection_cumul5.5504;5504;31555;2017;2021;3;0;0;4;2021-01-01T01:00:00+01:00
48.14417633383874, -1.6613271205551785;"{""coordinates"": [-1.661327120555179, 48.14417633383874], ""type"": ""Point""}";accident_horsintersection_cumul5.5511;5511;31672;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.148186937891914, -1.6567040643975057;"{""coordinates"": [-1.656704064397506, 48.148186937891914], ""type"": ""Point""}";accident_horsintersection_cumul5.5512;5512;31717;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.15278707676747, -1.6799981927333114;"{""coordinates"": [-1.679998192733311, 48.15278707676747], ""type"": ""Point""}";accident_horsintersection_cumul5.5518;5518;33014;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.099484504420786, -1.6079684067669082;"{""coordinates"": [-1.607968406766908, 48.099484504420786], ""type"": ""Point""}";accident_horsintersection_cumul5.5525;5525;34833;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.10763212608979, -1.6175304677285982;"{""coordinates"": [-1.617530467728598, 48.10763212608979], ""type"": ""Point""}";accident_horsintersection_cumul5.5534;5534;34908;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.1086613644478, -1.5946207576004707;"{""coordinates"": [-1.594620757600471, 48.1086613644478], ""type"": ""Point""}";accident_horsintersection_cumul5.5543;5543;35086;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.10594780198462, -1.6010809477015544;"{""coordinates"": [-1.601080947701554, 48.10594780198462], ""type"": ""Point""}";accident_horsintersection_cumul5.5544;5544;35086;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.108817771645136, -1.5938986118419565;"{""coordinates"": [-1.593898611841956, 48.108817771645136], ""type"": ""Point""}";accident_horsintersection_cumul5.5548;5548;35098;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.105311636184084, -1.615349889201305;"{""coordinates"": [-1.615349889201305, 48.105311636184084], ""type"": ""Point""}";accident_horsintersection_cumul5.5550;5550;35103;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.1500677115566, -1.6040065161663333;"{""coordinates"": [-1.604006516166333, 48.1500677115566], ""type"": ""Point""}";accident_horsintersection_cumul5.5595;5595;37818;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.114375588494276, -1.5998895975567549;"{""coordinates"": [-1.599889597556755, 48.114375588494276], ""type"": ""Point""}";accident_horsintersection_cumul5.5554;5554;35240;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.11420212540036, -1.611849381485293;"{""coordinates"": [-1.611849381485293, 48.11420212540036], ""type"": ""Point""}";accident_horsintersection_cumul5.5561;5561;35725;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.131037285374916, -1.63202526568064;"{""coordinates"": [-1.63202526568064, 48.131037285374916], ""type"": ""Point""}";accident_horsintersection_cumul5.5575;5575;37704;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.153994087600275, -1.6244251030407382;"{""coordinates"": [-1.624425103040738, 48.153994087600275], ""type"": ""Point""}";accident_horsintersection_cumul5.5577;5577;37729;2017;2021;8;0;0;11;2021-01-01T01:00:00+01:00
48.14287515556854, -1.621648834591319;"{""coordinates"": [-1.621648834591319, 48.14287515556854], ""type"": ""Point""}";accident_horsintersection_cumul5.5580;5580;37749;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.1405077890815, -1.6288022072414214;"{""coordinates"": [-1.628802207241421, 48.1405077890815], ""type"": ""Point""}";accident_horsintersection_cumul5.5582;5582;37750;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.14923957455926, -1.6110898987142297;"{""coordinates"": [-1.61108989871423, 48.14923957455926], ""type"": ""Point""}";accident_horsintersection_cumul5.5593;5593;37818;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12619909824083, -1.5742767040020662;"{""coordinates"": [-1.574276704002066, 48.12619909824083], ""type"": ""Point""}";accident_horsintersection_cumul5.5603;5603;37949;2017;2021;2;0;1;1;2021-01-01T01:00:00+01:00
48.113846588770386, -1.5544454203257;"{""coordinates"": [-1.5544454203257, 48.113846588770386], ""type"": ""Point""}";accident_horsintersection_cumul5.5610;5610;37958;2017;2021;2;0;0;3;2021-01-01T01:00:00+01:00
48.11401889126974, -1.5548608481375714;"{""coordinates"": [-1.554860848137571, 48.11401889126974], ""type"": ""Point""}";accident_horsintersection_cumul5.5612;5612;37959;2017;2021;2;0;0;4;2021-01-01T01:00:00+01:00
48.11594313415031, -1.574650190019448;"{""coordinates"": [-1.574650190019448, 48.11594313415031], ""type"": ""Point""}";accident_horsintersection_cumul5.5618;5618;37969;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11803465071176, -1.5647879051662943;"{""coordinates"": [-1.564787905166294, 48.11803465071176], ""type"": ""Point""}";accident_horsintersection_cumul5.5620;5620;37985;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.118367065676, -1.6048761978806958;"{""coordinates"": [-1.604876197880696, 48.118367065676], ""type"": ""Point""}";accident_horsintersection_cumul5.5628;5628;39603;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.08063997359698, -1.736438806433702;"{""coordinates"": [-1.736438806433702, 48.08063997359698], ""type"": ""Point""}";accident_horsintersection_cumul5.5644;5644;41627;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.08154895675392, -1.7137445667279811;"{""coordinates"": [-1.713744566727981, 48.08154895675392], ""type"": ""Point""}";accident_horsintersection_cumul5.5645;5645;41645;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09403766666718, -1.709843419019789;"{""coordinates"": [-1.709843419019789, 48.09403766666718], ""type"": ""Point""}";accident_horsintersection_cumul5.5649;5649;41722;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.07487687195638, -1.7474539320934859;"{""coordinates"": [-1.747453932093486, 48.07487687195638], ""type"": ""Point""}";accident_horsintersection_cumul5.5652;5652;41739;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09323721263042, -1.708633505870419;"{""coordinates"": [-1.708633505870419, 48.09323721263042], ""type"": ""Point""}";accident_horsintersection_cumul5.5654;5654;41758;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09233821856485, -1.6940567915439932;"{""coordinates"": [-1.694056791543993, 48.09233821856485], ""type"": ""Point""}";accident_horsintersection_cumul5.5659;5659;42013;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09398516761441, -1.69059598384369;"{""coordinates"": [-1.69059598384369, 48.09398516761441], ""type"": ""Point""}";accident_horsintersection_cumul5.5669;5669;42238;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.089491451515784, -1.6932472560871112;"{""coordinates"": [-1.693247256087111, 48.089491451515784], ""type"": ""Point""}";accident_horsintersection_cumul5.5671;5671;42240;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.096010954764175, -1.6923789779027234;"{""coordinates"": [-1.692378977902723, 48.096010954764175], ""type"": ""Point""}";accident_horsintersection_cumul5.5673;5673;42242;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.08051946614695, -1.7281124579521436;"{""coordinates"": [-1.728112457952144, 48.08051946614695], ""type"": ""Point""}";accident_horsintersection_cumul5.5674;5674;42274;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.061260268581954, -1.7326902424929889;"{""coordinates"": [-1.732690242492989, 48.061260268581954], ""type"": ""Point""}";accident_horsintersection_cumul5.5677;5677;42681;2017;2021;1;1;0;0;2021-01-01T01:00:00+01:00
48.118623475422204, -1.6671497991234372;"{""coordinates"": [-1.667149799123437, 48.118623475422204], ""type"": ""Point""}";accident_horsintersection_cumul5.5692;5692;43037;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.11747617621864, -1.6808307353175727;"{""coordinates"": [-1.680830735317573, 48.11747617621864], ""type"": ""Point""}";accident_horsintersection_cumul5.5694;5694;43105;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12201061759962, -1.6836162001221886;"{""coordinates"": [-1.683616200122189, 48.12201061759962], ""type"": ""Point""}";accident_horsintersection_cumul5.5695;5695;43118;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11940865487808, -1.6882746934108401;"{""coordinates"": [-1.68827469341084, 48.11940865487808], ""type"": ""Point""}";accident_horsintersection_cumul5.5699;5699;43343;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11652476230507, -1.6964333186615645;"{""coordinates"": [-1.696433318661565, 48.11652476230507], ""type"": ""Point""}";accident_horsintersection_cumul5.5703;5703;43429;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.10849322374382, -1.696218497990965;"{""coordinates"": [-1.696218497990965, 48.10849322374382], ""type"": ""Point""}";accident_horsintersection_cumul5.5708;5708;43474;2017;2021;3;0;0;3;2021-01-01T01:00:00+01:00
48.11302351647128, -1.686943763109793;"{""coordinates"": [-1.686943763109793, 48.11302351647128], ""type"": ""Point""}";accident_horsintersection_cumul5.5711;5711;43494;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11364033861738, -1.6826106478005756;"{""coordinates"": [-1.682610647800576, 48.11364033861738], ""type"": ""Point""}";accident_horsintersection_cumul5.5714;5714;43510;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.111196469670254, -1.6872428249448768;"{""coordinates"": [-1.687242824944877, 48.111196469670254], ""type"": ""Point""}";accident_horsintersection_cumul5.5717;5717;43575;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.115666218621826, -1.6824844911403194;"{""coordinates"": [-1.682484491140319, 48.115666218621826], ""type"": ""Point""}";accident_horsintersection_cumul5.5718;5718;43578;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10597103379098, -1.693340504234154;"{""coordinates"": [-1.693340504234154, 48.10597103379098], ""type"": ""Point""}";accident_horsintersection_cumul5.5722;5722;43624;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10983554737997, -1.683097881925574;"{""coordinates"": [-1.683097881925574, 48.10983554737997], ""type"": ""Point""}";accident_horsintersection_cumul5.5726;5726;43655;2017;2021;2;0;0;3;2021-01-01T01:00:00+01:00
48.12506473901627, -1.6633720091614685;"{""coordinates"": [-1.663372009161469, 48.12506473901627], ""type"": ""Point""}";accident_horsintersection_cumul5.5729;5729;43710;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.125564138366094, -1.6662077048061352;"{""coordinates"": [-1.666207704806135, 48.125564138366094], ""type"": ""Point""}";accident_horsintersection_cumul5.5730;5730;43719;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.11774406865658, -1.6770304305655837;"{""coordinates"": [-1.677030430565584, 48.11774406865658], ""type"": ""Point""}";accident_horsintersection_cumul5.5739;5739;43745;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.11778947379775, -1.654444872675102;"{""coordinates"": [-1.654444872675102, 48.11778947379775], ""type"": ""Point""}";accident_horsintersection_cumul5.5751;5751;43930;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10869233339628, -1.7051556340891836;"{""coordinates"": [-1.705155634089184, 48.10869233339628], ""type"": ""Point""}";accident_horsintersection_cumul5.5758;5758;44041;2017;2021;2;0;1;2;2021-01-01T01:00:00+01:00
48.10867882844562, -1.6537524770247942;"{""coordinates"": [-1.653752477024794, 48.10867882844562], ""type"": ""Point""}";accident_horsintersection_cumul5.5760;5760;44115;2017;2021;3;0;0;5;2021-01-01T01:00:00+01:00
48.115427288383586, -1.674307587986038;"{""coordinates"": [-1.674307587986038, 48.115427288383586], ""type"": ""Point""}";accident_horsintersection_cumul5.5772;5772;44397;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.10855464943636, -1.6767777489858302;"{""coordinates"": [-1.67677774898583, 48.10855464943636], ""type"": ""Point""}";accident_horsintersection_cumul5.5785;5785;44495;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.115671538585566, -1.665978334445804;"{""coordinates"": [-1.665978334445804, 48.115671538585566], ""type"": ""Point""}";accident_horsintersection_cumul5.5790;5790;44553;2017;2021;1;0;1;1;2021-01-01T01:00:00+01:00
48.11342881050687, -1.6613460575864643;"{""coordinates"": [-1.661346057586464, 48.11342881050687], ""type"": ""Point""}";accident_horsintersection_cumul5.5792;5792;44568;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11461436720969, -1.6564089112175204;"{""coordinates"": [-1.65640891121752, 48.11461436720969], ""type"": ""Point""}";accident_horsintersection_cumul5.5795;5795;44583;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11107706039483, -1.6658572423189522;"{""coordinates"": [-1.665857242318952, 48.11107706039483], ""type"": ""Point""}";accident_horsintersection_cumul5.5801;5801;44597;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.115367361327685, -1.65641509891804;"{""coordinates"": [-1.65641509891804, 48.115367361327685], ""type"": ""Point""}";accident_horsintersection_cumul5.5808;5808;44700;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12264936163871, -1.7037812121179041;"{""coordinates"": [-1.703781212117904, 48.12264936163871], ""type"": ""Point""}";accident_horsintersection_cumul5.5810;5810;44742;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11622377506984, -1.715626318173547;"{""coordinates"": [-1.715626318173547, 48.11622377506984], ""type"": ""Point""}";accident_horsintersection_cumul5.5813;5813;44855;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11641013776748, -1.7192586353432233;"{""coordinates"": [-1.719258635343223, 48.11641013776748], ""type"": ""Point""}";accident_horsintersection_cumul5.5816;5816;44901;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11793498772213, -1.7183763519373396;"{""coordinates"": [-1.71837635193734, 48.11793498772213], ""type"": ""Point""}";accident_horsintersection_cumul5.5817;5817;44901;2017;2021;1;0;2;2;2021-01-01T01:00:00+01:00
48.12084103761296, -1.7232880759580878;"{""coordinates"": [-1.723288075958088, 48.12084103761296], ""type"": ""Point""}";accident_horsintersection_cumul5.5819;5819;44905;2017;2021;1;0;0;3;2021-01-01T01:00:00+01:00
48.10509109841066, -1.7170083555301916;"{""coordinates"": [-1.717008355530192, 48.10509109841066], ""type"": ""Point""}";accident_horsintersection_cumul5.5823;5823;44920;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10345784855863, -1.7160825388017888;"{""coordinates"": [-1.716082538801789, 48.10345784855863], ""type"": ""Point""}";accident_horsintersection_cumul5.5824;5824;44931;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.13855707300439, -1.7161251885077684;"{""coordinates"": [-1.716125188507768, 48.13855707300439], ""type"": ""Point""}";accident_horsintersection_cumul5.5849;5849;45323;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.10261748238751, -1.6611314939445243;"{""coordinates"": [-1.661131493944524, 48.10261748238751], ""type"": ""Point""}";accident_horsintersection_cumul5.5855;5855;45405;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.100915510321094, -1.660194181207953;"{""coordinates"": [-1.660194181207953, 48.100915510321094], ""type"": ""Point""}";accident_horsintersection_cumul5.5856;5856;45460;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09950234682841, -1.6574671320402563;"{""coordinates"": [-1.657467132040256, 48.09950234682841], ""type"": ""Point""}";accident_horsintersection_cumul5.5862;5862;45501;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09799506206396, -1.6554470357817899;"{""coordinates"": [-1.65544703578179, 48.09799506206396], ""type"": ""Point""}";accident_horsintersection_cumul5.5863;5863;45503;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.0994328064346, -1.6522283318955326;"{""coordinates"": [-1.652228331895533, 48.0994328064346], ""type"": ""Point""}";accident_horsintersection_cumul5.5867;5867;45565;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10982490136749, -1.7178915473683423;"{""coordinates"": [-1.717891547368342, 48.10982490136749], ""type"": ""Point""}";accident_horsintersection_cumul5.5873;5873;45630;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.108436386889025, -1.717572925880821;"{""coordinates"": [-1.717572925880821, 48.108436386889025], ""type"": ""Point""}";accident_horsintersection_cumul5.5874;5874;45630;2017;2021;3;0;0;4;2021-01-01T01:00:00+01:00
48.10011924797767, -1.7145272797597177;"{""coordinates"": [-1.714527279759718, 48.10011924797767], ""type"": ""Point""}";accident_horsintersection_cumul5.5878;5878;45641;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.097057324489114, -1.7127106845080806;"{""coordinates"": [-1.712710684508081, 48.097057324489114], ""type"": ""Point""}";accident_horsintersection_cumul5.5880;5880;45642;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.100609351978825, -1.6944812470925172;"{""coordinates"": [-1.694481247092517, 48.100609351978825], ""type"": ""Point""}";accident_horsintersection_cumul5.5895;5895;45864;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.091441569330094, -1.65669497737265;"{""coordinates"": [-1.65669497737265, 48.091441569330094], ""type"": ""Point""}";accident_horsintersection_cumul5.5911;5911;46135;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.084866806689625, -1.6992584304626017;"{""coordinates"": [-1.699258430462602, 48.084866806689625], ""type"": ""Point""}";accident_horsintersection_cumul5.5919;5919;46267;2017;2021;3;0;0;3;2021-01-01T01:00:00+01:00
48.097616677308686, -1.6890532759312769;"{""coordinates"": [-1.689053275931277, 48.097616677308686], ""type"": ""Point""}";accident_horsintersection_cumul5.5922;5922;46318;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09406104543069, -1.6787182705262829;"{""coordinates"": [-1.678718270526283, 48.09406104543069], ""type"": ""Point""}";accident_horsintersection_cumul5.5924;5924;46376;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09444117481275, -1.684918959320671;"{""coordinates"": [-1.684918959320671, 48.09444117481275], ""type"": ""Point""}";accident_horsintersection_cumul5.5928;5928;46427;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.0929648032689, -1.6818757568787392;"{""coordinates"": [-1.681875756878739, 48.0929648032689], ""type"": ""Point""}";accident_horsintersection_cumul5.5929;5929;46430;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.090209025914305, -1.6902497122567939;"{""coordinates"": [-1.690249712256794, 48.090209025914305], ""type"": ""Point""}";accident_horsintersection_cumul5.5930;5930;46451;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09350127399238, -1.6680560111972758;"{""coordinates"": [-1.668056011197276, 48.09350127399238], ""type"": ""Point""}";accident_horsintersection_cumul5.5934;5934;46560;2017;2021;2;0;1;2;2021-01-01T01:00:00+01:00
48.09355071304502, -1.6700849102653306;"{""coordinates"": [-1.670084910265331, 48.09355071304502], ""type"": ""Point""}";accident_horsintersection_cumul5.5939;5939;46627;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.091574619330515, -1.6704335885452604;"{""coordinates"": [-1.67043358854526, 48.091574619330515], ""type"": ""Point""}";accident_horsintersection_cumul5.5940;5940;46640;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.09151529236183, -1.6278845612655781;"{""coordinates"": [-1.627884561265578, 48.09151529236183], ""type"": ""Point""}";accident_horsintersection_cumul5.5952;5952;46718;2017;2021;4;0;1;5;2021-01-01T01:00:00+01:00
48.09367958907379, -1.633143633387781;"{""coordinates"": [-1.633143633387781, 48.09367958907379], ""type"": ""Point""}";accident_horsintersection_cumul5.5957;5957;46746;2017;2021;3;0;0;4;2021-01-01T01:00:00+01:00
48.09236857349051, -1.7335092665204326;"{""coordinates"": [-1.733509266520433, 48.09236857349051], ""type"": ""Point""}";accident_horsintersection_cumul5.5959;5959;46781;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.0911174842246, -1.7386564944640577;"{""coordinates"": [-1.738656494464058, 48.0911174842246], ""type"": ""Point""}";accident_horsintersection_cumul5.5961;5961;46792;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.086478923590946, -1.6629459767519;"{""coordinates"": [-1.6629459767519, 48.086478923590946], ""type"": ""Point""}";accident_horsintersection_cumul5.5967;5967;46967;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.08594612594194, -1.6619996696618153;"{""coordinates"": [-1.661999669661815, 48.08594612594194], ""type"": ""Point""}";accident_horsintersection_cumul5.5968;5968;46994;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.08078953490486, -1.6725607257775723;"{""coordinates"": [-1.672560725777572, 48.08078953490486], ""type"": ""Point""}";accident_horsintersection_cumul5.5973;5973;47059;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.08155089277425, -1.6733469722518677;"{""coordinates"": [-1.673346972251868, 48.08155089277425], ""type"": ""Point""}";accident_horsintersection_cumul5.5980;5980;47063;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.10055621131002, -1.7114063646037263;"{""coordinates"": [-1.711406364603726, 48.10055621131002], ""type"": ""Point""}";accident_horsintersection_cumul5.6025;6025;48682;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.08082046724752, -1.674780717360129;"{""coordinates"": [-1.674780717360129, 48.08082046724752], ""type"": ""Point""}";accident_horsintersection_cumul5.5982;5982;47071;2017;2021;3;0;1;4;2021-01-01T01:00:00+01:00
48.088278111515756, -1.6618592575698774;"{""coordinates"": [-1.661859257569877, 48.088278111515756], ""type"": ""Point""}";accident_horsintersection_cumul5.5985;5985;47085;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.07968006785406, -1.6740086845590918;"{""coordinates"": [-1.674008684559092, 48.07968006785406], ""type"": ""Point""}";accident_horsintersection_cumul5.5993;5993;47114;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.081622016396054, -1.6487887056404116;"{""coordinates"": [-1.648788705640412, 48.081622016396054], ""type"": ""Point""}";accident_horsintersection_cumul5.5997;5997;47240;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.0829207101814, -1.6442461947703089;"{""coordinates"": [-1.644246194770309, 48.0829207101814], ""type"": ""Point""}";accident_horsintersection_cumul5.6000;6000;47242;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.088341750593216, -1.644607225245344;"{""coordinates"": [-1.644607225245344, 48.088341750593216], ""type"": ""Point""}";accident_horsintersection_cumul5.6001;6001;47290;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.08330707846905, -1.6431669426726752;"{""coordinates"": [-1.643166942672675, 48.08330707846905], ""type"": ""Point""}";accident_horsintersection_cumul5.6003;6003;47306;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.14225863694839, -1.6574192672502328;"{""coordinates"": [-1.657419267250233, 48.14225863694839], ""type"": ""Point""}";accident_horsintersection_cumul5.6006;6006;47410;2017;2021;1;1;0;3;2021-01-01T01:00:00+01:00
48.125473308689614, -1.6968349141730383;"{""coordinates"": [-1.696834914173038, 48.125473308689614], ""type"": ""Point""}";accident_horsintersection_cumul5.6022;6022;47744;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09855500556585, -1.7139492633276443;"{""coordinates"": [-1.713949263327644, 48.09855500556585], ""type"": ""Point""}";accident_horsintersection_cumul5.6040;6040;49212;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.09812609498683, -1.6996675038799123;"{""coordinates"": [-1.699667503879912, 48.09812609498683], ""type"": ""Point""}";accident_horsintersection_cumul5.6049;6049;49970;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.114629113618925, -1.6740917084733473;"{""coordinates"": [-1.674091708473347, 48.114629113618925], ""type"": ""Point""}";accident_horsintersection_cumul5.6060;6060;51264;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.109857448549946, -1.6787132217202634;"{""coordinates"": [-1.678713221720263, 48.109857448549946], ""type"": ""Point""}";accident_horsintersection_cumul5.6062;6062;51348;2017;2021;2;0;0;3;2021-01-01T01:00:00+01:00
48.101810886893865, -1.6729852575823956;"{""coordinates"": [-1.672985257582396, 48.101810886893865], ""type"": ""Point""}";accident_horsintersection_cumul5.6069;6069;51745;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.122345025368865, -1.6571417108967474;"{""coordinates"": [-1.657141710896747, 48.122345025368865], ""type"": ""Point""}";accident_horsintersection_cumul5.6072;6072;52068;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.10823318494609, -1.6945110496961968;"{""coordinates"": [-1.694511049696197, 48.10823318494609], ""type"": ""Point""}";accident_horsintersection_cumul5.6078;6078;52880;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12983379731859, -1.6923231005227264;"{""coordinates"": [-1.692323100522726, 48.12983379731859], ""type"": ""Point""}";accident_horsintersection_cumul5.6079;6079;53067;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.13092372833783, -1.6474917736373107;"{""coordinates"": [-1.647491773637311, 48.13092372833783], ""type"": ""Point""}";accident_horsintersection_cumul5.6082;6082;53303;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.134770797295616, -1.705815548045983;"{""coordinates"": [-1.705815548045983, 48.134770797295616], ""type"": ""Point""}";accident_horsintersection_cumul5.6090;6090;53427;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.09945350431198, -1.6943809747472032;"{""coordinates"": [-1.694380974747203, 48.09945350431198], ""type"": ""Point""}";accident_horsintersection_cumul5.6101;6101;53575;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.095071395626306, -1.6900597766800438;"{""coordinates"": [-1.690059776680044, 48.095071395626306], ""type"": ""Point""}";accident_horsintersection_cumul5.6105;6105;53859;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.106207338669186, -1.7317498298608145;"{""coordinates"": [-1.731749829860814, 48.106207338669186], ""type"": ""Point""}";accident_horsintersection_cumul5.6106;6106;53893;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10690210682562, -1.7270580207474848;"{""coordinates"": [-1.727058020747485, 48.10690210682562], ""type"": ""Point""}";accident_horsintersection_cumul5.6107;6107;53898;2017;2021;6;0;0;9;2021-01-01T01:00:00+01:00
48.11980304970334, -1.7214623920567196;"{""coordinates"": [-1.72146239205672, 48.11980304970334], ""type"": ""Point""}";accident_horsintersection_cumul5.6114;6114;53939;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.122162907335145, -1.7289374502651162;"{""coordinates"": [-1.728937450265116, 48.122162907335145], ""type"": ""Point""}";accident_horsintersection_cumul5.6115;6115;53950;2017;2021;1;0;0;4;2021-01-01T01:00:00+01:00
48.12574273440262, -1.7251291218117724;"{""coordinates"": [-1.725129121811772, 48.12574273440262], ""type"": ""Point""}";accident_horsintersection_cumul5.6119;6119;53959;2017;2021;1;0;2;0;2021-01-01T01:00:00+01:00
48.13119612262542, -1.6738943254398846;"{""coordinates"": [-1.673894325439885, 48.13119612262542], ""type"": ""Point""}";accident_horsintersection_cumul5.6122;6122;54154;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
