Geo Point;Geo Shape;gml_id;id;id_troncon;annee_debut;annee_fin;nb_accident;nb_tue;nb_bh;nb_bnh;wms_time
48.12455525842799, -1.709558014119757;"{""coordinates"": [-1.709558014119757, 48.12455525842799], ""type"": ""Point""}";accident_horsintersection_cumul5.8501;8501;56022;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.08465815219421, -1.6608227437216403;"{""coordinates"": [-1.66082274372164, 48.08465815219421], ""type"": ""Point""}";accident_horsintersection_cumul5.8505;8505;56129;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.091298985348445, -1.6565170335132258;"{""coordinates"": [-1.656517033513226, 48.091298985348445], ""type"": ""Point""}";accident_horsintersection_cumul5.8509;8509;56233;2019;2023;2;0;0;2;2023-01-01T01:00:00+01:00
48.09137894621963, -1.652432573557197;"{""coordinates"": [-1.652432573557197, 48.09137894621963], ""type"": ""Point""}";accident_horsintersection_cumul5.8510;8510;56260;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.091234486813654, -1.6524365930763802;"{""coordinates"": [-1.65243659307638, 48.091234486813654], ""type"": ""Point""}";accident_horsintersection_cumul5.8511;8511;56261;2019;2023;2;0;0;2;2023-01-01T01:00:00+01:00
48.08770013599112, -1.652302243822777;"{""coordinates"": [-1.652302243822777, 48.08770013599112], ""type"": ""Point""}";accident_horsintersection_cumul5.8514;8514;56322;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.11212345693951, -1.6192837044261719;"{""coordinates"": [-1.619283704426172, 48.11212345693951], ""type"": ""Point""}";accident_horsintersection_cumul5.8519;8519;56620;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.112885091523566, -1.7187726718149328;"{""coordinates"": [-1.718772671814933, 48.112885091523566], ""type"": ""Point""}";accident_horsintersection_cumul5.8523;8523;56872;2019;2023;6;0;0;10;2023-01-01T01:00:00+01:00
48.13077786874599, -1.6699298413994879;"{""coordinates"": [-1.669929841399488, 48.13077786874599], ""type"": ""Point""}";accident_horsintersection_cumul5.8525;8525;56886;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.23108193378499, -1.876506085797654;"{""coordinates"": [-1.876506085797654, 48.23108193378499], ""type"": ""Point""}";accident_horsintersection_cumul5.8548;8548;61106;2019;2023;1;1;0;0;2023-01-01T01:00:00+01:00
48.21611101508226, -1.835273791115373;"{""coordinates"": [-1.835273791115373, 48.21611101508226], ""type"": ""Point""}";accident_horsintersection_cumul5.8550;8550;61267;2019;2023;1;1;0;1;2023-01-01T01:00:00+01:00
48.214787079603276, -1.8924626757657446;"{""coordinates"": [-1.892462675765745, 48.214787079603276], ""type"": ""Point""}";accident_horsintersection_cumul5.8551;8551;61366;2019;2023;1;0;0;2;2023-01-01T01:00:00+01:00
48.296397266245734, -1.9356258063324328;"{""coordinates"": [-1.935625806332433, 48.296397266245734], ""type"": ""Point""}";accident_horsintersection_cumul5.8553;8553;62153;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.12997167229311, -1.641455621698306;"{""coordinates"": [-1.641455621698306, 48.12997167229311], ""type"": ""Point""}";accident_horsintersection_cumul5.8558;8558;62632;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.105136905628875, -1.6982817842138282;"{""coordinates"": [-1.698281784213828, 48.105136905628875], ""type"": ""Point""}";accident_horsintersection_cumul5.8561;8561;62831;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.10839895254089, -1.6937314561644754;"{""coordinates"": [-1.693731456164475, 48.10839895254089], ""type"": ""Point""}";accident_horsintersection_cumul5.8573;8573;64046;2019;2023;2;0;1;1;2023-01-01T01:00:00+01:00
48.125825425012145, -1.6574692036213587;"{""coordinates"": [-1.657469203621359, 48.125825425012145], ""type"": ""Point""}";accident_horsintersection_cumul5.8577;8577;64110;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.11141324414726, -1.6860981076580437;"{""coordinates"": [-1.686098107658044, 48.11141324414726], ""type"": ""Point""}";accident_horsintersection_cumul5.8582;8582;65068;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.085266413988016, -1.6285882516137287;"{""coordinates"": [-1.628588251613729, 48.085266413988016], ""type"": ""Point""}";accident_horsintersection_cumul5.8585;8585;65671;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.08742738886954, -1.6582600094460251;"{""coordinates"": [-1.658260009446025, 48.08742738886954], ""type"": ""Point""}";accident_horsintersection_cumul5.8590;8590;66427;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.123028741901706, -1.7098320300945824;"{""coordinates"": [-1.709832030094582, 48.123028741901706], ""type"": ""Point""}";accident_horsintersection_cumul5.8595;8595;66856;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.12299374046276, -1.7074531432776812;"{""coordinates"": [-1.707453143277681, 48.12299374046276], ""type"": ""Point""}";accident_horsintersection_cumul5.8596;8596;66874;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.12278506702418, -1.7059823538911347;"{""coordinates"": [-1.705982353891135, 48.12278506702418], ""type"": ""Point""}";accident_horsintersection_cumul5.8597;8597;66881;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.10995750751515, -1.6824370226776213;"{""coordinates"": [-1.682437022677621, 48.10995750751515], ""type"": ""Point""}";accident_horsintersection_cumul5.8598;8598;66991;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.15690099418619, -1.698996298117348;"{""coordinates"": [-1.698996298117348, 48.15690099418619], ""type"": ""Point""}";accident_horsintersection_cumul5.8607;8607;67324;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.15374141470563, -1.6877508591025465;"{""coordinates"": [-1.687750859102547, 48.15374141470563], ""type"": ""Point""}";accident_horsintersection_cumul5.8608;8608;67338;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.110885570071595, -1.7120577578098242;"{""coordinates"": [-1.712057757809824, 48.110885570071595], ""type"": ""Point""}";accident_horsintersection_cumul5.8616;8616;69344;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.130860547783335, -1.63315959343789;"{""coordinates"": [-1.63315959343789, 48.130860547783335], ""type"": ""Point""}";accident_horsintersection_cumul5.8621;8621;69611;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.087480326176674, -1.674364129437634;"{""coordinates"": [-1.674364129437634, 48.087480326176674], ""type"": ""Point""}";accident_horsintersection_cumul5.8622;8622;69673;2019;2023;3;0;0;6;2023-01-01T01:00:00+01:00
48.10709502128628, -1.7252351534620731;"{""coordinates"": [-1.725235153462073, 48.10709502128628], ""type"": ""Point""}";accident_horsintersection_cumul5.8623;8623;69878;2019;2023;1;0;0;2;2023-01-01T01:00:00+01:00
48.13802063769043, -1.693846637293973;"{""coordinates"": [-1.693846637293973, 48.13802063769043], ""type"": ""Point""}";accident_horsintersection_cumul5.8628;8628;72428;2019;2023;1;0;0;2;2023-01-01T01:00:00+01:00
48.1247555797731, -1.664540553700629;"{""coordinates"": [-1.664540553700629, 48.1247555797731], ""type"": ""Point""}";accident_horsintersection_cumul5.8633;8633;72653;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.10997813647075, -1.6618612874226708;"{""coordinates"": [-1.661861287422671, 48.10997813647075], ""type"": ""Point""}";accident_horsintersection_cumul5.8637;8637;74059;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.07327525692022, -1.716210432727763;"{""coordinates"": [-1.716210432727763, 48.07327525692022], ""type"": ""Point""}";accident_horsintersection_cumul5.8639;8639;74464;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.09868198577456, -1.7042105648979498;"{""coordinates"": [-1.70421056489795, 48.09868198577456], ""type"": ""Point""}";accident_horsintersection_cumul5.8640;8640;74930;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.119566010924004, -1.7196664395913632;"{""coordinates"": [-1.719666439591363, 48.119566010924004], ""type"": ""Point""}";accident_horsintersection_cumul5.8648;8648;75811;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.08884311841974, -1.7033337480229902;"{""coordinates"": [-1.70333374802299, 48.08884311841974], ""type"": ""Point""}";accident_horsintersection_cumul5.8654;8654;75824;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.0787488712557, -1.6918925220167589;"{""coordinates"": [-1.691892522016759, 48.0787488712557], ""type"": ""Point""}";accident_horsintersection_cumul5.8655;8655;75829;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.14053694816358, -1.6284231018224402;"{""coordinates"": [-1.62842310182244, 48.14053694816358], ""type"": ""Point""}";accident_horsintersection_cumul5.8661;8661;75860;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.1400542683727, -1.6957976708814897;"{""coordinates"": [-1.69579767088149, 48.1400542683727], ""type"": ""Point""}";accident_horsintersection_cumul5.8662;8662;75866;2019;2023;1;0;0;2;2023-01-01T01:00:00+01:00
48.140527617040284, -1.6915100349358445;"{""coordinates"": [-1.691510034935845, 48.140527617040284], ""type"": ""Point""}";accident_horsintersection_cumul5.8663;8663;75867;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.140791562088175, -1.686181402400977;"{""coordinates"": [-1.686181402400977, 48.140791562088175], ""type"": ""Point""}";accident_horsintersection_cumul5.8665;8665;75869;2019;2023;3;0;0;3;2023-01-01T01:00:00+01:00
48.1411611121806, -1.678137534124929;"{""coordinates"": [-1.678137534124929, 48.1411611121806], ""type"": ""Point""}";accident_horsintersection_cumul5.8667;8667;75869;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.120724154024764, -1.7207695529155729;"{""coordinates"": [-1.720769552915573, 48.120724154024764], ""type"": ""Point""}";accident_horsintersection_cumul5.8670;8670;75880;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.12933426581552, -1.6441638664219442;"{""coordinates"": [-1.644163866421944, 48.12933426581552], ""type"": ""Point""}";accident_horsintersection_cumul5.8685;8685;491005;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.089121594833614, -1.706273526822332;"{""coordinates"": [-1.706273526822332, 48.089121594833614], ""type"": ""Point""}";accident_horsintersection_cumul5.8700;8700;492490;2019;2023;1;0;0;2;2023-01-01T01:00:00+01:00
48.12011895350399, -1.636464755082714;"{""coordinates"": [-1.636464755082714, 48.12011895350399], ""type"": ""Point""}";accident_horsintersection_cumul5.8703;8703;563541;2019;2023;3;1;1;4;2023-01-01T01:00:00+01:00
48.136107093818744, -1.6237429014075473;"{""coordinates"": [-1.623742901407547, 48.136107093818744], ""type"": ""Point""}";accident_horsintersection_cumul5.8707;8707;565713;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.11590696578228, -1.5846346161931213;"{""coordinates"": [-1.584634616193121, 48.11590696578228], ""type"": ""Point""}";accident_horsintersection_cumul5.8709;8709;565834;2019;2023;1;0;0;2;2023-01-01T01:00:00+01:00
48.08954456502967, -1.6602095324422175;"{""coordinates"": [-1.660209532442217, 48.08954456502967], ""type"": ""Point""}";accident_horsintersection_cumul5.8715;8715;566456;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.12844190902022, -1.6482317884114641;"{""coordinates"": [-1.648231788411464, 48.12844190902022], ""type"": ""Point""}";accident_horsintersection_cumul5.8719;8719;566639;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.0936451326794, -1.7009360889613339;"{""coordinates"": [-1.700936088961334, 48.0936451326794], ""type"": ""Point""}";accident_horsintersection_cumul5.8721;8721;566665;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.111562477129034, -1.6623715137114246;"{""coordinates"": [-1.662371513711425, 48.111562477129034], ""type"": ""Point""}";accident_horsintersection_cumul5.8722;8722;566783;2019;2023;1;1;0;0;2023-01-01T01:00:00+01:00
48.119146766635666, -1.5725727167847707;"{""coordinates"": [-1.572572716784771, 48.119146766635666], ""type"": ""Point""}";accident_horsintersection_cumul5.8728;8728;1601898;2019;2023;2;0;0;2;2023-01-01T01:00:00+01:00
48.13193510336545, -1.6212017317291854;"{""coordinates"": [-1.621201731729185, 48.13193510336545], ""type"": ""Point""}";accident_horsintersection_cumul5.8732;8732;1677175;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.058326463073094, -1.929357561381885;"{""coordinates"": [-1.929357561381885, 48.058326463073094], ""type"": ""Point""}";accident_horsintersection_cumul5.8741;8741;1678339;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.110656356914596, -1.6997757612058526;"{""coordinates"": [-1.699775761205853, 48.110656356914596], ""type"": ""Point""}";accident_horsintersection_cumul5.8748;8748;1679093;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.14094358272561, -1.5833709370299713;"{""coordinates"": [-1.583370937029971, 48.14094358272561], ""type"": ""Point""}";accident_horsintersection_cumul5.8752;8752;1680016;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.11089246223223, -1.6859372370192658;"{""coordinates"": [-1.685937237019266, 48.11089246223223], ""type"": ""Point""}";accident_horsintersection_cumul5.8761;8761;1911271;2019;2023;1;0;0;1;2023-01-01T01:00:00+01:00
48.08579460559198, -1.694405211064179;"{""coordinates"": [-1.694405211064179, 48.08579460559198], ""type"": ""Point""}";accident_horsintersection_cumul5.8766;8766;1989398;2019;2023;2;0;0;2;2023-01-01T01:00:00+01:00
48.184801634453656, -1.8141181062947473;"{""coordinates"": [-1.814118106294747, 48.184801634453656], ""type"": ""Point""}";accident_horsintersection_cumul5.8790;8790;2070905;2019;2023;1;0;1;0;2023-01-01T01:00:00+01:00
48.14018034948252, -1.6942813456165497;"{""coordinates"": [-1.69428134561655, 48.14018034948252], ""type"": ""Point""}";accident_horsintersection_cumul5.5502;5502;31551;2017;2021;2;0;0;3;2021-01-01T01:00:00+01:00
48.13874180794048, -1.6953789901442857;"{""coordinates"": [-1.695378990144286, 48.13874180794048], ""type"": ""Point""}";accident_horsintersection_cumul5.5508;5508;31573;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.14219542794285, -1.6715929343550107;"{""coordinates"": [-1.671592934355011, 48.14219542794285], ""type"": ""Point""}";accident_horsintersection_cumul5.5513;5513;31820;2017;2021;2;0;0;3;2021-01-01T01:00:00+01:00
48.13500587794303, -1.5336564676234967;"{""coordinates"": [-1.533656467623497, 48.13500587794303], ""type"": ""Point""}";accident_horsintersection_cumul5.5519;5519;33585;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.11310509912683, -1.581393264213983;"{""coordinates"": [-1.581393264213983, 48.11310509912683], ""type"": ""Point""}";accident_horsintersection_cumul5.5521;5521;34744;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11367428118108, -1.5794949102706304;"{""coordinates"": [-1.57949491027063, 48.11367428118108], ""type"": ""Point""}";accident_horsintersection_cumul5.5522;5522;34744;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.10021508641462, -1.6036426331026217;"{""coordinates"": [-1.603642633102622, 48.10021508641462], ""type"": ""Point""}";accident_horsintersection_cumul5.5526;5526;34835;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.1083156791083, -1.6082634130977886;"{""coordinates"": [-1.608263413097789, 48.1083156791083], ""type"": ""Point""}";accident_horsintersection_cumul5.5536;5536;34932;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.10418730614569, -1.6045729085733902;"{""coordinates"": [-1.60457290857339, 48.10418730614569], ""type"": ""Point""}";accident_horsintersection_cumul5.5539;5539;35077;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10773642265031, -1.5969242619811272;"{""coordinates"": [-1.596924261981127, 48.10773642265031], ""type"": ""Point""}";accident_horsintersection_cumul5.5542;5542;35086;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.105138217867825, -1.6029844938877633;"{""coordinates"": [-1.602984493887763, 48.105138217867825], ""type"": ""Point""}";accident_horsintersection_cumul5.5545;5545;35087;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11055372103389, -1.585179351894393;"{""coordinates"": [-1.585179351894393, 48.11055372103389], ""type"": ""Point""}";accident_horsintersection_cumul5.5551;5551;35160;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11419581903319, -1.6237178720113252;"{""coordinates"": [-1.623717872011325, 48.11419581903319], ""type"": ""Point""}";accident_horsintersection_cumul5.5565;5565;35950;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12276118319304, -1.602183030852505;"{""coordinates"": [-1.602183030852505, 48.12276118319304], ""type"": ""Point""}";accident_horsintersection_cumul5.5568;5568;36823;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.13434677953973, -1.630524330792634;"{""coordinates"": [-1.630524330792634, 48.13434677953973], ""type"": ""Point""}";accident_horsintersection_cumul5.5574;5574;37670;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.14039895927708, -1.6285892940674662;"{""coordinates"": [-1.628589294067466, 48.14039895927708], ""type"": ""Point""}";accident_horsintersection_cumul5.5584;5584;37753;2017;2021;3;1;2;3;2021-01-01T01:00:00+01:00
48.14006530626022, -1.6312243064013934;"{""coordinates"": [-1.631224306401393, 48.14006530626022], ""type"": ""Point""}";accident_horsintersection_cumul5.5585;5585;37753;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.14804282160034, -1.5963172310167373;"{""coordinates"": [-1.596317231016737, 48.14804282160034], ""type"": ""Point""}";accident_horsintersection_cumul5.5586;5586;37793;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.15078903085708, -1.6002164373514784;"{""coordinates"": [-1.600216437351478, 48.15078903085708], ""type"": ""Point""}";accident_horsintersection_cumul5.5591;5591;37816;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.14962600299734, -1.609315475405449;"{""coordinates"": [-1.609315475405449, 48.14962600299734], ""type"": ""Point""}";accident_horsintersection_cumul5.5592;5592;37818;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.14998043391966, -1.6066857251879803;"{""coordinates"": [-1.60668572518798, 48.14998043391966], ""type"": ""Point""}";accident_horsintersection_cumul5.5594;5594;37818;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.151215363149625, -1.6053891255002977;"{""coordinates"": [-1.605389125500298, 48.151215363149625], ""type"": ""Point""}";accident_horsintersection_cumul5.5596;5596;37820;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.137506326490076, -1.577894768704495;"{""coordinates"": [-1.577894768704495, 48.137506326490076], ""type"": ""Point""}";accident_horsintersection_cumul5.5602;5602;37948;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11424611610074, -1.5775983783548353;"{""coordinates"": [-1.577598378354835, 48.11424611610074], ""type"": ""Point""}";accident_horsintersection_cumul5.5606;5606;37957;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.1135661102994, -1.5520469718229866;"{""coordinates"": [-1.552046971822987, 48.1135661102994], ""type"": ""Point""}";accident_horsintersection_cumul5.5608;5608;37958;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11473683984823, -1.566113758493082;"{""coordinates"": [-1.566113758493082, 48.11473683984823], ""type"": ""Point""}";accident_horsintersection_cumul5.5617;5617;37963;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11743213667502, -1.5686928955491855;"{""coordinates"": [-1.568692895549185, 48.11743213667502], ""type"": ""Point""}";accident_horsintersection_cumul5.5621;5621;37994;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.14141193499768, -1.584618263965856;"{""coordinates"": [-1.584618263965856, 48.14141193499768], ""type"": ""Point""}";accident_horsintersection_cumul5.5622;5622;38067;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.143279441719, -1.6268017259407286;"{""coordinates"": [-1.626801725940729, 48.143279441719], ""type"": ""Point""}";accident_horsintersection_cumul5.5627;5627;39473;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
47.97787013324066, -1.6952174155899162;"{""coordinates"": [-1.695217415589916, 47.97787013324066], ""type"": ""Point""}";accident_horsintersection_cumul5.5633;5633;40379;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
47.967022397092514, -1.6916710729329496;"{""coordinates"": [-1.69167107293295, 47.967022397092514], ""type"": ""Point""}";accident_horsintersection_cumul5.5634;5634;40391;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
47.98495342036037, -1.6957271280796669;"{""coordinates"": [-1.695727128079667, 47.98495342036037], ""type"": ""Point""}";accident_horsintersection_cumul5.5635;5635;40404;2017;2021;1;0;4;5;2021-01-01T01:00:00+01:00
48.092917482541445, -1.7084517185370365;"{""coordinates"": [-1.708451718537036, 48.092917482541445], ""type"": ""Point""}";accident_horsintersection_cumul5.5650;5650;41722;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.074424151742, -1.7123241261651903;"{""coordinates"": [-1.71232412616519, 48.074424151742], ""type"": ""Point""}";accident_horsintersection_cumul5.5663;5663;42031;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.08774187033651, -1.6942849276708238;"{""coordinates"": [-1.694284927670824, 48.08774187033651], ""type"": ""Point""}";accident_horsintersection_cumul5.5668;5668;42206;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.09155392212721, -1.69200779841152;"{""coordinates"": [-1.69200779841152, 48.09155392212721], ""type"": ""Point""}";accident_horsintersection_cumul5.5670;5670;42239;2017;2021;3;0;0;3;2021-01-01T01:00:00+01:00
48.11101483320766, -1.6745554414613142;"{""coordinates"": [-1.674555441461314, 48.11101483320766], ""type"": ""Point""}";accident_horsintersection_cumul5.5782;5782;44473;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12148405256045, -1.663357878096467;"{""coordinates"": [-1.663357878096467, 48.12148405256045], ""type"": ""Point""}";accident_horsintersection_cumul5.5684;5684;42940;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12383904330372, -1.6847288127549704;"{""coordinates"": [-1.68472881275497, 48.12383904330372], ""type"": ""Point""}";accident_horsintersection_cumul5.5697;5697;43147;2017;2021;2;1;0;1;2021-01-01T01:00:00+01:00
48.107555904331285, -1.6946110371879843;"{""coordinates"": [-1.694611037187984, 48.107555904331285], ""type"": ""Point""}";accident_horsintersection_cumul5.5723;5723;43627;2017;2021;1;0;0;3;2021-01-01T01:00:00+01:00
48.11383759448742, -1.687869359157308;"{""coordinates"": [-1.687869359157308, 48.11383759448742], ""type"": ""Point""}";accident_horsintersection_cumul5.5725;5725;43651;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10821837372345, -1.6954402538937778;"{""coordinates"": [-1.695440253893778, 48.10821837372345], ""type"": ""Point""}";accident_horsintersection_cumul5.5728;5728;43662;2017;2021;1;1;0;0;2021-01-01T01:00:00+01:00
48.108046236326246, -1.6778360205718996;"{""coordinates"": [-1.6778360205719, 48.108046236326246], ""type"": ""Point""}";accident_horsintersection_cumul5.5783;5783;44480;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12192387235339, -1.6664115309876615;"{""coordinates"": [-1.666411530987661, 48.12192387235339], ""type"": ""Point""}";accident_horsintersection_cumul5.5733;5733;43730;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12558402072188, -1.6539846615919718;"{""coordinates"": [-1.653984661591972, 48.12558402072188], ""type"": ""Point""}";accident_horsintersection_cumul5.5744;5744;43802;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.117020582318645, -1.6556688161716357;"{""coordinates"": [-1.655668816171636, 48.117020582318645], ""type"": ""Point""}";accident_horsintersection_cumul5.5748;5748;43879;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11518800548951, -1.707757965148123;"{""coordinates"": [-1.707757965148123, 48.11518800548951], ""type"": ""Point""}";accident_horsintersection_cumul5.5753;5753;44004;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.10960109502226, -1.6552841515060657;"{""coordinates"": [-1.655284151506066, 48.10960109502226], ""type"": ""Point""}";accident_horsintersection_cumul5.5759;5759;44113;2017;2021;2;0;1;1;2021-01-01T01:00:00+01:00
48.10746834063177, -1.6512582046231583;"{""coordinates"": [-1.651258204623158, 48.10746834063177], ""type"": ""Point""}";accident_horsintersection_cumul5.5761;5761;44118;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.13398625887468, -1.6601060469985813;"{""coordinates"": [-1.660106046998581, 48.13398625887468], ""type"": ""Point""}";accident_horsintersection_cumul5.5767;5767;44293;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.13320068517695, -1.660851726055752;"{""coordinates"": [-1.660851726055752, 48.13320068517695], ""type"": ""Point""}";accident_horsintersection_cumul5.5770;5770;44328;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.11427837931751, -1.677300544794812;"{""coordinates"": [-1.677300544794812, 48.11427837931751], ""type"": ""Point""}";accident_horsintersection_cumul5.5774;5774;44407;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10801317241893, -1.6824729799114642;"{""coordinates"": [-1.682472979911464, 48.10801317241893], ""type"": ""Point""}";accident_horsintersection_cumul5.5776;5776;44420;2017;2021;2;0;1;1;2021-01-01T01:00:00+01:00
48.110253402996406, -1.665162118903752;"{""coordinates"": [-1.665162118903752, 48.110253402996406], ""type"": ""Point""}";accident_horsintersection_cumul5.5798;5798;44591;2017;2021;1;0;1;0;2021-01-01T01:00:00+01:00
48.10870708566654, -1.6692330258505206;"{""coordinates"": [-1.669233025850521, 48.10870708566654], ""type"": ""Point""}";accident_horsintersection_cumul5.5806;5806;44673;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12233308661067, -1.7039984283478848;"{""coordinates"": [-1.703998428347885, 48.12233308661067], ""type"": ""Point""}";accident_horsintersection_cumul5.5811;5811;44745;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.1162434479341, -1.721182117254538;"{""coordinates"": [-1.721182117254538, 48.1162434479341], ""type"": ""Point""}";accident_horsintersection_cumul5.5818;5818;44902;2017;2021;1;0;0;2;2021-01-01T01:00:00+01:00
48.1032727249298, -1.7255117942261462;"{""coordinates"": [-1.725511794226146, 48.1032727249298], ""type"": ""Point""}";accident_horsintersection_cumul5.5822;5822;44912;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.10351310152568, -1.7163679594981667;"{""coordinates"": [-1.716367959498167, 48.10351310152568], ""type"": ""Point""}";accident_horsintersection_cumul5.5825;5825;44934;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.11639837098648, -1.7193988659274337;"{""coordinates"": [-1.719398865927434, 48.11639837098648], ""type"": ""Point""}";accident_horsintersection_cumul5.5829;5829;44939;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.12171777425898, -1.7195077361545275;"{""coordinates"": [-1.719507736154527, 48.12171777425898], ""type"": ""Point""}";accident_horsintersection_cumul5.5830;5830;44939;2017;2021;2;0;0;2;2021-01-01T01:00:00+01:00
48.123309322970904, -1.7182973781818713;"{""coordinates"": [-1.718297378181871, 48.123309322970904], ""type"": ""Point""}";accident_horsintersection_cumul5.5831;5831;44939;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
48.128512728052236, -1.6472960841889164;"{""coordinates"": [-1.647296084188916, 48.128512728052236], ""type"": ""Point""}";accident_horsintersection_cumul5.5838;5838;45028;2017;2021;1;0;0;1;2021-01-01T01:00:00+01:00
