Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
182700496;182700496;Haut-le-pied;0006;C6;0;Dépôt;48.10128, -1.652916;
-279641472;-279641472;En ligne;0001;C1;1;Saint-Grégoire;48.155303, -1.671097;1687
-888027120;-888027120;Hors-service;;;;;48.109112, -1.641076;
730218400;730218400;En ligne;0005;C5;0;Lycée Bréquigny;48.138438, -1.659033;-3
-97135504;-97135504;Hors-service;;;;;48.110315, -1.64211;
207008688;207008688;En ligne;0159;159ex;0;Bruz;48.086643, -1.674943;154
1095230336;1095230336;En ligne;0053;53;0;La Chapelle-Th;48.123553, -1.817969;8
632888368;632888368;En ligne;0002;C2;1;Cesson-Viasilva;48.12992, -1.629305;20
-1094841280;-1094841280;En ligne;0005;C5;0;Lycée Bréquigny;48.116145, -1.655855;321
1460242272;1460242272;En ligne;0006;C6;0;Aéroport;48.109932, -1.678889;-124
997900304;997900304;Hors-service;;;;;48.110313, -1.643308;
-547323376;-547323376;En ligne;0007;C7;1;St-Jacques-Gaîté;48.042252, -1.753507;74
2007760176;2007760176;En ligne;0059;59;0;Bruz;48.088238, -1.674506;0
1362912240;1362912240;En ligne;0002;C2;1;Cesson-Viasilva;48.121531, -1.663276;115
-364817408;-364817408;En ligne;0002;C2;0;Haut Sancé;48.125392, -1.642426;-43
-2104701152;-2104701152;En ligne;0006;C6;1;Cesson-Sévigné;48.067992, -1.726837;0
1545418208;1545418208;En ligne;0014;14;0;Roazhon Park;48.1087, -1.71138;205
912724368;912724368;Hors-service;;;;;48.115593, -1.578191;
-1739689216;-1739689216;En ligne;0002;C2;0;Haut Sancé;48.132639, -1.619956;0
1727924176;1727924176;En ligne;0005;C5;1;Saint-Laurent;48.099717, -1.686193;-131
1825254208;1825254208;Hors-service;;;;;48.110634, -1.64203;
-1192171312;-1192171312;Hors-service;;;;;48.108953, -1.640994;
1910430144;1910430144;Haut-le-pied;0153;153ex;0;Dépôt;48.114234, -1.719519;
-1922195184;-1922195184;En ligne;0001;C1;0;Chantepie;48.153666, -1.686686;105
-1009665344;-1009665344;En ligne;0053;53;1;Rennes;48.120966, -1.771915;106
-2019525216;-2019525216;En ligne;0005;C5;1;Saint-Laurent;48.108464, -1.680213;-66
-1374677280;-1374677280;En ligne;0006;C6;0;Aéroport;48.105602, -1.685329;130
-827159376;-827159376;Hors-service;;;;;48.110552, -1.643867;
-1654513280;-1654513280;Hors-service;;;;;48.110315, -1.643712;
450382400;450382400;En ligne;0005;C5;0;Lycée Bréquigny;48.108491, -1.680215;-52
85370464;85370464;En ligne;0002;C2;0;Haut Sancé;48.104727, -1.666732;-83
-194465536;-194465536;En ligne;0003;C3;1;Patton;48.116113, -1.6742;1704
815394336;815394336;En ligne;0014;14;1;Beaulieu Chimie;48.128913, -1.696419;450
267876432;267876432;Hors-service;;;;;48.110075, -1.643395;
243568240;243568240;En ligne;0154;154ex;0;Le Rheu / Cintré;48.109281, -1.689815;259
1180406272;1180406272;En ligne;0053;53;0;La Chapelle-Th;48.116343, -1.713435;-20
2092936112;2092936112;En ligne;0005;C5;1;Saint-Laurent;48.116795, -1.655387;174
1229119920;1229119920;Inconnu;0011;11;0;ZI Ouest;48.106478, -1.739796;
-1472007312;-1472007312;Hors-service;;;;;48.110312, -1.643792;
-1837019248;-1837019248;En ligne;0006;C6;0;Aéroport;48.111805, -1.645929;-101
1411625888;1411625888;En ligne;0011;11;0;ZI Ouest;48.10257, -1.654255;610
-1289501344;-1289501344;Hors-service;;;;;48.110392, -1.64427;
-1106995376;-1106995376;Hors-service;;;;;48.111039, -1.64387;
1959143792;1959143792;En ligne;0013;13;1;Chantepie;48.092308, -1.613376;29
-559477472;-559477472;En ligne;0005;C5;1;Saint-Laurent;48.08416, -1.692038;0
-924489408;-924489408;Hors-service;;;;;48.110559, -1.641633;
-1605799632;-1605799632;Haut-le-pied;0003;C3;1;Patton;48.101274, -1.653306;
-376971504;-376971504;En ligne;0002;C2;0;Haut Sancé;48.09578, -1.637415;50
-741983440;-741983440;En ligne;0005;C5;1;Saint-Laurent;48.084078, -1.692044;0
-1423293664;-1423293664;Haut-le-pied;0003;C3;1;Patton;48.099199, -1.675637;
-1398985472;-1398985472;Hors-service;;;;;48.110159, -1.640589;
1253428112;1253428112;Hors-service;;;;;48.110159, -1.640589;
-1058281728;-1058281728;En ligne;0013;13;0;Porte de Ker Lann;48.086722, -1.615821;5
-1216479504;-1216479504;Hors-service;;;;;48.110393, -1.641955;
1435934080;1435934080;Hors-service;;;;;48.11024, -1.640596;
-693269792;-693269792;En ligne;0053;53;1;Rennes;48.109827, -1.684035;137
-1033973536;-1033973536;En ligne;0011;11;0;ZI Ouest;48.109081, -1.690322;-69
-303949664;-303949664;En ligne;0064;64;0;Cesson-Viasilva;48.130069, -1.628026;118
-510763824;-510763824;Hors-service;;;;;48.110555, -1.643787;
-668961600;-668961600;En ligne;0002;C2;0;Haut Sancé;48.087386, -1.642948;-203
-121443696;-121443696;Hors-service;;;;;48.110233, -1.640757;
-328257856;-328257856;En ligne;0014;14;0;Roazhon Park;48.134524, -1.65862;42
1338604048;1338604048;En ligne;0064;64;1;Acigné;48.132778, -1.619861;0
426074208;426074208;En ligne;0167;167ex;1;Brécé;48.114079, -1.634203;14
36754080;36754080;Hors-service;;;;;48.104544, -1.667927;
1594131856;1594131856;En ligne;0011;11;1;La Poterie;48.109839, -1.681694;1068
791086144;791086144;Hors-service;;;;;48.110556, -1.644675;
1131789888;1131789888;En ligne;0002;C2;0;Haut Sancé;48.11036, -1.674243;115
-1970811568;-1970811568;En ligne;0001;C1;1;Saint-Grégoire;48.099294, -1.646376;311
1156098080;1156098080;En ligne;0050;50;0;Cesson-Viasilva;48.154113, -1.580388;212
1679307792;1679307792;Hors-service;;;;;48.064076, -1.700826;
-1240787696;-1240787696;En ligne;0011;11;1;La Poterie;48.105052, -1.73983;2
1046613952;1046613952;Hors-service;;;;;48.064233, -1.70275;
1861813760;1861813760;En ligne;0047;C7ex;0;Bruz;48.091995, -1.702826;0
-875775760;-875775760;En ligne;0011;11;0;ZI Ouest;48.106775, -1.729486;430
1776637824;1776637824;En ligne;0011;11;0;ZI Ouest;48.109087, -1.709584;131
-790599824;-790599824;En ligne;0005;C5;1;Saint-Laurent;48.112009, -1.671091;48
-145751888;-145751888;En ligne;0014;14;0;Roazhon Park;48.109672, -1.608916;0
2141649760;2141649760;Hors-service;;;;;48.064799, -1.702357;
-608093856;-608093856;En ligne;0013;13;0;Porte de Ker Lann;48.067553, -1.720476;-231
219260048;219260048;En ligne;0014;14;1;Cesson Monniais;48.107959, -1.713898;548
-1788305600;-1788305600;En ligne;0047;C7ex;0;Bruz;48.077064, -1.712608;245
486941952;486941952;Hors-service;;;;;48.064634, -1.702436;
584271984;584271984;En ligne;0047;C7ex;0;Bruz;48.019627, -1.747859;172
401766016;401766016;En ligne;0003;C3;0;Henri Fréville;48.094475, -1.681786;631
669447920;669447920;Haut-le-pied;0007;C7;1;Dépôt;48.09164, -1.702485;
1496801824;1496801824;En ligne;0001;C1;1;Saint-Grégoire;48.117715, -1.689688;435
766777952;766777952;En ligne;0001;C1;1;Saint-Grégoire;48.085462, -1.604047;0
1034459856;1034459856;En ligne;0001;C1;1;Saint-Grégoire;48.087388, -1.616552;28
2044319728;2044319728;En ligne;0013;13;1;Chantepie;48.086457, -1.674402;526
949283920;949283920;En ligne;0059;59;1;Rennes;48.070685, -1.696962;105
1399471792;1399471792;En ligne;0001;C1;1;Saint-Grégoire;48.158343, -1.672174;126
-2068141600;-2068141600;En ligne;0011;11;0;ZI Ouest;48.087436, -1.642589;48
1314295856;1314295856;En ligne;0007;C7;1;St-Jacques-Gaîté;48.024639, -1.744506;0
-1435447760;-1435447760;En ligne;0005;C5;0;Lycée Bréquigny;48.099951, -1.686873;49
-1703129664;-1703129664;En ligne;0011;11;1;La Poterie;48.099028, -1.621983;687
-1885635632;-1885635632;En ligne;0011;11;0;ZI Ouest;48.099805, -1.621472;-21
-887929856;-887929856;Hors-service;;;;;48.110634, -1.64339;
-1155611760;-1155611760;En ligne;0001;C1;1;Saint-Grégoire;48.104198, -1.671208;978
-1520623696;-1520623696;En ligne;0007;C7;1;St-Jacques-Gaîté;48.055999, -1.731412;139
-705423888;-705423888;Hors-service;;;;;48.110978, -1.642895;
-973105792;-973105792;En ligne;0003;C3;0;Henri Fréville;48.10983, -1.67783;47
-1338117728;-1338117728;Hors-service;;;;;48.064559, -1.70251;
-1812613792;-1812613792;En ligne;0078;78;1;Betton;48.13473, -1.693408;-94
-243081920;-243081920;En ligne;0001;C1;1;Saint-Grégoire;48.094295, -1.634607;-368
-425587888;-425587888;Hors-service;;;;;48.064319, -1.700834;
-1630107824;-1630107824;En ligne;0071;71;0;Rennes;48.183021, -1.637281;23
-60575952;-60575952;Hors-service;;;;;48.064639, -1.702746;
121930016;121930016;Hors-service;;;;;48.064233, -1.70275;
-1082589920;-1082589920;En ligne;0065;65;0;Pacé / Parthenay;48.138678, -1.76996;-114
304435984;304435984;Hors-service;;;;;48.064475, -1.702355;
851953888;851953888;En ligne;0007;C7;0;Bruz;48.092239, -1.702592;0
377457824;377457824;En ligne;0082;82;0;Miniac;48.296249, -1.94537;227
1216965824;1216965824;En ligne;0007;C7;0;Bruz;48.044637, -1.746461;-7
1581977760;1581977760;En ligne;0002;C2;1;Cesson-Viasilva;48.109656, -1.678124;166
1654999600;1654999600;En ligne;0083;83;1;Thorigné;48.135181, -1.592291;180
1764483728;1764483728;En ligne;0003;C3;1;Patton;48.085638, -1.675043;818
1946989696;1946989696;En ligne;0001;C1;0;Chantepie;48.099307, -1.646499;78
1837505568;1837505568;Hors-service;;;;;48.10448, -1.481871;
-1800459696;-1800459696;Hors-service;0003;C3;1;Patton;48.115199, -1.674509;
2129495664;2129495664;En ligne;0003;C3;1;Patton;48.135008, -1.672789;235
-2092449792;-2092449792;En ligne;0052;52;0;Saint-Gilles;48.151843, -1.594469;131
-1617953728;-1617953728;En ligne;0002;C2;1;Cesson-Viasilva;48.098059, -1.65527;-74
-1982965664;-1982965664;Haut-le-pied;0007;C7;0;Dépôt;48.042713, -1.752593;
-1544931888;-1544931888;Hors-service;;;;;48.147193, -1.705468;
-1070435824;-1070435824;Hors-service;;;;;48.110319, -1.641545;
-1252941792;-1252941792;Hors-service;;;;;48.110556, -1.641714;
-997413984;-997413984;Hors-service;;;;;48.104555, -1.481797;
-522917920;-522917920;En ligne;0014;14;1;Cesson Monniais;48.128596, -1.683761;657
1569823664;1569823664;Hors-service;;;;;48.146799, -1.706995;
-449896080;-449896080;Hors-service;;;;;48.104558, -1.481716;
-1995119760;-1995119760;En ligne;0076;76;1;Rennes;48.074641, -1.853626;0
2117341568;2117341568;Hors-service;;;;;48.146956, -1.705312;
-1459755952;-1459755952;En ligne;0074;74;0;Orgères;48.08645, -1.675034;115
-1447601856;-1447601856;En ligne;0078;78;0;Rennes;48.180074, -1.627871;0
-900083952;-900083952;En ligne;0083;83;1;Thorigné;48.131836, -1.635586;113
-912238048;-912238048;En ligne;0074;74;1;Rennes;47.990159, -1.614036;0
-1265095888;-1265095888;En ligne;0078;78;0;Rennes;48.154002, -1.692051;-2
-352566048;-352566048;En ligne;0068;68;1;Gévezé;48.186751, -1.726116;116
-547226112;-547226112;En ligne;0054;54;0;Le Rheu / Cintré;48.109851, -1.679797;-140
-717577984;-717577984;En ligne;0081;81;1;Rennes;48.144652, -1.782031;-45
12445888;12445888;En ligne;0078;78;0;Rennes;48.184906, -1.650993;23
-182214176;-182214176;En ligne;0072;72;1;Rennes;48.019901, -1.706966;299
-170060080;-170060080;Haut-le-pied;0168;168ex;0;Dépôt;48.203803, -1.78455;
194951856;194951856;Haut-le-pied;0152;152ex;0;Dépôt;48.148315, -1.834118;
291792;291792;En ligne;0079;79;0;Pont-Péan | Laillé;48.088637, -1.674434;0
1472493632;1472493632;Hors-service;;;;;48.103919, -1.481231;
-1909943824;-1909943824;Hors-service;;;;;48.1472, -1.705306;
547809696;547809696;En ligne;0037;37;0;Saint-Jacques;48.120266, -1.754888;399
2020011536;2020011536;En ligne;0070;70;0;Cesson-Viasilva;48.225197, -1.570433;0
-1727437856;-1727437856;En ligne;0052;52;1;Montgermont | La Chapelle;48.146017, -1.703086;146
912821632;912821632;En ligne;0068;68;1;Gévezé;48.121199, -1.702909;0
97621824;97621824;Hors-service;;;;;48.104555, -1.481312;
-1362425920;-1362425920;Hors-service;;;;;48.104552, -1.481393;
1095327600;1095327600;Hors-service;;;;;48.096957, -1.62491;
-1277249984;-1277249984;En ligne;0074;74;0;Orgères | Bourgbarré;48.087759, -1.674517;0
-1179919952;-1179919952;Hors-service;;;;;48.104555, -1.481312;
1460339536;1460339536;En ligne;0074;74;0;Orgères | Moc Souris;48.017758, -1.662798;-34
-1094744016;-1094744016;En ligne;0079;79;0;Pont-Péan | Laillé;48.012695, -1.703437;10
-267390112;-267390112;Hors-service;;;;;48.10448, -1.481629;
1825351472;1825351472;Hors-service;;;;;48.096556, -1.625951;
-729732080;-729732080;En ligne;0037;37;1;Rennes;48.086711, -1.707603;95
-84884144;-84884144;Hors-service;;;;;48.104555, -1.481554;
122221808;122221808;En ligne;0083;83;0;Betton;48.150001, -1.65612;116
365303728;365303728;Hors-service;;;;;48.099198, -1.632117;
-1642261920;-1642261920;Haut-le-pied;0061;61;0;Dépôt;47.99425, -1.663171;
669739712;669739712;Hors-service;;;;;48.146556, -1.705626;
1277833568;1277833568;En ligne;0061;61;0;Saint-Erblon;48.077624, -1.661178;-18
182797760;182797760;En ligne;0072;72;0;Pont-Péan;48.033945, -1.70745;-65
1217257616;1217257616;En ligne;0071;71;1;Betton | Chevaigné;48.205673, -1.63175;-136
2007857440;2007857440;En ligne;0054;54;1;Rennes;48.108486, -1.69327;691
730315664;730315664;En ligne;0073;73;0;Corps-Nuds;47.980476, -1.582527;-201
1582269552;1582269552;En ligne;0083;83;0;Betton;48.127769, -1.620931;-29
-2104603888;-2104603888;En ligne;0072;72;0;Pont-Péan;48.063938, -1.699093;-32
1642845504;1642845504;En ligne;0076;76;1;Rennes;48.116275, -1.70838;138
1947281488;1947281488;En ligne;0155;155ex;0;Mordelles;48.108919, -1.710403;785
304727776;304727776;En ligne;0073;73;1;Rennes;48.087436, -1.643275;241
487233744;487233744;Hors-service;;;;;48.096474, -1.626186;
2129787456;2129787456;Hors-service;;;;;48.146555, -1.705869;
852245680;852245680;En ligne;0076;76;0;Mordelles;48.116349, -1.713058;108
-1982673872;-1982673872;Haut-le-pied;0065;65;0;Dépôt;48.118239, -1.715394;
-1617661936;-1617661936;En ligne;0051;51;1;Betton;48.180369, -1.634811;38
1034751648;1034751648;Hors-service;;;;;48.097039, -1.626276;
-1800167904;-1800167904;En ligne;0070;70;1;Saint-Sulpice;48.132454, -1.619846;0
-1435155968;-1435155968;Hors-service;;;;;48.096716, -1.625548;
1399763584;1399763584;Hors-service;;;;;48.146555, -1.705869;
-705132096;-705132096;Hors-service;;;;;48.147353, -1.706425;
-1070144032;-1070144032;Hors-service;;;;;48.096317, -1.62515;
1764775520;1764775520;Hors-service;;;;;48.096799, -1.626188;
-340120160;-340120160;Haut-le-pied;0202;202;0;Dépôt;48.146155, -1.624668;
-887638064;-887638064;Hors-service;;;;;48.096314, -1.624988;
-1252650000;-1252650000;En ligne;0175;175ex;1;Nouvoitou;48.061313, -1.597372;-251
389903712;389903712;En ligne;0077;77;1;Rennes;48.134895, -1.764541;139
-157614192;-157614192;En ligne;0083;83;1;Thorigné;48.178221, -1.651374;25
-522626128;-522626128;En ligne;0071;71;1;Betton | Chevaigné;48.129839, -1.65651;0
572409680;572409680;En ligne;0077;77;0;Pacé;48.12196, -1.728261;-28
937421616;937421616;Hors-service;;;;;48.097357, -1.624353;
24891776;24891776;Hors-service;;;;;48.097034, -1.624109;
1302433552;1302433552;Hors-service;;;;;48.096395, -1.624753;
