Geo Point;Geo Shape;gml_id;id_rva_fcd_avt_20230328;denomination;sens_circul;freeflowtime;type;id_troncon;length;thresholds
48.1006627819693, -1.685823884688698;"{""coordinates"": [[[-1.68547, 48.10092999999893], [-1.685769999994904, 48.10070000000309], [-1.686040000001385, 48.10050000000289], [-1.68618389463064, 48.10040407024827]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1302;1302;Rue de Nantes;Dans le sens de numérisation;6;Rue;45971;79.0634048395974;20_40
48.104405000000924, -1.6773149999992927;"{""coordinates"": [[[-1.677299999993756, 48.10435000000041], [-1.677330000004829, 48.104460000001446]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1306;1306;Rue de l'Alma;Dans les 2 sens;1;Rue;45976_G;12.433546318898;20_40
48.103178406203085, -1.6768238477585;"{""coordinates"": [[[-1.676949999998666, 48.103489999995844], [-1.676849999994582, 48.1032300000025], [-1.676689999996721, 48.10286999999983]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1309;1309;Rue de l'Alma;Dans le sens de numérisation;5;Rue;45978;71.6191638470103;20_40
48.09960000000194, -1.6757749999958182;"{""coordinates"": [[[-1.67572999999538, 48.09943000000231], [-1.675819999996256, 48.09977000000159]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1317;1317;Rue de l'Alma;Dans les 2 sens;3;Rue;45983_G;38.3950607800309;20_40
48.09766480613412, -1.6751905800335212;"{""coordinates"": [[[-1.675269999997535, 48.097940000003064], [-1.675179999998069, 48.09762999999817], [-1.675129999996005, 48.09745], [-1.67510999999408, 48.09738999999657]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1320;1320;Rue de l'Alma;Dans les 2 sens;7;Rue;45985_D;62.3093627639835;20_40
48.097794510839535, -1.6564566891900447;"{""coordinates"": [[[-1.657270000001926, 48.09747999999598], [-1.657209999998162, 48.09749999999765], [-1.657049999993784, 48.0975600000047], [-1.656500000000317, 48.09778000000085], [-1.656229999995523, 48.09789000000119], [-1.656150000001405, 48.09792000000138], [-1.655899999998246, 48.09800999999657], [-1.655640000001737, 48.09810000000063]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1323;1323;Boulevard Franklin Roosevelt;Dans les 2 sens;10;Boulevard;46036_D;139.669244079087;20_40
48.097794510839535, -1.6564566891900445;"{""coordinates"": [[[-1.655640000001737, 48.09810000000063], [-1.655899999998246, 48.09800999999657], [-1.656150000001405, 48.09792000000138], [-1.656229999995523, 48.09789000000119], [-1.656500000000317, 48.09778000000085], [-1.657049999993784, 48.0975600000047], [-1.657209999998162, 48.09749999999765], [-1.657270000001926, 48.09747999999598]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1324;1324;Boulevard Franklin Roosevelt;Dans les 2 sens;10;Boulevard;46036_G;139.669244079087;20_40
48.09636999999954, -1.652475000001099;"{""coordinates"": [[[-1.652200000002429, 48.09622000000012], [-1.652749999999769, 48.09651999999895]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1328;1328;Rue de Vern;Dans les 2 sens;4;Rue;46054_G;52.8305311666964;20_40
48.095494077108405, -1.6509372254918062;"{""coordinates"": [[[-1.650669999997364, 48.09531000000251], [-1.650889999996376, 48.09547000000074], [-1.650989999999888, 48.095530000003436], [-1.651209999997913, 48.09567000000386]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1334;1334;Rue de Vern;Dans les 2 sens;4;Rue;46057_G;56.7899761070609;20_40
48.094429999996535, -1.649519999999461;"{""coordinates"": [[[-1.649939999994111, 48.09475999999746], [-1.649100000004811, 48.09409999999561]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1335;1335;Rue de Vern;Dans les 2 sens;7;Rue;46058_D;96.4403086482716;20_40
48.094429999996535, -1.649519999999461;"{""coordinates"": [[[-1.649100000004811, 48.09409999999561], [-1.649939999994111, 48.09475999999746]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1336;1336;Rue de Vern;Dans les 2 sens;7;Rue;46058_G;96.4403086482716;20_40
48.093528445929195, -1.64835621442609;"{""coordinates"": [[[-1.647609999996687, 48.09295999999745], [-1.64803000000228, 48.09327999999984], [-1.648950000003508, 48.09397999999621], [-1.649100000004811, 48.09409999999561]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1338;1338;Rue de Vern;Dans les 2 sens;12;Rue;46059_G;168.488486766827;20_40
48.092378315711684, -1.646901386471716;"{""coordinates"": [[[-1.647609999996687, 48.09295999999745], [-1.64741999999706, 48.092800000000125], [-1.646970000000753, 48.09242999999891], [-1.646579999993269, 48.09211999999743], [-1.646190000000254, 48.09179999999792]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1341;1341;Rue de Vern;Dans les 2 sens;12;Rue;46080_D;166.817351588113;20_40
48.08904552951639, -1.64469339090633;"{""coordinates"": [[[-1.644679999998969, 48.088509999999374], [-1.644680000006281, 48.088630000003604], [-1.644680000006488, 48.08896000000335], [-1.644710000003027, 48.08937999999926], [-1.644730000002647, 48.089580000003096]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1343;1343;Rue de Vern;Dans le sens inverse de numérisation;9;Rue;46081;119.078799129537;20_40
48.097214761220684, -1.6418451048044782;"{""coordinates"": [[[-1.642100000004596, 48.097349999995366], [-1.641869999998124, 48.09723], [-1.64171000000018, 48.09713999999636], [-1.641590000002984, 48.09707999999659]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1347;1347;Rue de Châteaugiron;Dans les 2 sens;3;Rue;46251_D;48.4301892200235;20_40
48.09721476122068, -1.641845104804478;"{""coordinates"": [[[-1.641590000002984, 48.09707999999659], [-1.64171000000018, 48.09713999999636], [-1.641869999998124, 48.09723], [-1.642100000004596, 48.097349999995366]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1348;1348;Rue de Châteaugiron;Dans les 2 sens;3;Rue;46251_G;48.4301892200235;20_40
48.08124903120225, -1.6959468906773758;"{""coordinates"": [[[-1.694703678914185, 48.08024029621051], [-1.695100000006176, 48.080579999996054], [-1.696369999993786, 48.08156999999572], [-1.696660000000383, 48.081820000001], [-1.697180000001146, 48.082269999995994]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1350;1350;Porte de Bréquigny;Dans le sens de numérisation;15;Porte;46264;291.596511391237;20_40
48.08139886743571, -1.696417467646666;"{""coordinates"": [[[-1.695619999999795, 48.08055999999577], [-1.695799999999572, 48.08073000000207], [-1.696129999998235, 48.08106999999677], [-1.69659999999513, 48.08157999999776], [-1.697180000001146, 48.082269999995994]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1351;1351;Route nationale 136;Dans le sens de numérisation;9;Route nationale;46265;222.979475519305;30_50
48.099166296056474, -1.687619142150401;"{""coordinates"": [[[-1.686739999994147, 48.100000000003675], [-1.687159999998664, 48.09965999999733], [-1.687389999999249, 48.0994600000009], [-1.687699999995623, 48.09917999999653], [-1.687859999998969, 48.09898], [-1.688039999998646, 48.098739999998095], [-1.688150000005931, 48.09856999999825], [-1.688230000001451, 48.09842999999885], [-1.688279999997904, 48.09835000000254], [-1.688290000006044, 48.098299999996854], [-1.688300000003012, 48.09818999999812]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1357;1357;Boulevard Georges Pompidou;Dans le sens de numérisation;17;Boulevard;46308;235.774119802075;20_40
48.09420822756323, -1.6809004039371365;"{""coordinates"": [[[-1.680009999998753, 48.094159999996194], [-1.680320000002304, 48.0941700000043], [-1.681420000002767, 48.09423999999951], [-1.681570000005284, 48.09424999999836], [-1.681789999996629, 48.09427000000094]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1364;1364;Boulevard Georges Clemenceau;Dans les 2 sens;10;Boulevard;46375_G;133.192107802252;20_40
48.09407930485102, -1.6787250826093805;"{""coordinates"": [[[-1.680009999998753, 48.094159999996194], [-1.679760000003446, 48.09415000000038], [-1.679620000001164, 48.09414000000226], [-1.679229999999757, 48.0941100000042], [-1.678889999998626, 48.09408999999919], [-1.678639999997675, 48.09407000000211], [-1.678289999995751, 48.09404999999794], [-1.677619999995437, 48.094009999999635], [-1.677440000004912, 48.09400000000032]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1365;1365;Boulevard Georges Clemenceau;Dans les 2 sens;14;Boulevard;46376_D;192.289618997122;20_40
48.09347999999982, -1.6689599999993419;"{""coordinates"": [[[-1.669090000000361, 48.093490000003044], [-1.668829999998322, 48.0934699999966]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1373;1373;Boulevard Emile Combes;Dans les 2 sens;1;Boulevard;46559_D;19.4947706084961;20_40
48.09521818355494, -1.663224296222489;"{""coordinates"": [[[-1.662890000000121, 48.09534999999558], [-1.663239999999863, 48.09521], [-1.663559999998122, 48.09509000000339]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1384;1384;Boulevard Emile Combes;Dans les 2 sens;4;Boulevard;46564_G;57.6813191034838;20_40
48.09573595258325, -1.6618953527650675;"{""coordinates"": [[[-1.662309999999232, 48.09558000000229], [-1.661700000005469, 48.09580999999866], [-1.661479999996702, 48.09589000000459]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1387;1387;Boulevard Emile Combes;Dans les 2 sens;5;Boulevard;46566_D;70.7858164166382;20_40
48.09388777666223, -1.6757225755279284;"{""coordinates"": [[[-1.675909999998667, 48.09389999999778], [-1.67553515105719, 48.09387555332666]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1389;1389;Boulevard Georges Clemenceau;Dans les 2 sens;2;Boulevard;46567_D;28.0544433331372;20_40
48.09366237249624, -1.6719401968456553;"{""coordinates"": [[[-1.672820000004288, 48.09373000000319], [-1.672079999999816, 48.09367000000252], [-1.671349999996106, 48.09362000000447], [-1.671060000005931, 48.093599999998425]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1393;1393;Boulevard Georges Clemenceau;Dans les 2 sens;9;Boulevard;46569_D;131.902605242747;20_40
48.09696779525939, -1.6586591057137168;"{""coordinates"": [[[-1.657830000002488, 48.09729999999917], [-1.658339999998154, 48.09709000000146], [-1.65868000000387, 48.09695999999655], [-1.659490000002289, 48.09664000000155]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1402;1402;Boulevard Franklin Roosevelt;Dans les 2 sens;10;Boulevard;46654_G;143.794077372051;20_40
48.097389999997574, -1.6575500000022068;"{""coordinates"": [[[-1.657270000001926, 48.09747999999598], [-1.657830000002488, 48.09729999999917]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1404;1404;Boulevard Franklin Roosevelt;Dans les 2 sens;3;Boulevard;46655_G;46.2648031574009;20_40
48.10860499999849, -1.6843949999986605;"{""coordinates"": [[[-1.684520000002974, 48.10862999999726], [-1.684269999994347, 48.10857999999972]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1533;1533;Place de Bretagne;Dans le sens inverse de numérisation;1;Place;49301;19.4295544349975;20_40
48.0903596959426, -1.6299248286749364;"{""coordinates"": [[[-1.629800000000409, 48.090430000001234], [-1.629870000000463, 48.090389999999864], [-1.630050000001606, 48.09029]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1410;1410;Route nationale 136;Dans le sens de numérisation;1;Route nationale;46716;24.273332105852;30_50
48.09124109000378, -1.6283427474317584;"{""coordinates"": [[[-1.626890000003135, 48.092060000003826], [-1.627390000006007, 48.09177999999854], [-1.627499999995405, 48.09170999999901], [-1.628339999998161, 48.0912399999995], [-1.629289999996272, 48.090709999998225], [-1.629800000000409, 48.090430000001234]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1412;1412;Route nationale 136;Dans le sens de numérisation;11;Route nationale;46718;282.587016237104;30_50
48.09487419102687, -1.6366416301954934;"{""coordinates"": [[[-1.637694330625645, 48.09522144353936], [-1.637600000004596, 48.09519000000375], [-1.637419999993939, 48.09512999999988], [-1.637169999995864, 48.09504999999807], [-1.636869999999305, 48.0949499999994], [-1.636580000004979, 48.09484999999949], [-1.636120000005205, 48.09470000000336], [-1.635729999997861, 48.094580000001656], [-1.635587705099421, 48.09453084358147]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1416;1416;Rue de Châteaugiron;Dans les 2 sens;16;Rue;46745_D;174.719723826067;20_40
48.09487419102687, -1.6366416301954934;"{""coordinates"": [[[-1.635587705099421, 48.09453084358147], [-1.635729999997861, 48.094580000001656], [-1.636120000005205, 48.09470000000336], [-1.636580000004979, 48.09484999999949], [-1.636869999999305, 48.0949499999994], [-1.637169999995864, 48.09504999999807], [-1.637419999993939, 48.09512999999988], [-1.637600000004596, 48.09519000000375], [-1.637694330625645, 48.09522144353936]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1417;1417;Rue de Châteaugiron;Dans les 2 sens;16;Rue;46745_G;174.719723826067;20_40
48.08397088042108, -1.6607882080170808;"{""coordinates"": [[[-1.660823188795582, 48.083718813602935], [-1.660769999997796, 48.084100000001555], [-1.660760000003517, 48.08416999999956], [-1.660756982537699, 48.084223308462704]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1424;1424;Avenue des Pays-Bas;Dans le sens inverse de numérisation;8;Avenue;46976;56.3204574333812;20_40
48.088604901431964, -1.674943535209255;"{""coordinates"": [[[-1.674929999993788, 48.08886000000031], [-1.674950000002623, 48.088470000000555], [-1.674960000003682, 48.08834999999646]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1425;1425;Avenue Henri Fréville;Dans le sens de numérisation;4;Avenue;47024;56.7543128151193;20_40
48.08620018971583, -1.6744119769747405;"{""coordinates"": [[[-1.674426055576543, 48.085780443904454], [-1.674420000000726, 48.08594999999786], [-1.674410000003957, 48.08622999999536], [-1.674399999994501, 48.08661999999843]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1428;1428;Avenue Henri Fréville;Dans le sens inverse de numérisation;9;Avenue;47030;93.3726293968759;20_40
48.08177476025332, -1.6746926256887877;"{""coordinates"": [[[-1.674550000002438, 48.0816600000009], [-1.674589999998414, 48.081709999996036], [-1.674660000002367, 48.08177000000041], [-1.674749999995273, 48.08182000000069], [-1.674859999993713, 48.08185000000318]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1436;1436;Porte d'Alma;Dans le sens de numérisation;2;Porte;47064;32.3355130538046;20_40
48.08150051700474, -1.6754716940123904;"{""coordinates"": [[[-1.675459999994309, 48.0816500000039], [-1.675490000004011, 48.08157000000043], [-1.675490000004141, 48.0814899999953], [-1.675460000000902, 48.08141000000295], [-1.675419999999674, 48.08136000000336]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1437;1437;Porte d'Alma;Dans le sens de numérisation;2;Porte;47066;33.5471728500309;20_40
48.080868064827165, -1.6738947425887014;"{""coordinates"": [[[-1.671469999996824, 48.0809699999959], [-1.671819999994112, 48.080989999999865], [-1.672310000001452, 48.080969999997386], [-1.672490000004953, 48.08096000000181], [-1.673219999997498, 48.08091999999787], [-1.674309999995545, 48.080849999996], [-1.674460000002168, 48.08084000000204], [-1.67497000000476, 48.08079999999858], [-1.675079999997089, 48.080790000002395], [-1.675750000001088, 48.080740000001065], [-1.676000000005675, 48.080730000001374], [-1.676179999997366, 48.080730000004074], [-1.676318943597275, 48.0807299999986]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1441;1441;Porte d'Alma;Dans le sens de numérisation;34;Porte;47071;362.781697742358;20_40
48.08052569858512, -1.6747700581082554;"{""coordinates"": [[[-1.675089999996349, 48.080499999996356], [-1.674980000004699, 48.08051000000081], [-1.674449999995506, 48.08054999999932]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1452;1452;Porte d'Alma;Dans le sens de numérisation;2;Porte;47113;48.0106128808026;20_40
48.08201791633519, -1.6452863625318874;"{""coordinates"": [[[-1.64741, 48.08179000000341], [-1.646899999998666, 48.08184999999642], [-1.646610000003625, 48.08190999999775], [-1.645990000005168, 48.08204000000021], [-1.64577000000014, 48.082079999995514], [-1.645549999993948, 48.08211000000228], [-1.645339999998857, 48.082129999999864], [-1.645159999998721, 48.08213000000211], [-1.644930000005197, 48.082120000000934], [-1.644160000003287, 48.08206999999851], [-1.643149999998228, 48.08199999999759]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1463;1463;Porte d'Angers;Dans le sens de numérisation;17;Porte;47300;322.988484233304;30_50
