Geo Point;Geo Shape;gml_id;id;id_evt;commune;quartier;localisation;commentaire;date_deb;date_fin;type;interlocuteur;libelle;niv_perturbation;date_maj
48.11714289560486, -1.6675323503391806;"{""coordinates"": [[[-1.667647129704297, 48.11714477295711], [-1.667417570974064, 48.1171410182526]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19c1;225;75424;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;du 3 au 5 Allée Sainte-Sophie;Rétrécissement temporaire de largeur de voie;2025-06-10T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages électriques;Impact limité;2025-06-05T20:20:45+02:00
47.99302655997129, -1.672699562760753;"{""coordinates"": [[[-1.672598081411534, 47.993013021141394], [-1.672801044109973, 47.99304009880117]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19b9;234;75004;35208 - Orgères;;5 Rue de Laillé;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-10T02:00:00+02:00;2025-06-30T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;sur réseaux ou ouvrages électriques;Impact limité;2025-05-12T20:19:22+02:00
48.0980084406927, -1.6908233097301153;"{""coordinates"": [[[-1.691090028138257, 48.09838129524858], [-1.691140134940217, 48.09811874630437], [-1.691186874761309, 48.09797744075285]], [[-1.691247374212235, 48.09770788964058], [-1.691272144464979, 48.09713423809477], [-1.691300698310774, 48.096918704192895], [-1.691294367218301, 48.096781027802194]], [[-1.691186874761309, 48.09797744075285], [-1.691243732845346, 48.09777138464307], [-1.691247374212235, 48.09770788964058]], [[-1.691044264488229, 48.098691604693364], [-1.691090028138257, 48.09838129524858]], [[-1.690493148432698, 48.09789437564759], [-1.691186874761309, 48.09797744075285]], [[-1.690405466377623, 48.098341377860045], [-1.691090028138257, 48.09838129524858]], [[-1.690405466377623, 48.098341377860045], [-1.690194490284554, 48.098326017300636], [-1.690210300597778, 48.098199580630016]], [[-1.690306367838612, 48.09877379758632], [-1.690342503207279, 48.0985809325426], [-1.690360592749054, 48.09856388478683], [-1.690405466377623, 48.098341377860045]], [[-1.690210300597778, 48.098199580630016], [-1.690254751056308, 48.097894010900596], [-1.690289405098626, 48.09787421477556], [-1.690493148432698, 48.09789437564759]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19b4;241;75100;35238 - Rennes, 35281 - Saint-Jacques-de-la-Lande;8 - Sud gare, 8 - Sud gare;Rue de la Courrouze au débouché sur la rue Mauconseil, Rue Maxime Chauveau au débouché sur la rue de Mauconseil;Circulation interdite;2025-06-10T02:00:00+02:00;2025-07-10T02:00:00+02:00;Circulation interdite;;de regulation de traffic;Impact limité;2025-05-19T20:19:32+02:00
48.04188871576251, -1.6575185343377203;"{""coordinates"": [[[-1.65574340879616, 48.041973583580734], [-1.655004720326511, 48.041975060673586], [-1.654823618428214, 48.04197542256581], [-1.654715191392526, 48.04198712135575]], [[-1.654218836488603, 48.04185044082661], [-1.653938325570495, 48.04179441113732]], [[-1.658544984950624, 48.04190865862816], [-1.657331767891478, 48.041934706939266], [-1.656648593349999, 48.04195266545939]], [[-1.660948581809602, 48.04174141630581], [-1.660796630241807, 48.041714957993655], [-1.660555021748764, 48.04171673875067], [-1.659988499805751, 48.04177759801707], [-1.659425557474705, 48.041826124861736]], [[-1.659425557474705, 48.041826124861736], [-1.658544984950624, 48.04190865862816]], [[-1.65452269776351, 48.04193616658515], [-1.654247023610093, 48.041856070774216], [-1.654218836488603, 48.04185044082661]], [[-1.656648593349999, 48.04195266545939], [-1.656211518769191, 48.04196060843165]], [[-1.656211518769191, 48.04196060843165], [-1.65574340879616, 48.041973583580734]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19b1;262;75419;35206 - Noyal-Châtillon-sur-Seiche;;Rue du Moulin;Circulation interdite;2025-06-11T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;;Impact limité;2025-06-05T20:20:45+02:00
48.10457824989114, -1.626553322916641;"{""coordinates"": [[[-1.626666494888302, 48.10448077595703], [-1.62644015094498, 48.10467572382525]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19b0;264;75238;35051 - Cesson-Sévigné;;du 8 Rue de l'Oseraie;Circulation alternée;2025-06-11T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation alternée;;de raccordement Enedis;Impact limité;2025-05-23T20:20:01+02:00
48.14155564652276, -1.618993253173366;"{""coordinates"": [[[-1.618989731212655, 48.141586760731606], [-1.618996775134077, 48.14152453231392]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19af;273;75394;35051 - Cesson-Sévigné;;du 22bis au 22 Rue de Calendrou;Circulation alternée;2025-06-12T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation alternée;;;Impact limité;2025-06-04T20:20:42+02:00
48.1233682225271, -1.7046670673399493;"{""coordinates"": [[[-1.703755681727259, 48.12343160657126], [-1.704099686036023, 48.1234364692314]], [[-1.704099686036023, 48.1234364692314], [-1.704217102740348, 48.123438128245134]], [[-1.704101205153281, 48.12328427589243], [-1.704733115218562, 48.12329608750435]], [[-1.704101205153281, 48.12328427589243], [-1.704107479997311, 48.12312207694519], [-1.70467431497911, 48.12312901922036], [-1.704725446542008, 48.12315046583885], [-1.704733115218562, 48.12329608750435]], [[-1.704217102740348, 48.123438128245134], [-1.704728433232795, 48.12344535381208]], [[-1.704217102740348, 48.123438128245134], [-1.704220254138024, 48.12359713653722], [-1.704952949114464, 48.12360482549578], [-1.704957159538663, 48.123448585077334]], [[-1.704733115218562, 48.12329608750435], [-1.704728433232795, 48.12344535381208]], [[-1.704728433232795, 48.12344535381208], [-1.704957159538663, 48.123448585077334]], [[-1.704733115218562, 48.12329608750435], [-1.704820554508911, 48.12331510715612], [-1.705967729722093, 48.12332941435641]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19a7;276;75324;35238 - Rennes;10 - Villejean / Beauregard;Rue de Franche Comté, de la Rue d'Alsace jusqu'à la Rue de Lorraine;Rétrécissement temporaire de largeur de voie;2025-06-13T02:00:00+02:00;2025-07-11T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;;Impact limité;2025-05-27T20:19:57+02:00
48.11254112910169, -1.6585849370165346;"{""coordinates"": [[[-1.65853395042736, 48.1124892871791], [-1.65860653195279, 48.11256162940511], [-1.658633346238455, 48.11259527732769]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-199d;338;75557;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;du 26 au 30 Rue René Marcille;Rétrécissement temporaire de largeur de voie;2025-06-16T02:00:00+02:00;2025-06-26T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages électriques;Impact limité;2025-06-12T20:20:00+02:00
48.08873763428952, -1.6413131633212967;"{""coordinates"": [[[-1.641286398932867, 48.088749626297904], [-1.641339927709727, 48.08872564228114]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-199a;301;75580;35238 - Rennes;7 - La Pommeraie;Rue Michel Gérard face lycée Descartes;Rétrécissement temporaire de largeur de voie;2025-06-16T02:00:00+02:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;;Impact limité;2025-06-13T20:20:01+02:00
48.137573316429055, -1.5879784556363972;"{""coordinates"": [[[-1.592341161289939, 48.13514678421166], [-1.589392130744548, 48.136796182765366], [-1.587318364232363, 48.138072724407536], [-1.585037297295359, 48.139289910584296], [-1.583435619264475, 48.13944383053626]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1993;304;75661;35334 - Thorigné-Fouillard;;Boulevard Bertrand d'Argentré;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-16T02:00:00+02:00;2025-07-04T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;;Impact limité;2025-06-17T20:19:53+02:00
48.13215978910388, -1.6605167098290672;"{""coordinates"": [[[-1.663515527144122, 48.13391961981218], [-1.663382260195643, 48.1344276414097]], [[-1.66368044691643, 48.133371877710495], [-1.663515527144122, 48.13391961981218]], [[-1.653562695277197, 48.118359717423566], [-1.653568184226077, 48.11861287228131]], [[-1.653609721655616, 48.120571528672684], [-1.654351766963006, 48.120581012670065]], [[-1.653599400467612, 48.11959240853935], [-1.653609721655616, 48.120571528672684]], [[-1.653609721655616, 48.120571528672684], [-1.65359457161375, 48.120613724535275], [-1.653557992283341, 48.120655339520745], [-1.653630877357958, 48.12073819959392]], [[-1.653568184226077, 48.11861287228131], [-1.653599400467612, 48.11959240853935]], [[-1.662008042655092, 48.13372853581111], [-1.661947429358151, 48.13400934199408]], [[-1.662674148859698, 48.13381925681313], [-1.662616644909374, 48.13399978952801]], [[-1.662116564348868, 48.133225774301785], [-1.662008042655092, 48.13372853581111]], [[-1.661947429358151, 48.13400934199408], [-1.662586449798423, 48.13408264940165]], [[-1.662586449798423, 48.13408264940165], [-1.662522245357792, 48.134366922909905]], [[-1.662116564348868, 48.133225774301785], [-1.662224374054411, 48.13324501259813], [-1.662704539232974, 48.13349676955074], [-1.662738679160267, 48.133527463449695], [-1.662740943052423, 48.13357629922636], [-1.662674148859698, 48.13381925681313]], [[-1.662586449798423, 48.13408264940165], [-1.662616644909374, 48.13399978952801]], [[-1.661947429358151, 48.13400934199408], [-1.66190622731421, 48.13422203979063]], [[-1.66221017645999, 48.13290201406924], [-1.662116564348868, 48.133225774301785]], [[-1.65584278377406, 48.13637387860675], [-1.655826288639676, 48.13630282767905]], [[-1.656846601971752, 48.13635901811139], [-1.656815248088406, 48.13630550318581], [-1.656813662747186, 48.1360555246001]], [[-1.655803817235175, 48.13579346467198], [-1.655818932235534, 48.13613608008639]], [[-1.65584278377406, 48.13637387860675], [-1.656209971667677, 48.13636451371962]], [[-1.656209971667677, 48.13636451371962], [-1.656846601971752, 48.13635901811139]], [[-1.656813662747186, 48.1360555246001], [-1.656838168009098, 48.13602578895786], [-1.656898527071182, 48.13600253119342], [-1.65708046288513, 48.1359899399435], [-1.657066940908692, 48.1355393289851], [-1.656993543490076, 48.13550319451596], [-1.656878529932543, 48.135353589841074]], [[-1.655860131284048, 48.13680883624664], [-1.65584278377406, 48.13637387860675]], [[-1.656001334944214, 48.1357478335472], [-1.655989470539995, 48.13565134586032]], [[-1.656209971667677, 48.13636451371962], [-1.656225220641122, 48.13695949353134]], [[-1.655699472306206, 48.135581614835495], [-1.655715928254289, 48.13565798898874]], [[-1.655818932235534, 48.13613608008639], [-1.655826288639676, 48.13630282767905]], [[-1.656868909017584, 48.13677976107305], [-1.656870406470244, 48.13686534842789]], [[-1.655715928254289, 48.13565798898874], [-1.655732814678839, 48.13573614782704], [-1.655803817235175, 48.13579346467198]], [[-1.655803817235175, 48.13579346467198], [-1.655872909928088, 48.135755138865434], [-1.656001334944214, 48.1357478335472]], [[-1.656846601971752, 48.13635901811139], [-1.656862812758105, 48.13643116713256], [-1.656868909017584, 48.13677976107305]], [[-1.671424323314237, 48.13630158637755], [-1.671437541756483, 48.13604343502511]], [[-1.672041495146328, 48.13633383064713], [-1.671704872119325, 48.136323983585676], [-1.671705582007383, 48.136309537708975], [-1.671424323314237, 48.13630158637755]], [[-1.670862772928785, 48.136018566752526], [-1.671437541756483, 48.13604343502511]], [[-1.672062644733655, 48.1360028211926], [-1.672041495146328, 48.13633383064713]], [[-1.672062644733655, 48.1360028211926], [-1.672214084493778, 48.13600874489724], [-1.672239505333402, 48.13569117498498]], [[-1.671437541756483, 48.13604343502511], [-1.67150604011517, 48.135986769718414], [-1.672062644733655, 48.1360028211926]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-198d;337;75547;35238 - Rennes;5 - Maurepas / Bellangerais, 6 - Jeanne d'Arc / Longs Champs / Beaulieu;Rue Commandant Anjot, Square Georges Travers, Square Antoine de Condorcet, Square Etienne Huard, Allée Mathurin Hardy de la largère;Rétrécissement temporaire de largeur de voie;2025-06-16T02:00:00+02:00;2025-07-25T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages d'éclairage public;Impact limité;2025-06-12T20:20:00+02:00
48.12985572627417, -1.629781670218605;"{""coordinates"": [[[-1.629956428623498, 48.12983461358038], [-1.629606911813712, 48.12987683896796]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1987;344;75616;35051 - Cesson-Sévigné;;Rue du Chêne Germain;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-17T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;sur voirie;Impact limité;2025-06-16T20:20:29+02:00
48.131225459629924, -1.6573932906346718;"{""coordinates"": [[[-1.658083058672776, 48.13121735462619], [-1.656703522596568, 48.13123356463366]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-197e;167;75262;35238 - Rennes;5 - Maurepas / Bellangerais;Rue Henry Dunant du 8 square Henry Dunant;Interdiction de stationnement;2025-06-02T02:00:00+02:00;2025-07-25T02:00:00+02:00;Interdiction de stationnement;;sur réseaux ou ouvrages de transport ou distribution de chaleur;Impact nul;2025-05-26T20:19:22+02:00
48.1109027867584, -1.6854055540412103;"{""coordinates"": [[[-1.685201705584906, 48.11047543397691], [-1.685383539839664, 48.11085666026391], [-1.685508843056028, 48.111119174954496], [-1.685605083780229, 48.111320969670075], [-1.685605791776582, 48.11133108833262]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-197c;42;72829;35238 - Rennes;1 - Centre;Rue Nantaise, de la Place Maréchal Foch jusqu'au 10;Interdiction de stationnement;2024-12-20T01:00:00+01:00;2025-08-01T02:00:00+02:00;Interdiction de stationnement;;;Impact nul;2024-12-06T19:15:23+01:00
48.091431338779074, -1.6792825015691872;"{""coordinates"": [[[-1.67843795090275, 48.09180503463834], [-1.680127052235624, 48.09105764291981]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1979;160;75186;35238 - Rennes;12 - Bréquigny;du 15 au 7 Boulevard de l'Yser du début vers la fin du segment;Interdiction de stationnement;2025-06-02T02:00:00+02:00;2025-08-01T02:00:00+02:00;Interdiction de stationnement;;sur réseaux ou ouvrages d'eau potable;Impact nul;2025-05-21T20:20:19+02:00
48.12157620293491, -1.7183557784521097;"{""coordinates"": [[[-1.717747702910751, 48.121459978839525], [-1.717822190697877, 48.12145692309], [-1.718962240989737, 48.12171051549454]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1976;50;73190;35238 - Rennes;10 - Villejean / Beauregard;Avenue de Guyenne à partir du numéro 23 et jusqu'a la zone de retournement en bout de l'Avenue;Interdiction de stationnement;2025-01-17T01:00:00+01:00;2025-12-11T01:00:00+01:00;Interdiction de stationnement;;d'extension et de restructuration du groupe scolaire Guyenne;Impact nul;2025-01-14T19:15:41+01:00
48.11009978670593, -1.6692760705267702;"{""coordinates"": [[[-1.670727475175783, 48.10989379755279], [-1.670432208610911, 48.1098547303985], [-1.669497865515003, 48.109863034383395]], [[-1.669497865515003, 48.109863034383395], [-1.666773836584223, 48.109871809063556]], [[-1.666773836584223, 48.109871809063556], [-1.665791295035376, 48.109870068530924], [-1.665645627380179, 48.109885693050146]], [[-1.665654759498456, 48.1102613932886], [-1.665816790920143, 48.11027084643353], [-1.667115666684794, 48.1102562961755]], [[-1.667115666684794, 48.1102562961755], [-1.667488819183417, 48.11025552737159]], [[-1.667488819183417, 48.11025552737159], [-1.669502914525509, 48.11024866706216]], [[-1.669502914525509, 48.11024866706216], [-1.671014815854611, 48.11024162157751]], [[-1.671014815854611, 48.11024162157751], [-1.671214438468912, 48.11024068971374], [-1.671299837102021, 48.11021649562239]], [[-1.671299837102021, 48.11021649562239], [-1.6740385130445, 48.11020397982064]], [[-1.6740385130445, 48.11020397982064], [-1.674192916416585, 48.110201673170884]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-196b;148;75138;35238 - Rennes;1 - Centre, 2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;Avenue Sergent Maginot,  de Allée Marc Elder jusqu'au Boulevard René Laënnec, Quai Dujardin,Avenue Aristide Briand, de la Rue de Châteaudun jusqu'à la Rue Hardouin de Chartres;Interdiction de stationnement;2025-05-26T02:00:00+02:00;2025-06-27T02:00:00+02:00;Interdiction de stationnement;;de réaménagement de voirie;Impact nul;2025-05-19T20:19:32+02:00
