Geo Point;Geo Shape;gml_id;id;plateforme;viabilite;h_rm
48.129909450034965, -1.6791765297015466;"{""coordinates"": [[[-1.691743193444038, 48.13213744019415], [-1.691602419918757, 48.13221905294586], [-1.69146526689176, 48.13230051784248], [-1.691335525501974, 48.132380598982934]], [[-1.690904255517142, 48.13238528911721], [-1.6908732535531, 48.13240539857178], [-1.690823723962188, 48.132454274537814], [-1.690797852627933, 48.13248948048509], [-1.690796268169953, 48.13254306923916], [-1.690796115306668, 48.13259020194643], [-1.690836930085949, 48.13265116258681], [-1.690875492083321, 48.132682929989635], [-1.690907727057691, 48.13270729622003], [-1.690959250810464, 48.13273357907488], [-1.690999895158359, 48.13274237409177], [-1.691052041715094, 48.1327533131506], [-1.691148563030312, 48.13275487341957], [-1.691209233831498, 48.13274410917321], [-1.691244470918121, 48.13273511023597]], [[-1.691244470918121, 48.13273511023597], [-1.691272641187823, 48.132727916915265], [-1.691322317427537, 48.13270579685201], [-1.691365133981854, 48.13266746676526], [-1.691403816162719, 48.13262660203788], [-1.691422034724154, 48.132591617950474], [-1.691426489739674, 48.13252520685499], [-1.691410919078703, 48.13247096611422], [-1.691382632027786, 48.13242490318764], [-1.691335525501974, 48.132380598982934]], [[-1.691335525501974, 48.132380598982934], [-1.69128178121951, 48.13235062232577], [-1.691225879964884, 48.13233983651359], [-1.691156559650805, 48.13232950783335], [-1.691091897924148, 48.132330432842174], [-1.691002397501195, 48.1323409310327], [-1.690931212976203, 48.13236780273709], [-1.690904255517142, 48.13238528911721]], [[-1.690904255517142, 48.13238528911721], [-1.690881972227923, 48.132302984910446], [-1.690871048912841, 48.132251333530114], [-1.690686507058011, 48.13190865978277], [-1.690474481420187, 48.131612642599514], [-1.690150092024451, 48.131244727632755], [-1.690044141100305, 48.13114826917313], [-1.689771004727189, 48.13088224268949], [-1.689454212943022, 48.13055453155206], [-1.689179729087067, 48.130291216102776], [-1.688956511760211, 48.130060096266895], [-1.688865526438996, 48.129952983383035], [-1.688806656247388, 48.12984577234736], [-1.688622189418082, 48.1295758767089], [-1.688528212838936, 48.129470976045575], [-1.68834582084145, 48.129301218861016], [-1.68829702220754, 48.129255800362586], [-1.688041850350945, 48.12906953875594], [-1.687820735729031, 48.12893023506721], [-1.687675010256923, 48.12879655573299], [-1.687578809661901, 48.128706606537776], [-1.687500538118397, 48.12863350663465], [-1.687365106327129, 48.12847089644621], [-1.687178399556101, 48.1282450456966], [-1.687040905126972, 48.12805678085984], [-1.686870756526196, 48.12780130782869], [-1.686574166119985, 48.12733343592694], [-1.686588021359907, 48.12721231887105]], [[-1.686588021359907, 48.12721231887105], [-1.686000135305576, 48.1272996654282], [-1.684167188780425, 48.12774123376526], [-1.683611511469892, 48.12790066571727], [-1.683441596068516, 48.127954659511175]], [[-1.683441596068516, 48.127954659511175], [-1.682900194289564, 48.12806856633855], [-1.682278633250959, 48.128252813317935], [-1.681839969904741, 48.12841149242063], [-1.680177597648362, 48.129215925998366], [-1.679336826346304, 48.12962276198329], [-1.678060645827844, 48.130240262039926], [-1.67775836394467, 48.130357458194794], [-1.677018134788227, 48.13059293373623], [-1.676485986676083, 48.1307209197843], [-1.673617156218521, 48.13139888638807], [-1.673310311281782, 48.13145147960544], [-1.672793716972758, 48.1314996481541], [-1.672590421027921, 48.13150454825286], [-1.672287030450295, 48.13150782983865], [-1.671959600640401, 48.1314913678787], [-1.671554109324707, 48.13143095313308], [-1.671208688393595, 48.13136253619821], [-1.670903812796806, 48.131292242073876], [-1.670621030316085, 48.13120883074259], [-1.670343224256991, 48.13111823524281], [-1.669990839120429, 48.130969603596164], [-1.667020245978867, 48.12959159888721], [-1.665406420003831, 48.128877322546046], [-1.665039146894649, 48.128745850380454], [-1.664548533998175, 48.12862271390386], [-1.664145490363712, 48.12855226696581]]], ""type"": ""MultiLineString""}";circuit_vh.140;140;RN;N2;non
48.2603891309411, -1.8338231004743797;"{""coordinates"": [[[-1.835679273000309, 48.26239315636746], [-1.834709611237716, 48.261713525262294], [-1.834213497739335, 48.26133139987618], [-1.833900115252414, 48.26099958751672], [-1.833684564654831, 48.26064628114253], [-1.833459816803873, 48.26015190372407], [-1.832869767141702, 48.2587234337505], [-1.832629970133272, 48.258190772259795], [-1.832501135956976, 48.25795583566321]]], ""type"": ""MultiLineString""}";circuit_vh.410;410;NO;N4;oui
48.13488790283114, -1.622548041740694;"{""coordinates"": [[[-1.621221869281594, 48.13343343917599], [-1.621294417525189, 48.133571614381474], [-1.621428677681569, 48.13378838508651], [-1.621572556090671, 48.13398107125159], [-1.621794628933133, 48.13422492262158], [-1.622156233885147, 48.13456826270567], [-1.623753000597906, 48.13594291043338], [-1.623765871436507, 48.136003534163834], [-1.623719148230782, 48.13621430798767], [-1.623688199440234, 48.13632853513505]]], ""type"": ""MultiLineString""}";circuit_vh.415;415;NE;N2;non
48.00374177066809, -1.6256677526945007;"{""coordinates"": [[[-1.652021994206691, 48.0196543399167], [-1.652011903095123, 48.01966546176714], [-1.652004820646505, 48.019677584409564], [-1.652000958644848, 48.01969034513948], [-1.652000435774356, 48.019703361597585], [-1.652002678719657, 48.01971451787504], [-1.652007400068152, 48.01972532049985], [-1.652014489590018, 48.01973552974888], [-1.652023779673613, 48.01974491002666], [-1.65203493601303, 48.01975317933067], [-1.652047779717533, 48.019760260210205], [-1.652062145052547, 48.019766012507276], [-1.652077628295794, 48.019770263359455], [-1.652093882514604, 48.019772918699225], [-1.652110545113181, 48.01977391933478], [-1.6521272446855, 48.019773242474585], [-1.652143606530041, 48.01977090330588], [-1.652154427720063, 48.0197683661052], [-1.652164807509231, 48.01976510340951], [-1.652181042345324, 48.01975802793973], [-1.65219521579899, 48.019749180711706], [-1.652206904478407, 48.019738826682214], [-1.652215756188413, 48.01972727567913], [-1.652220917954216, 48.01971659960139], [-1.652223650556746, 48.01970552639363], [-1.652223893100232, 48.01969430451715], [-1.652221638460035, 48.01968318295686], [-1.652216938635325, 48.01967241100423], [-1.652209898587552, 48.01966222949639], [-1.652200675755209, 48.01965286542943], [-1.652189475715686, 48.01964452852984], [-1.652176547604632, 48.01963740513286], [-1.652162182292614, 48.01963165284996], [-1.652146699083912, 48.01962740200907], [-1.652130444908115, 48.01962474667672], [-1.652113782357209, 48.01962374604399], [-1.652097082832982, 48.01962442290225], [-1.65208072103267, 48.01962676206439], [-1.652065061567041, 48.01963071090735], [-1.65205045376939, 48.01963618138454], [-1.652037225166338, 48.01964305209265], [-1.652029181235399, 48.01964843493911], [-1.652021994206691, 48.0196543399167]], [[-1.652021994206691, 48.0196543399167], [-1.651880677834588, 48.01958168682434], [-1.651590573426176, 48.0193028485267], [-1.651279254400911, 48.019018686174604], [-1.650854721875442, 48.01871167912809], [-1.650837007293394, 48.018695961668335], [-1.650405000799173, 48.018376498912744], [-1.649911084214849, 48.01803622503237], [-1.649026517154879, 48.0174259775365]], [[-1.648785818797427, 48.01718824630131], [-1.648759260898155, 48.017198460670194], [-1.648735143295975, 48.01721110819862], [-1.648714122324494, 48.017225721680546], [-1.648696353377656, 48.017242162366266], [-1.648682183592039, 48.017260108932035], [-1.648670779663208, 48.017281912684105], [-1.648664661555005, 48.01730465300806], [-1.648663980441551, 48.01732775610757], [-1.648668292509334, 48.017349274724396], [-1.648677382250495, 48.01737011234997], [-1.648691040519459, 48.01738979538185], [-1.648708917652462, 48.01740788564391], [-1.648730575806338, 48.01742400980407], [-1.648755542540602, 48.01743781305176], [-1.648783326436144, 48.01744893864196], [-1.648813272002478, 48.01745716172422], [-1.64884470872942, 48.01746229950613], [-1.648876937130087, 48.01746423524676], [-1.648909234902012, 48.017462927017725], [-1.648940880772257, 48.017458404034365], [-1.648971770723056, 48.017450555173305], [-1.649000536101009, 48.01743966294363], [-1.649026517154879, 48.0174259775365]], [[-1.649026517154879, 48.0174259775365], [-1.649048238422893, 48.017410504843866], [-1.649066341383662, 48.01739306029553], [-1.649080431726136, 48.01737402299707], [-1.649090416358366, 48.017353373293105], [-1.649095701227203, 48.01733195702472], [-1.649096170690008, 48.017310250137136], [-1.649091812177665, 48.01728873971797], [-1.649082725202528, 48.017267904709854], [-1.649069110167808, 48.01724821095736], [-1.649051272669324, 48.01723009931893], [-1.649029610320641, 48.017213973585676], [-1.649004608092009, 48.017200193461825], [-1.648976824282484, 48.01718906792465], [-1.648946880183506, 48.01718084483041], [-1.648915442360108, 48.01717570802817], [-1.648882341547868, 48.01717379142357], [-1.64884919109852, 48.017175278361464], [-1.648816764133276, 48.01718013392215], [-1.648785818797427, 48.01718824630131]], [[-1.648785818797427, 48.01718824630131], [-1.648697714165932, 48.01711401287548], [-1.648579242141916, 48.01699693530448], [-1.64835334251656, 48.016749515719646], [-1.64821185526051, 48.01658548799971], [-1.648015736892703, 48.016229309096396], [-1.647674900909944, 48.01552319851603], [-1.647641645725173, 48.01546359864612], [-1.647185276927103, 48.01464567343239], [-1.646796673482081, 48.01394785492054], [-1.646416353187866, 48.01326474703207], [-1.64638104689493, 48.013181589475465]], [[-1.646251505519572, 48.0129883870855], [-1.646218933628055, 48.01300159448623], [-1.646192018816007, 48.01301964857308], [-1.64617232390777, 48.01304150030916], [-1.646160996954928, 48.01306587866642], [-1.646158692300538, 48.01309136860892], [-1.646165547839884, 48.013116486801394], [-1.646181161138434, 48.01313977448477], [-1.646204628968934, 48.01315987877429], [-1.646234583850549, 48.01317563047513], [-1.6462692863033, 48.01318611423638], [-1.646306720922631, 48.01319072143], [-1.646344709492876, 48.01318918341742], [-1.64638104689493, 48.013181589475465]], [[-1.64638104689493, 48.013181589475465], [-1.64641361885839, 48.01316838202921], [-1.646440533670484, 48.01315032789093], [-1.646460228506858, 48.01312847610931], [-1.646471555332391, 48.01310409772283], [-1.646473858575877, 48.01307860872607], [-1.646467004149156, 48.01305348959985], [-1.646451390747968, 48.01303020195497], [-1.646427922880397, 48.01301009771537], [-1.646397968035763, 48.01299434606447], [-1.64636326568558, 48.01298386234173], [-1.646325831210905, 48.01297925516636], [-1.64628784279426, 48.012980793172765], [-1.646251505519572, 48.0129883870855]], [[-1.622021471072037, 47.99790090633657], [-1.622078890841942, 47.997923165779305], [-1.62222878105657, 47.99799703719656], [-1.622443160071296, 47.998066493706204], [-1.622654464393149, 47.99810156691275], [-1.624501653891526, 47.9983414562433], [-1.625475507896545, 47.99846756702447], [-1.626197295397516, 47.99857803292145], [-1.626803998697804, 47.998698503976506], [-1.627318807709472, 47.99881999485617], [-1.627857792931694, 47.99898388531744], [-1.628430999123186, 47.999200110418634], [-1.628778751760297, 47.99936762305584], [-1.62911578074163, 47.999553073173516], [-1.629405369927306, 47.99972293076433], [-1.629731537809627, 47.999931799913], [-1.630218042034516, 48.00027768447007], [-1.630815389834121, 48.00071618461843], [-1.631387985392684, 48.001154926078335], [-1.631920644776273, 48.00156646852637], [-1.632279803766503, 48.001839066858295], [-1.632694406441038, 48.00216477874879], [-1.633474180505671, 48.00274370216715], [-1.6340012061661, 48.00315211263324], [-1.63472963674159, 48.00370330131968], [-1.634972869355781, 48.003887025534276], [-1.635599365359614, 48.004364595841], [-1.636976672290867, 48.0054195841518], [-1.637928351121599, 48.0061110927474], [-1.639105947637161, 48.00692165305185], [-1.640009914281878, 48.007529725505414], [-1.640668340841805, 48.00799120922539], [-1.64119194362742, 48.00834435866425], [-1.642000059273451, 48.00889772457104], [-1.643140872552208, 48.00967899625803], [-1.643958264084858, 48.01025662155719], [-1.644322968898557, 48.01055675675471], [-1.644708950435909, 48.010905115514575], [-1.644971653167101, 48.011162346946165], [-1.645414030057848, 48.011669541159016], [-1.64565435043705, 48.01199166853987], [-1.645771924231285, 48.0121600220172], [-1.645794540967485, 48.012192406696684], [-1.646042996521896, 48.01259684116778], [-1.646180913251398, 48.012841685547734], [-1.646216641849851, 48.01290590539614], [-1.646251505519572, 48.0129883870855]], [[-1.621669819865754, 47.99786535850543], [-1.621695135618571, 47.997891093723545], [-1.621727870360044, 47.99791273393278], [-1.62176659437625, 47.99792933384727], [-1.621809614160571, 47.99794016605085], [-1.621855048343144, 47.99794475938804], [-1.621900913412681, 47.99794291173066], [-1.621945202830921, 47.997934703911376], [-1.621985983349299, 47.99792049584356], [-1.622021471072037, 47.99790090633657]], [[-1.622021471072037, 47.99790090633657], [-1.622050114286912, 47.997876793539], [-1.622070662007288, 47.99784921072777], [-1.622082217798113, 47.997819362689825], [-1.622084272892972, 47.99778855573009], [-1.622076742118776, 47.99775813405064], [-1.62205994987143, 47.997729428054264], [-1.62203463401627, 47.99770369291582], [-1.622001899278749, 47.99768205279323], [-1.621963175372111, 47.99766545295736], [-1.621920155784029, 47.997654620810756], [-1.621874721850429, 47.997650027499084], [-1.621828857039555, 47.99765187514611], [-1.621784567844931, 47.99766008292094], [-1.621743787476481, 47.9976742909179], [-1.621727122756834, 47.997683489813326], [-1.621708299804036, 47.99769388033987], [-1.621679656531129, 47.99771799305296], [-1.621659108654436, 47.99774557579488], [-1.621647552636031, 47.997775423790635], [-1.621645496024295, 47.997806231694334], [-1.621653027809354, 47.9978366524501], [-1.621669819865754, 47.99786535850543]], [[-1.621669819865754, 47.99786535850543], [-1.621619278238228, 47.997892645606896], [-1.621449143397843, 47.99792492487317], [-1.621248995780552, 47.99792390599907], [-1.620587817021, 47.99784247602904], [-1.61995342811706, 47.997761489049545], [-1.619512980040546, 47.99768266099459], [-1.619057627568092, 47.997574643457426], [-1.618754138200407, 47.99749553544186], [-1.618394223400564, 47.9973803195379], [-1.61716336137855, 47.996934913228806], [-1.616914410269193, 47.996838359055396], [-1.616461497815847, 47.996679875595646], [-1.616303182749807, 47.99661339674692], [-1.616118240690097, 47.99651183798609], [-1.615698179685273, 47.99662499146899], [-1.614295145355995, 47.996941911856965], [-1.614087689082792, 47.996993750840225], [-1.613564018062861, 47.99711102608883], [-1.613388218775911, 47.99716554363768], [-1.613202591083777, 47.997263951518605], [-1.613050182139541, 47.99740451793082], [-1.612976741849339, 47.99749580237427], [-1.612859491286016, 47.997677132027185], [-1.612685087055588, 47.99790967546917], [-1.612401379334429, 47.998170966334385], [-1.612268133722654, 47.998269063302956], [-1.611975488617025, 47.998430243608006], [-1.611704718327922, 47.998532059543145], [-1.611319608640251, 47.99864800704628], [-1.610931292475177, 47.9987280167483], [-1.610638319056135, 47.998757824045406], [-1.610235937894573, 47.99876626416576], [-1.609121851340727, 47.99871570904537], [-1.608972711344876, 47.998714268462585], [-1.60785649748909, 47.998718040324604], [-1.607042063595881, 47.9987507463196], [-1.606523068267113, 47.99880469662998], [-1.605689598636241, 47.99889780988733], [-1.604376411224526, 47.99904450369823], [-1.602762297243767, 47.99923444338798], [-1.601309965447519, 47.99938962434851], [-1.600838617471243, 47.999449510009896], [-1.600384863917965, 47.999529549098085], [-1.600089025001946, 47.99961322968287], [-1.599689173786394, 47.99974530769656], [-1.59917926851396, 47.999948745642016], [-1.598745674144929, 48.00012173372362], [-1.598433466660999, 48.000222025941525], [-1.598099456098869, 48.000311221637595], [-1.597640035319314, 48.00039450219576], [-1.597423663824522, 48.00040915689124], [-1.597082400551323, 48.000416845789], [-1.596203264104667, 48.00042812630427], [-1.595301268054437, 48.00043858652914], [-1.594767400017878, 48.00044790119054]], [[-1.594767400017878, 48.00044790119054], [-1.594759682345557, 48.00039525100035], [-1.594741306705816, 48.00035932193794], [-1.594694279363838, 48.00032555931309], [-1.594619051429741, 48.00029903677811], [-1.594539847871448, 48.000296097607766], [-1.594454704518492, 48.00031172869186], [-1.59440374300577, 48.000336175380845], [-1.59436339187669, 48.000377510568946], [-1.594344738033458, 48.00042176759044], [-1.594369167376461, 48.00049349389999], [-1.594434496095022, 48.00055146446699], [-1.594484612951484, 48.00057369277596], [-1.594557642725647, 48.00058288552374], [-1.594657907396662, 48.00056533514275], [-1.594721671539469, 48.00053120942964], [-1.594759178191114, 48.00049202435902], [-1.594767400017878, 48.00044790119054]]], ""type"": ""MultiLineString""}";circuit_vh.373;373;S;N3;non
48.09028843429443, -1.6916727172199375;"{""coordinates"": [[[-1.692510405923187, 48.090707724670644], [-1.692521071907831, 48.090620428738276], [-1.692514924984129, 48.09055285113809], [-1.692493924918453, 48.09049652001684], [-1.692465655689247, 48.090458439871654], [-1.69242245952867, 48.09040899908227], [-1.69238466545756, 48.09037529781469], [-1.692309690914936, 48.090336465348734], [-1.692185383561749, 48.090311615132805], [-1.691849965409008, 48.09028939978583], [-1.691377822259554, 48.09026943850826], [-1.691216104459566, 48.09025874934842], [-1.691145724321757, 48.090237682815044], [-1.691104452106904, 48.09020528643422]], [[-1.691104452106904, 48.09020528643422], [-1.691123244794795, 48.0901937135455], [-1.691140574403643, 48.090175650362], [-1.691148425577603, 48.090157242366956], [-1.691148176605966, 48.09013703661957], [-1.6911460386996, 48.09012478167854]], [[-1.6911460386996, 48.09012478167854], [-1.691144858977848, 48.09011802030831], [-1.691132245672566, 48.09010151178153], [-1.691113110758507, 48.09008314107033], [-1.691088228130254, 48.09007138916276], [-1.691063731073252, 48.090063877351355], [-1.691054506570394, 48.09006385467299], [-1.691030322482032, 48.09006311256975], [-1.690992746004984, 48.09006890209879], [-1.690959008022492, 48.090081983340674], [-1.690935435898507, 48.09010209714921], [-1.690922934800211, 48.09012175909574], [-1.69091327221866, 48.090142019751156], [-1.690918191843159, 48.09016883357375], [-1.690949241388582, 48.090201547228816], [-1.690978709125943, 48.09021374368988], [-1.691010973589668, 48.09022073935427], [-1.691044451183839, 48.09022062006523], [-1.691078637056871, 48.09021465263165], [-1.691104452106904, 48.09020528643422]]], ""type"": ""MultiLineString""}";circuit_vh.175;175;RS;N2;non
48.104479112330196, -1.6688388585901586;"{""coordinates"": [[[-1.671587006445794, 48.10410531511923], [-1.671480466185046, 48.10413334996647], [-1.668619276924412, 48.10450824779803], [-1.6679674110851, 48.1045914510408], [-1.666357287890972, 48.104796947915005], [-1.666258071381366, 48.1048096099371]], [[-1.666258118114406, 48.10480982015165], [-1.666260054810878, 48.10481853311861], [-1.66625953409769, 48.104831572067354], [-1.666255640765435, 48.10484435235168], [-1.666248493127351, 48.10485648566572], [-1.666238308365556, 48.10486760333458], [-1.66622539592058, 48.10487736755771], [-1.666210148140281, 48.10488548165529], [-1.666193028314461, 48.10489169907806], [-1.666174556621951, 48.10489583090706], [-1.666155294332671, 48.104897751612945], [-1.666135826699241, 48.1048974028231], [-1.666135165679153, 48.104897312485726]]], ""type"": ""MultiLineString""}";circuit_vh.262;262;RS;N2;non
48.107463616324765, -1.6858742288755764;"{""coordinates"": [[[-1.684555068270961, 48.108473000414456], [-1.684767806591074, 48.10831331134001], [-1.686485251080354, 48.106981509527216]], [[-1.686485251080354, 48.106981509527216], [-1.686520790207492, 48.10700258070009], [-1.686562439593267, 48.10701782689852], [-1.686608110296564, 48.10702648354759], [-1.686655510761715, 48.10702811782242], [-1.686702266739183, 48.10702264538675], [-1.686746032756367, 48.10701034296996], [-1.686784613892359, 48.106991826282105], [-1.686816075079606, 48.106968023931394], [-1.686838838980973, 48.10694012927984], [-1.686843908166465, 48.10692813467991]], [[-1.686843908166465, 48.10692813467991], [-1.686851764037915, 48.10690954139295], [-1.686854202689775, 48.1068777950838], [-1.686846033062662, 48.10684648032506], [-1.686827664338404, 48.10681716814107], [-1.686800017180098, 48.10679132850667], [-1.686764478084412, 48.106770257419086], [-1.686722828838672, 48.10675501129297], [-1.686677158356256, 48.10674635468892], [-1.686629756890219, 48.106744721375314], [-1.686583002415578, 48.10675019282945], [-1.686539236580054, 48.106762495184924], [-1.686512760856873, 48.10677520196551], [-1.686500655527417, 48.10678101179141], [-1.68646919430872, 48.106804814056815], [-1.686446430267318, 48.106832708636055], [-1.686433504989497, 48.10686329647793], [-1.686431064820814, 48.10689504373067], [-1.686439235462807, 48.106926357566145], [-1.686457604005406, 48.106955669811434], [-1.686485251080354, 48.106981509527216]]], ""type"": ""MultiLineString""}";circuit_vh.335;335;RS;N3;non
48.10598885639617, -1.6900241151551008;"{""coordinates"": [[[-1.686800017180098, 48.10679132850667], [-1.687811873447185, 48.106282322709276], [-1.688004947995132, 48.106185196005306], [-1.688727898315026, 48.10585179092095], [-1.689412899944417, 48.105554957521385], [-1.689538369955955, 48.10551442706938], [-1.689682379359772, 48.105476564347796], [-1.690524134636123, 48.10525570041879]], [[-1.690524134636123, 48.10525570041879], [-1.690225693748181, 48.10606299302133]], [[-1.690225693748181, 48.10606299302133], [-1.6907978366302, 48.10609056199474], [-1.691462640807738, 48.10612660178203], [-1.692118785606795, 48.10616209008845], [-1.693135786077015, 48.106215530265324], [-1.693192021406205, 48.10621848498656], [-1.693227062834536, 48.10624041463626], [-1.693278192469502, 48.10627241255413]]], ""type"": ""MultiLineString""}";circuit_vh.336;336;RS;N3;non
48.10297036985785, -1.7039110991002353;"{""coordinates"": [[[-1.707299313258922, 48.10180162410481], [-1.707684740576285, 48.10270576844307], [-1.707808525102831, 48.10299923296213], [-1.708232082380538, 48.104003371348554]], [[-1.707244714057992, 48.10177713775136], [-1.707245213169584, 48.10177944733555], [-1.707247616216203, 48.10178447824452], [-1.707251216150065, 48.10178914355243], [-1.707255903577731, 48.10179330151754], [-1.707261536071779, 48.101796825798765], [-1.707267942490872, 48.10179960930688], [-1.707274928174638, 48.101801567469906], [-1.707282280880512, 48.10180264078353], [-1.707289777180165, 48.10180279664871], [-1.707297189326036, 48.101802030316044]], [[-1.707297189326036, 48.101802030316044], [-1.707299277704608, 48.10180154069532], [-1.707304292076619, 48.101800365083825], [-1.707310869649371, 48.1017978515358], [-1.70731672214991, 48.101794566052355], [-1.707321671787661, 48.10179060845651], [-1.707325568157253, 48.101786099004116], [-1.707328292867868, 48.10178117471615], [-1.707329763130778, 48.10177598520382], [-1.707329934266249, 48.10177068815055], [-1.707328859717303, 48.10176571581409]], [[-1.707328859717303, 48.10176571581409], [-1.707328801094444, 48.10176544450624], [-1.707326398027399, 48.1017604135995], [-1.707322798088747, 48.101755748293904], [-1.707318110659104, 48.10175159033149], [-1.707312478166128, 48.101748066052984], [-1.707306071764431, 48.10174528254679], [-1.707299086073697, 48.10174332438618], [-1.707291733389322, 48.10174225107306], [-1.707284237085048, 48.10174209520855], [-1.707276824960992, 48.101742861539854], [-1.707273267602574, 48.101743695553715], [-1.707269722204029, 48.101744526770936], [-1.707263144649468, 48.1017470403161], [-1.707257292137504, 48.10175032579738], [-1.70725234249868, 48.101754283390505], [-1.707248446125094, 48.10175879284045], [-1.707245721408047, 48.10176371712655], [-1.707244251150444, 48.10176890663727], [-1.707244079992786, 48.10177420369095], [-1.707244714057992, 48.10177713775136]], [[-1.700550919279112, 48.10517039253693], [-1.699672612007158, 48.10373923290417]], [[-1.699672612007158, 48.10373923290417], [-1.700567526577374, 48.10349566459064], [-1.700888596570912, 48.10340792583816], [-1.702168107003242, 48.10305346201146], [-1.703492340433627, 48.102689494129045], [-1.703685947426758, 48.1026361035045], [-1.705228505947175, 48.1022107017213], [-1.705661689535409, 48.102091237173155], [-1.706185530110795, 48.10194508166748], [-1.706199827948121, 48.101941072174455], [-1.706440998318325, 48.1018890275236], [-1.706651075380777, 48.10185981038276], [-1.706858792306972, 48.101830883226874], [-1.707244714057992, 48.10177713775136]]], ""type"": ""MultiLineString""}";circuit_vh.338;338;RS;N3;non
48.12242862981196, -1.638479525118754;"{""coordinates"": [[[-1.638360366414903, 48.122450786017204], [-1.638377653853587, 48.12247848793132], [-1.63840271480951, 48.122495648574436], [-1.638433980333269, 48.12250738607916], [-1.638468918418106, 48.12251275104018], [-1.638504700113026, 48.12251130791265], [-1.638538423714783, 48.122503173726436], [-1.638567358815625, 48.122489008243406], [-1.638589161932749, 48.12246995750436], [-1.638602065091363, 48.122447566028484], [-1.638603703510604, 48.122434320364746], [-1.638605023063211, 48.12242364833092], [-1.638597798243038, 48.12240014042995], [-1.638580973891061, 48.12237894793683], [-1.638555912932537, 48.122361787332075], [-1.638524647469237, 48.12235004986012], [-1.638489709488733, 48.12234468491581], [-1.638453886891383, 48.12234601616139], [-1.638420204396417, 48.12235426220049], [-1.638391269330726, 48.12236842764693], [-1.638369466183449, 48.12238747834891], [-1.638356562938962, 48.122409869799], [-1.638353603592661, 48.12243378844212], [-1.638360366414903, 48.122450786017204]]], ""type"": ""MultiLineString""}";circuit_vh.350;350;RN;N2;non
