Geo Point;Geo Shape;gml_id;id;plateforme;viabilite;h_rm
48.191222016254095, -1.6926688981648985;"{""coordinates"": [[[-1.693531536902813, 48.18696539713589], [-1.693136275074364, 48.189205955144736], [-1.693092366654709, 48.18945483692177], [-1.692805358369144, 48.1907086127301], [-1.692506155368703, 48.1920155927207], [-1.691880164595639, 48.194811925448086], [-1.691649763148734, 48.19544006644769]]], ""type"": ""MultiLineString""}";circuit_vh.222;222;NE;N2;oui
47.9757928674449, -1.7022720568565386;"{""coordinates"": [[[-1.71034258078877, 47.978595193220094], [-1.710259786012485, 47.978535608226544], [-1.709413459027803, 47.978010573117146], [-1.709301210141566, 47.97794093576007], [-1.709023472912465, 47.977804867860904], [-1.708657497932955, 47.97768544563337], [-1.708132843305212, 47.97754651290205], [-1.707483790386132, 47.97736706017311], [-1.706833381211263, 47.97719888214352], [-1.706304125951854, 47.97702124015556], [-1.705776055043346, 47.97680658254036], [-1.704804404891232, 47.97629256752198], [-1.703759988997881, 47.97572727174493], [-1.703224396925744, 47.97555969234323], [-1.702705520917379, 47.975430140592756], [-1.702259095669045, 47.97533337922859], [-1.702062975531001, 47.9752901069864], [-1.70016021380605, 47.974873424610685], [-1.699909401669133, 47.97481849711571], [-1.699479233868187, 47.97472428954208], [-1.698571613672065, 47.97457177550597], [-1.697948818885096, 47.97449824609616], [-1.697659182945795, 47.97446859281015], [-1.696892134802306, 47.97444929369712], [-1.695472067478335, 47.97442897774303], [-1.695449932899444, 47.97442922716328], [-1.694716236619958, 47.97442127791119], [-1.694248543919919, 47.97441620869285], [-1.69407677276969, 47.97441467690003], [-1.693842956564725, 47.97441072840725]]], ""type"": ""MultiLineString""}";circuit_vh.232;232;S;N4;non
48.09140343424633, -1.6781371617018708;"{""coordinates"": [[[-1.681848436460881, 48.08989746750357], [-1.68179213223169, 48.08997051127234], [-1.681508711827426, 48.09016213978123], [-1.681404972275105, 48.09021943805037], [-1.68043423969981, 48.09065722897704], [-1.680065583574631, 48.09082442346748], [-1.679483069246986, 48.09108860263602], [-1.679016298762106, 48.0912930640061], [-1.678693009427886, 48.091443302956066], [-1.678433525980298, 48.0915452509628], [-1.677870352696364, 48.091748255446184], [-1.677553220467909, 48.091833733064796], [-1.677341068173497, 48.09188268362779], [-1.677133398472282, 48.09193682720397], [-1.676844590678845, 48.09198083326158], [-1.676336752607188, 48.09204943791966], [-1.676206058874044, 48.09206056894797], [-1.67604693919868, 48.09207510627251], [-1.67579966046635, 48.092090540983165], [-1.675510151439798, 48.09209418047926], [-1.674828945965845, 48.09208970954383], [-1.674629552811848, 48.09208620070017], [-1.674198432356505, 48.0920786136669]]], ""type"": ""MultiLineString""}";circuit_vh.250;250;RS;N2;non
48.110047147716806, -1.657416908762604;"{""coordinates"": [[[-1.658443659544825, 48.110102590225814], [-1.658337757420524, 48.11006812348741], [-1.657912987727622, 48.110016129594726], [-1.657591020736337, 48.11001843430396], [-1.657384868248353, 48.110022012900245], [-1.656755332476845, 48.11006779404495], [-1.656384833090129, 48.110104275628395]]], ""type"": ""MultiLineString""}";circuit_vh.270;270;RS;N2;non
48.11389881907829, -1.679485978716917;"{""coordinates"": [[[-1.67774404368127, 48.11726275554669], [-1.678329283274712, 48.1167734530035], [-1.678533705463161, 48.116558610063386], [-1.678734436119665, 48.11632238120304], [-1.678755677887697, 48.116259883447675], [-1.678890170544725, 48.11575638733283], [-1.679207407585812, 48.11498612542765], [-1.679402364078758, 48.114515850384194], [-1.679424451507121, 48.114478998647286], [-1.67938236520417, 48.11370236256076], [-1.679426361249549, 48.113697868910684], [-1.679532599157143, 48.113660115579584], [-1.679869495372436, 48.11352926483032], [-1.679968471612648, 48.113454502077424], [-1.680023999173986, 48.113379885693206], [-1.680088792949406, 48.11319387957971], [-1.680111826658848, 48.11316005280079], [-1.680293147898905, 48.11274133134432], [-1.680285933046014, 48.11241426405412], [-1.68026434679944, 48.1117642953458], [-1.680230594325763, 48.11094172501262], [-1.680201854557511, 48.11017734029025]]], ""type"": ""MultiLineString""}";circuit_vh.317;317;RN;N3;non
48.1250458047699, -1.683682346898043;"{""coordinates"": [[[-1.685158762044837, 48.124751531144], [-1.683539786698526, 48.12507409748861], [-1.682205983490174, 48.125340337835695]]], ""type"": ""MultiLineString""}";circuit_vh.318;318;RN;N3;non
48.11647577420907, -1.6856027447575301;"{""coordinates"": [[[-1.686057897835711, 48.11133058658252], [-1.686190790628182, 48.111480920420604], [-1.686266570751918, 48.11158271767699], [-1.686368026880684, 48.11172266541546], [-1.686665653537315, 48.11220157726166], [-1.686781557581957, 48.112448661281334], [-1.68711900562721, 48.113200464630744], [-1.687250912720029, 48.11354281479066], [-1.687234160127438, 48.11364865382558], [-1.687551720634558, 48.114302959043535], [-1.687563478650618, 48.11438422274937], [-1.687562361068224, 48.1144699773544], [-1.687538496807086, 48.11458116672696], [-1.687502469030822, 48.11468855694927], [-1.687259925109566, 48.11509943658419], [-1.687108899481424, 48.115342294794864], [-1.686943021763828, 48.11561222553105], [-1.686792539627529, 48.115854478027636], [-1.686445041189409, 48.11641055019233], [-1.686119874026101, 48.11689638982901], [-1.685816248797935, 48.11737176353435], [-1.685495498569248, 48.1178513533283], [-1.685114360830463, 48.11849904858516], [-1.68500667406024, 48.11861571017256], [-1.684885239270821, 48.118724731904315], [-1.684718310341724, 48.118842545105636], [-1.684635735174968, 48.11890087472904], [-1.68271053791787, 48.12027960107081], [-1.682450074190136, 48.1204661235153], [-1.682309888769053, 48.120500665691985], [-1.682162282727584, 48.120517217969166], [-1.682003912095315, 48.120542678418346], [-1.681815852085448, 48.12060872432984]]], ""type"": ""MultiLineString""}";circuit_vh.320;320;RN;N3;non
47.971389423255275, -1.5827166412697515;"{""coordinates"": [[[-1.590182324533789, 47.98817574857252], [-1.590128201822423, 47.98816083700109], [-1.590085179756726, 47.98815495559097], [-1.590041291170134, 47.98815417445084], [-1.590019897110972, 47.98815568015866], [-1.589998779087439, 47.988158435363616], [-1.589965423111872, 47.98816545738185], [-1.589933846423087, 47.988175527574285], [-1.589904665152029, 47.988188450092586], [-1.589878446193178, 47.98820397339289], [-1.589855700916097, 47.98822179499248], [-1.589839582345487, 47.98823831885267], [-1.589826457382691, 47.98825599699121], [-1.589816508358747, 47.98827458514184], [-1.589807925670521, 47.98830304440905], [-1.589806764704813, 47.988332069908225], [-1.589809299230916, 47.98834796274652], [-1.589814094537682, 47.988363619159074], [-1.589821077765935, 47.98837889879655], [-1.589830160883544, 47.988393671827964], [-1.589849899789485, 47.98841686394554], [-1.589874867492474, 47.988437661836684], [-1.589902683242755, 47.98845461818847], [-1.589933951744569, 47.98846860262829], [-1.589967975543375, 47.988479303370866], [-1.590003993931691, 47.98848648234411], [-1.590028145004016, 47.988489163356896], [-1.590063068407182, 47.988490223054924], [-1.59009787171841, 47.988488010487515], [-1.590131876772217, 47.98848256720759], [-1.590164423260802, 47.9884739998298], [-1.590194876360822, 47.988462475220096], [-1.590225698696908, 47.9884463720894], [-1.590252429535425, 47.988427256529114], [-1.590270930910652, 47.98840954340315], [-1.590285884948896, 47.98839038099807], [-1.590297045996311, 47.988370086398064], [-1.590304665440094, 47.988347182661364], [-1.590307461810934, 47.98832378984268], [-1.590305381595036, 47.988300363304205], [-1.590298465299834, 47.98827735915026], [-1.590272902581243, 47.98823225183127], [-1.590235518405316, 47.988203885723195], [-1.590182324533789, 47.98817574857252]], [[-1.587600005864727, 47.9783371901089], [-1.587675613517042, 47.97851476894961], [-1.587719602244504, 47.978633166706686], [-1.587756013749396, 47.978802932739846], [-1.587859564431005, 47.97918148029227], [-1.588070577190331, 47.97984298666351], [-1.588136311437827, 47.9800409947634], [-1.588159572956074, 47.980163540086416], [-1.588189878950319, 47.98026310115076], [-1.588232332137185, 47.9803599615286], [-1.588251197927004, 47.98043841399551], [-1.588256777773002, 47.980505161018016], [-1.588283287380215, 47.98082247901487], [-1.58830470335887, 47.981375600373454], [-1.58830991371487, 47.981493785967835], [-1.588314159860197, 47.98167190815068], [-1.58833772455756, 47.981853686990284], [-1.588340500236987, 47.98230276826144], [-1.588362727937783, 47.982452722908235], [-1.588405779227287, 47.98261212802069], [-1.588512401514385, 47.98286168112138], [-1.588613937203009, 47.98307494578147], [-1.588791365398913, 47.98341778652143], [-1.588911634102652, 47.983628365218046], [-1.589069281705615, 47.98389021918657], [-1.589253600495735, 47.9842329657225], [-1.589312538599561, 47.98435114159759], [-1.58944083556769, 47.984640646408565], [-1.589583949401332, 47.98503709126993], [-1.589785269139101, 47.98568436513192], [-1.58984036554415, 47.985861505039914], [-1.589983409531945, 47.986270377634646], [-1.590156790885821, 47.986739584875025], [-1.590268189167596, 47.98702421581677], [-1.590344551747799, 47.98731364923288], [-1.590368248198189, 47.98745121425321], [-1.590371869785832, 47.98758130031032], [-1.590358202659166, 47.98769524509195], [-1.590324562760624, 47.98782239275297], [-1.590253082228595, 47.98798471907224], [-1.590176224336657, 47.98811625411901], [-1.590182324533789, 47.98817574857252]], [[-1.587542384881071, 47.97827489084433], [-1.587535056140505, 47.97827760957624], [-1.587528423884891, 47.978281039295965], [-1.58752273392735, 47.978285031411936], [-1.587517995036637, 47.9782895486312], [-1.587514312272076, 47.97829448943988], [-1.587511767084284, 47.97829974335711], [-1.587510416216912, 47.97830519368192], [-1.587510290369396, 47.97831071754691], [-1.587511181928652, 47.97831551773244], [-1.587513007475016, 47.978320196762645], [-1.587515729162949, 47.97832467595931], [-1.587519296013763, 47.97832887987261], [-1.587523422513669, 47.97833255501908], [-1.587528196468822, 47.978335859171445], [-1.587533543564562, 47.97833874124017], [-1.587540605538944, 47.9783415763385], [-1.587548218041137, 47.97834367399459], [-1.587556211654916, 47.978344985120884], [-1.587564408178214, 47.97834548260612], [-1.587572621323047, 47.97834515407904], [-1.587580671902869, 47.97834400670717], [-1.587587553191632, 47.97834232494001], [-1.58759403734549, 47.97834003914676], [-1.587600005864727, 47.9783371901089]], [[-1.587600005864727, 47.9783371901089], [-1.587606577965016, 47.9783329311373], [-1.587612020115929, 47.97832800644828], [-1.587616187176367, 47.978322549794505], [-1.587618732354684, 47.97831729587499], [-1.587620083210968, 47.9783118455489], [-1.587620208967107, 47.97830632078597], [-1.587619107245053, 47.97830084602395], [-1.587616802171943, 47.97829554193731], [-1.587613345956231, 47.97829052807716], [-1.587608815575957, 47.97828591579555], [-1.58760331144147, 47.97828180829888], [-1.587596957156458, 47.97827829795447], [-1.587589893850416, 47.97827546291305], [-1.587582281356565, 47.9782733652597], [-1.587574287753181, 47.9782720541352], [-1.587566163609989, 47.97827155555797], [-1.587558020392875, 47.978271870475524], [-1.587550034453622, 47.97827299003169], [-1.587542384881071, 47.97827489084433]], [[-1.587066011246184, 47.97788296994714], [-1.587304178201528, 47.97808382176393], [-1.587542384881071, 47.97827489084433]], [[-1.587066011246184, 47.97788296994714], [-1.587072581995543, 47.977878711059255], [-1.587078025566355, 47.977873787239524], [-1.58708219264652, 47.977868330604714], [-1.587084737777045, 47.9778630757988], [-1.587086088757353, 47.97785762637642], [-1.587086214569379, 47.977852101613635], [-1.587085112833814, 47.97784662594823], [-1.587082807835644, 47.97784132185048], [-1.587079351701984, 47.97783630797388], [-1.58707482007184, 47.97783169572431], [-1.587069316107675, 47.97782758909958], [-1.587062961834975, 47.97782407782749], [-1.587055899957353, 47.97782124269955], [-1.587048286294394, 47.97781914596197], [-1.587040292695022, 47.97781783390236], [-1.587032170045109, 47.977817336131665], [-1.587024025479348, 47.97781765016701], [-1.587016041015468, 47.97781877053049], [-1.587008391490433, 47.97782067130769], [-1.587001062706471, 47.97782338910786], [-1.586994429136477, 47.97782681885049], [-1.586988740604534, 47.97783081178468], [-1.586984001629148, 47.9778353280844], [-1.586980318845939, 47.97784026887634], [-1.586977772289085, 47.97784552283561], [-1.586976421377338, 47.97785097315455], [-1.5869762955536, 47.977856497917216], [-1.586977188392712, 47.97786129805378], [-1.586979012537593, 47.977865977146315], [-1.586981735492641, 47.97787045630249], [-1.586985300851939, 47.977874659388334], [-1.586989428694578, 47.977878335398636], [-1.58699420257376, 47.977881639573454], [-1.586999548175998, 47.97788452082291], [-1.58700661013882, 47.97788735685215], [-1.587014223810123, 47.97788945359247], [-1.587022217419893, 47.97789076565388], [-1.587030412449283, 47.97789126233291], [-1.587038626862638, 47.97789093379053], [-1.587046676126113, 47.977889787407335], [-1.58705355870904, 47.97788810561855], [-1.587060042749931, 47.97788581895746], [-1.587066011246184, 47.97788296994714]], [[-1.586631870817313, 47.97783130580935], [-1.586628333616503, 47.97776312733536], [-1.586596315520519, 47.977699461345004], [-1.586548801717907, 47.97763734852064], [-1.586494873849799, 47.97756097294129], [-1.58641702555409, 47.97739716350215], [-1.586061766308481, 47.97642391897423], [-1.586042836292669, 47.976372058507074], [-1.585992956418401, 47.976262716079525], [-1.585942321132725, 47.976184085815646], [-1.585831467944161, 47.976080394580165], [-1.585652922609385, 47.97597039963441], [-1.585488117320526, 47.975894068168714], [-1.585359051770039, 47.97579801295065], [-1.585299550902397, 47.97570761173068], [-1.585269857465727, 47.97561348772401], [-1.585265962134886, 47.9754845939881], [-1.585283264987673, 47.97515579658163], [-1.585285291355489, 47.975118610679885], [-1.58531014075035, 47.97466259330689], [-1.585341116190557, 47.97415145317229], [-1.585384923887578, 47.97394542480529], [-1.585554180705587, 47.97342377524538], [-1.585610793721375, 47.97311411953804], [-1.585653794535605, 47.97274578407098], [-1.58568781434393, 47.97251317440961], [-1.585737335084622, 47.97239883439714], [-1.585882099651939, 47.97227742023299], [-1.586052543748493, 47.97220856155453], [-1.586347450667321, 47.972168565892126], [-1.586705885834615, 47.972086546993815], [-1.586890340838477, 47.97198610579323], [-1.586982096039504, 47.97183578869536], [-1.586966391973028, 47.971658750022115], [-1.586851205982289, 47.971544911964514], [-1.586679124442882, 47.97145309117584], [-1.586310135235227, 47.97136530625901], [-1.585855421806303, 47.97126222673245], [-1.585643450094684, 47.971194559801845], [-1.585407141374825, 47.97108716509123], [-1.585165155701526, 47.97088401617207], [-1.58489414572684, 47.970639461588064], [-1.584548092786817, 47.970406420553985], [-1.583349881620613, 47.96966679327703], [-1.583118838306598, 47.96949157941466], [-1.58302596962351, 47.9694157751055], [-1.582922713642104, 47.96926498302914], [-1.582857404392831, 47.96906237960712], [-1.582662646239585, 47.967834381012274], [-1.582583096329052, 47.96751962484999], [-1.582477397667677, 47.96729840368908], [-1.581764972429051, 47.966197377911854], [-1.581490824689189, 47.9658239189294], [-1.580992397319873, 47.965281180066334], [-1.580280961777332, 47.96452805496762], [-1.5800012928638, 47.96423199143404], [-1.579949708112743, 47.96417738166205], [-1.579755028420725, 47.96387075145154], [-1.579506126855537, 47.9631957109401], [-1.579340051341137, 47.96277544319455], [-1.579234132435478, 47.962597952006064], [-1.579099400572202, 47.962490235753734], [-1.578855594703739, 47.962328408504824], [-1.578436341045237, 47.962092167320776], [-1.578131577877847, 47.96187752264649], [-1.577869025960581, 47.96174842860575], [-1.577616176091368, 47.96168001210424], [-1.57712539896766, 47.961622690448515], [-1.576578396649751, 47.96155729071957], [-1.576087696465932, 47.961443114875784], [-1.575550008781294, 47.96128719526443], [-1.575067900231427, 47.96112323929484], [-1.574837414013533, 47.96097131923371], [-1.574607036604872, 47.96072119145394], [-1.574300033897335, 47.960336145332676], [-1.574129759237278, 47.96017685794833], [-1.573914238767601, 47.96004559802869], [-1.573466463831697, 47.95983910551915], [-1.572226885895941, 47.95932799465031], [-1.571802214543694, 47.9591960329334], [-1.570912679833456, 47.95901837410029], [-1.570362170701613, 47.95889473018592], [-1.570065872566719, 47.95879737086759], [-1.569785392763883, 47.95862664963212], [-1.569359593521034, 47.95833414920795], [-1.568949365651905, 47.958070221786215], [-1.568806548532218, 47.95800288724487], [-1.568665780868096, 47.95793651785689]]], ""type"": ""MultiLineString""}";circuit_vh.236;236;S;N4;non
47.97784121826372, -1.5868042808315386;"{""coordinates"": [[[-1.5869762955536, 47.977856497917216], [-1.586807264424303, 47.97783873843542], [-1.586631870817313, 47.97783130580935]]], ""type"": ""MultiLineString""}";circuit_vh.237;237;S;N4;non
48.10442363460324, -1.6878479401616688;"{""coordinates"": [[[-1.690031138554213, 48.10119705260985], [-1.689928149968684, 48.10143292324282], [-1.689769171989469, 48.101645834846614], [-1.689282478052578, 48.10229763172106], [-1.688686393447287, 48.103016950715784], [-1.688628244348361, 48.10318445851508], [-1.688640886212653, 48.10328588794877], [-1.688571752182892, 48.103392602443655], [-1.688412634901092, 48.1037141104817], [-1.68839456513273, 48.103799923198046], [-1.688352214283909, 48.10400104657758], [-1.688347046913403, 48.1040993005944], [-1.688330074490681, 48.104421992194474], [-1.688321844525256, 48.1046354106001], [-1.688309937656499, 48.10494415315446], [-1.688297280694059, 48.1052878459477], [-1.688283464949004, 48.105663014840374], [-1.688278818276014, 48.1057317767511], [-1.688231712086866, 48.10584849565867], [-1.68817236670883, 48.105944538172345], [-1.688099362989045, 48.10604573311486], [-1.688004947995132, 48.106185196005306], [-1.687745456410021, 48.10593689571637], [-1.68771031068205, 48.10591254246148], [-1.687607044660191, 48.105840987229264], [-1.687452997657271, 48.105792121819704], [-1.687242644674375, 48.10576321302696], [-1.686083160829493, 48.10567520688829], [-1.684630484364179, 48.10556492954729]]], ""type"": ""MultiLineString""}";circuit_vh.241;241;RS;N2;non
48.09840806197166, -1.6990589648758088;"{""coordinates"": [[[-1.703548689590638, 48.09838153351974], [-1.703495803440893, 48.09844598751133]], [[-1.703495803440893, 48.09844598751133], [-1.703091322252906, 48.09830718831868], [-1.702755548924871, 48.098215926467546], [-1.702514370736659, 48.09816279304456], [-1.702170721054967, 48.0981100329514], [-1.701903428821738, 48.09808278535126], [-1.701540552795786, 48.098068991005675], [-1.700145357868508, 48.09813177416322], [-1.699865552022341, 48.0981546693243], [-1.699260769674274, 48.098267212571045], [-1.698413452403189, 48.09846975226247], [-1.698219035725401, 48.0984865309935], [-1.697803254006857, 48.09852381275201], [-1.69755049562899, 48.098562271474236], [-1.696861091569525, 48.09868775342666], [-1.696589077570501, 48.09873810110503], [-1.696443359616734, 48.0987541684322], [-1.695247730577734, 48.098785863505704], [-1.6950458753746, 48.098788271781174], [-1.694646277420646, 48.098762747254185], [-1.694598537158214, 48.09874456212218], [-1.694520756878684, 48.098704157444246]]], ""type"": ""MultiLineString""}";circuit_vh.239;239;RS;N2;non
48.08444818504873, -1.678661796984816;"{""coordinates"": [[[-1.681884050736542, 48.08426802992954], [-1.681876925561202, 48.08440393942896], [-1.681864383941418, 48.084643149811164], [-1.681853428562693, 48.08472397267856], [-1.681876170033368, 48.08479378116632], [-1.681959743501278, 48.08485372247277], [-1.682047599621557, 48.084882311791816], [-1.682283325916333, 48.084895637643776]], [[-1.681884050736542, 48.08426802992954], [-1.681918030756532, 48.084266645571994], [-1.681950053922133, 48.08425890179233], [-1.6819775240257, 48.084245427892874], [-1.681998214723583, 48.08422731298009], [-1.68201045193949, 48.084206026445166], [-1.682013242372658, 48.084183292882926], [-1.682006361681449, 48.08416095243436], [-1.681990365560935, 48.08414081616156], [-1.681966551771521, 48.08412451441127], [-1.68193684775315, 48.08411336983675], [-1.681903660364213, 48.08410828277614], [-1.681869680448007, 48.084109667129496], [-1.681837657362867, 48.084117410886996], [-1.681810187290894, 48.08413088475341], [-1.681789496565698, 48.08414899963273]], [[-1.681789496565698, 48.08414899963273], [-1.681777259272253, 48.0841702861444], [-1.681774467477549, 48.08419302065331], [-1.681781349331132, 48.08421536016328], [-1.681797345393256, 48.084235496464835], [-1.681821159180434, 48.08425179824976], [-1.681850863253445, 48.08426294285385], [-1.681884050736542, 48.08426802992954]], [[-1.677068319643491, 48.08388371284286], [-1.677311435852046, 48.083924129884664], [-1.677449751176699, 48.0839738905386], [-1.677551587869829, 48.08401194761848], [-1.677616466555662, 48.08403304490695], [-1.677711999202439, 48.08404498204755], [-1.678628205936973, 48.084036698998354], [-1.678753939274693, 48.08405587590491], [-1.678900362165308, 48.08407820841234], [-1.68168556488688, 48.084128652179075], [-1.681789496565698, 48.08414899963273]], [[-1.676910736259271, 48.08395352155369], [-1.676934526443179, 48.08395464296296], [-1.676973248131474, 48.08394961055034], [-1.677008707260748, 48.0839380348089], [-1.677038486096325, 48.0839207043652], [-1.67706055615799, 48.083898800194824], [-1.677068319643491, 48.08388371284286]], [[-1.677068319643491, 48.08388371284286], [-1.677073413408793, 48.083873814428095], [-1.677076180915577, 48.08384745155702], [-1.677068671712836, 48.083821506032095], [-1.67705139579881, 48.08379774663899], [-1.677025531482023, 48.083777793316216], [-1.676992841269764, 48.083763005241416], [-1.676955552033766, 48.083754390195715], [-1.676916206233923, 48.083752535830726], [-1.676877485946257, 48.08375756727206], [-1.676842026911454, 48.08376914297349], [-1.676812248097336, 48.08378647336685], [-1.676790177978374, 48.0838083774901], [-1.676777320606864, 48.0838333632255], [-1.676775066792956, 48.083854816824896], [-1.676774551689848, 48.08385972704175], [-1.676782062008894, 48.08388567163337], [-1.676799337828452, 48.083909431066516], [-1.676825202123779, 48.083929384439614], [-1.676857892393335, 48.08394417256155], [-1.676895181750038, 48.083952787638566], [-1.676910736259271, 48.08395352155369]], [[-1.676910736259271, 48.08395352155369], [-1.67690961058462, 48.08400642465957], [-1.676863293664097, 48.084103263508325], [-1.676818644369827, 48.08500516371209], [-1.676802256003817, 48.085336210250546], [-1.676788608562328, 48.08536094067213], [-1.676761711856652, 48.08540967615592], [-1.676674544712933, 48.085470261628245], [-1.676622912283761, 48.08548174206226], [-1.676557482920826, 48.08549629070849], [-1.676202875553515, 48.08551585625255], [-1.675665340516097, 48.08554547636445], [-1.675408236600704, 48.085557481677554], [-1.675061883921825, 48.085599168102654]]], ""type"": ""MultiLineString""}";circuit_vh.253;253;RS;N2;non
48.098816626205206, -1.687134194166915;"{""coordinates"": [[[-1.686276477495255, 48.10018707322422], [-1.686255390693929, 48.100124839032574], [-1.686214972612301, 48.099945008642585], [-1.686255866763185, 48.09979250031428], [-1.686457627965165, 48.09950800312347], [-1.686896804631016, 48.09882960387209], [-1.687009411717248, 48.098689129176556], [-1.687352923240066, 48.098441381399276], [-1.687871388272468, 48.09812351196345], [-1.688198632125346, 48.097918865810996], [-1.688479076237065, 48.097775395390215]]], ""type"": ""MultiLineString""}";circuit_vh.256;256;RS;N2;non
48.10280382786609, -1.6766231407580419;"{""coordinates"": [[[-1.676485212781493, 48.10204192253365], [-1.676509876449821, 48.102530022051624], [-1.676516665309939, 48.10256326318804], [-1.676591057953352, 48.10286542757787], [-1.676629396134157, 48.102953470035516], [-1.676841000708672, 48.103439405418136], [-1.676934312575696, 48.103493397137]]], ""type"": ""MultiLineString""}";circuit_vh.260;260;RS;N2;non
48.10933089034883, -1.6790016061960276;"{""coordinates"": [[[-1.680167327328615, 48.10936696582154], [-1.680100526047589, 48.10932472123999], [-1.679185622592799, 48.10932924936476], [-1.678226440612246, 48.109332953314585], [-1.678099867406389, 48.109333504145404], [-1.677980094655021, 48.10933441734832], [-1.677914815305022, 48.109334915014806], [-1.677826223417607, 48.1093550090676]]], ""type"": ""MultiLineString""}";circuit_vh.267;267;RS;N2;non
48.11628701986462, -1.7135016486601002;"{""coordinates"": [[[-1.716314790840635, 48.116201982373816], [-1.716343115630181, 48.11625660329932], [-1.716406843398221, 48.11629159333459], [-1.716493325513106, 48.11630162037248], [-1.716570869197689, 48.11628726612869], [-1.716627232964836, 48.116243575663916], [-1.716651350554033, 48.116193092521186], [-1.716622557105371, 48.11614178080327], [-1.71656052196824, 48.11610647906479], [-1.716473661136327, 48.11608958681404], [-1.716393165805113, 48.116109919225764], [-1.716341798592861, 48.116145637148406], [-1.716314790840635, 48.116201982373816]], [[-1.709907978681592, 48.116478184108416], [-1.710248411645462, 48.11638262482928], [-1.71189031077334, 48.11633110265831], [-1.713632881541367, 48.11627725683242], [-1.71388622330443, 48.116275251926886], [-1.714073813053534, 48.116267922220146], [-1.71493784492527, 48.11624556364887], [-1.716314790840635, 48.116201982373816]]], ""type"": ""MultiLineString""}";circuit_vh.324;324;RN;N3;non
48.103242012915366, -1.6931091753041485;"{""coordinates"": [[[-1.688640886212653, 48.10328588794877], [-1.688865260126202, 48.10324123416437], [-1.69022832559295, 48.103319623450346], [-1.691232119673711, 48.103379407856686], [-1.691790272203745, 48.10341321845916], [-1.692024750003355, 48.103427888089925], [-1.692461377826916, 48.103455301554895], [-1.694004670906018, 48.10354485246246], [-1.694871422539015, 48.10355919932424], [-1.695984825082054, 48.10357707124897], [-1.695997395722096, 48.102642660027946], [-1.695118145896926, 48.102238348662425], [-1.69486632854346, 48.101964751313254], [-1.694800892730888, 48.10194345469437]]], ""type"": ""MultiLineString""}";circuit_vh.334;334;RS;N3;non
48.10295259664644, -1.7107603781540612;"{""coordinates"": [[[-1.708232082380538, 48.104003371348554], [-1.708813761398874, 48.103901152126916], [-1.709111237571805, 48.103848327769455], [-1.709378645863518, 48.10379772554212], [-1.710088780385838, 48.10366581771604], [-1.710783811999661, 48.10353650664618], [-1.710912993705353, 48.10350147682614], [-1.711057194438671, 48.10343204014422], [-1.711359384052941, 48.10318933505878], [-1.711847212625051, 48.102800701575326], [-1.711929529268965, 48.102734250621026], [-1.711988355063749, 48.10266542837241], [-1.711999808812921, 48.102642070949955], [-1.7120268551908, 48.102586175447634], [-1.712033604018201, 48.10250543053645], [-1.712035236925582, 48.102445260192354], [-1.712029264005027, 48.1023608141672], [-1.711983575934735, 48.10171487294379], [-1.711972904250559, 48.10154840847886], [-1.7119655361841, 48.10143347771844], [-1.711945704109167, 48.10135039812685], [-1.711909063587408, 48.10127918113659], [-1.711730860941817, 48.10106175074187], [-1.711557355118397, 48.10086332106339]]], ""type"": ""MultiLineString""}";circuit_vh.339;339;RS;N3;non
48.08656047407688, -1.6892792966946109;"{""coordinates"": [[[-1.692073038524662, 48.08560411131531], [-1.691863156563532, 48.08558690902884], [-1.691634895978729, 48.08688496538867], [-1.69090721966585, 48.0867345415376], [-1.686707048119486, 48.0865644811427], [-1.686324924698851, 48.086596553520685], [-1.685951971473547, 48.086634828626956], [-1.685668404451763, 48.08676282133722]]], ""type"": ""MultiLineString""}";circuit_vh.341;341;RS;N3;non
48.10568428078365, -1.6739695464546291;"{""coordinates"": [[[-1.674526582018696, 48.10744001666972], [-1.674450760563068, 48.10719998446493], [-1.67435096274413, 48.10688404657472], [-1.673972676118958, 48.10569685395398], [-1.673560893704706, 48.10439072893503]], [[-1.673560893704706, 48.10439072893503], [-1.673408022256269, 48.103930007360056]]], ""type"": ""MultiLineString""}";circuit_vh.332;332;RS;N3;non
