Geo Point;Geo Shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;pieton;velo;moto;wms_time
48.120319999996184, -1.7227300000051429;"{""coordinates"": [-1.722730000005143, 48.120319999996184], ""type"": ""Point""}";accident.6121;6121;67208657;SP/35238/131;2023-04-23T02:00:00+02:00;06:35;Dimanche;35238;Hors-Int;RN 12;0+375;;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.11183999999562, -1.6218100000058386;"{""coordinates"": [-1.621810000005839, 48.11183999999562], ""type"": ""Point""}";accident.6133;6133;67210388;SP/35238/177;2023-06-01T02:00:00+02:00;07:30;Jeudi;35051;Giratoire;VILAINE (ROND-POINT DE LA);N/C;Boulevard des Alliés;;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2023-01-01T01:00:00+01:00
48.1417000000023, -1.6866499999990763;"{""coordinates"": [-1.686649999999076, 48.1417000000023], ""type"": ""Point""}";accident.6140;6140;67211051;SP/35238/44;2023-02-02T01:00:00+01:00;16:30;Jeudi;35278;Hors-Int;GAULLE (RUE DU GAL DE);N/C;Rue du Général de Gaulle;;;;;VU seul 1,5T < PTAC <=3,5T;Autobus;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.11160999999604, -1.7184699999952968;"{""coordinates"": [-1.718469999995297, 48.11160999999604], ""type"": ""Point""}";accident.6149;6149;67211939;SP/35238/370;2023-11-20T01:00:00+01:00;17:30;Lundi;35238;Hors-Int;N136;14+504;N136;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);VU seul 1,5T < PTAC <=3,5T;Véhicule de tourisme (VT);;;Conducteur;Conducteur;Conducteur;Conducteur;Conducteur;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.10698940479109, -1.717211902135803;"{""coordinates"": [-1.717211902135803, 48.10698940479109], ""type"": ""Point""}";accident.6165;6165;67214558;SP/35238/220;2023-07-08T02:00:00+02:00;10:20;Samedi;35238;Hors-Int;RN136;14+115;N136;;;;;VU seul 1,5T < PTAC <=3,5T;Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;Conducteur;Conducteur;Conducteur;Conducteur;Passager;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.08346999999962, -1.6609200000024673;"{""coordinates"": [-1.660920000002467, 48.08346999999962], ""type"": ""Point""}";accident.6166;6166;67214567;SP/35238/221;2023-07-08T02:00:00+02:00;22:30;Samedi;35238;En T;PAYS-BAS (AVENUE DES);N/C;Boulevard du Portugal;;N/C;Avenue des Pays-Bas;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.097165000003656, -1.6769939999986136;"{""coordinates"": [-1.676993999998614, 48.097165000003656], ""type"": ""Point""}";accident.6167;6167;67214684;SP/35238/133;2023-04-27T02:00:00+02:00;12:30;Jeudi;35238;En X;CARTIER (BD JACQUES);N/C;RABELAIS;;0+0;CARTIER (BD JACQUES);;Véhicule de tourisme (VT);Autobus;;;;;Conducteur;Conducteur;Passager;Passager;#VALEURMULTI;;;;0;0;6;Non;Non;Non;2023-01-01T01:00:00+01:00
48.141682936691126, -1.6278165578883435;"{""coordinates"": [-1.627816557888343, 48.141682936691126], ""type"": ""Point""}";accident.6171;6171;67214949;SP/35238/329;2023-10-19T02:00:00+02:00;10:35;Jeudi;35051;Hors-Int;LONGCHAMPS (PORTE DES);43+428;;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.16853743200781, -1.8415886163646913;"{""coordinates"": [-1.841588616364691, 48.16853743200781], ""type"": ""Point""}";accident.6180;6180;67215803;GN/10048/3106;2023-10-07T02:00:00+02:00;02:00;Samedi;35275;Hors-Int;la Croix Denieul;21+9;;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;2;Non;Non;Non;2023-01-01T01:00:00+01:00
48.12754999999627, -1.6513400000005434;"{""coordinates"": [-1.651340000000543, 48.12754999999627], ""type"": ""Point""}";accident.6172;6172;67214952;SP/35238/330;2023-10-19T02:00:00+02:00;13:00;Jeudi;35238;Giratoire;FOUGERES (RUE DE);N/C;Rue de Fougères;;;;;Scooter <= 50 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2023-01-01T01:00:00+01:00
48.12130873222082, -1.7085956525028978;"{""coordinates"": [-1.708595652502898, 48.12130873222082], ""type"": ""Point""}";accident.401;401;3600;Sécurité publique 0035238 00362;2018-09-19T02:00:00+02:00;15:00;Mercredi;35238;En T;KENNEDY (COURS JOHN-FITZ;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2018-01-01T01:00:00+01:00
48.09010444973419, -1.6909155249642098;"{""coordinates"": [-1.69091552496421, 48.09010444973419], ""type"": ""Point""}";accident.6194;6194;67217920;SP/35238/94;2023-03-21T01:00:00+01:00;12:20;Mardi;35238;Giratoire;ALBERT 1ER (BD);N/C;Boulevard Albert 1er;;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2023-01-01T01:00:00+01:00
48.09590000000377, -1.6615000000035194;"{""coordinates"": [-1.661500000003519, 48.09590000000377], ""type"": ""Point""}";accident.6200;6200;67218639;SP/35238/376;2023-11-24T01:00:00+01:00;17:40;Vendredi;35238;En X;ROOSEVELT (BD FRANKLIN);N/C;Rue Adolphe Leray;;N/C;Boulevard Franklin Roosevelt;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2023-01-01T01:00:00+01:00
48.127148786037914, -1.6522273421239915;"{""coordinates"": [-1.652227342123991, 48.127148786037914], ""type"": ""Point""}";accident.6214;6214;67220119;SP/35238/187;2023-06-06T02:00:00+02:00;19:30;Mardi;35238;Giratoire;GAYEULLES (AVENUE DES);N/C;Boulevard Raymond Poincaré;;N/C;Avenue des Gayeulles;;Véhicule de tourisme (VT);Cyclomoteur <=50 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2023-01-01T01:00:00+01:00
48.11042805381827, -1.7180112004290753;"{""coordinates"": [-1.718011200429075, 48.11042805381827], ""type"": ""Point""}";accident.6225;6225;67221416;SP/35238/293;2023-09-22T02:00:00+02:00;15:45;Vendredi;35238;Hors-Int;RN136;14+499;;;;;;Véhicule de tourisme (VT);VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.127670000001864, -1.653420000002766;"{""coordinates"": [-1.653420000002766, 48.127670000001864], ""type"": ""Point""}";accident.6228;6228;67221428;SP/35238/257;2023-08-17T02:00:00+02:00;15:40;Jeudi;35238;Hors-Int;ROCHESTER (AVENUE DE);N/C;Avenue de Rochester;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Non;2023-01-01T01:00:00+01:00
48.097683004064166, -1.6730184853040184;"{""coordinates"": [-1.673018485304018, 48.097683004064166], ""type"": ""Point""}";accident.6231;6231;67221919;SP/35238/226;2023-07-12T02:00:00+02:00;14:55;Mercredi;35238;En T;N/A;N/C;Allée Raymond Rouault;;N/C;Boulevard Jacques Cartier;;Véhicule de tourisme (VT);Scooter  > 50 <= 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2023-01-01T01:00:00+01:00
48.099015152032955, -1.6533270478291902;"{""coordinates"": [-1.65332704782919, 48.099015152032955], ""type"": ""Point""}";accident.6233;6233;67222440;SP/35238/99;2023-03-24T01:00:00+01:00;19:55;Vendredi;35238;Hors-Int;BOURGEOIS (BOULEVARD LEON);N/C;Boulevard Léon Bourgeois;;;;;Véhicule de tourisme (VT);Scooter  > 50 <= 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2023-01-01T01:00:00+01:00
48.12350356448764, -1.6596409678437596;"{""coordinates"": [-1.65964096784376, 48.12350356448764], ""type"": ""Point""}";accident.6240;6240;67223380;SP/35238/295;2023-09-23T02:00:00+02:00;13:30;Samedi;35238;En T;FOUGERES (RUE DE);N/C;Boulevard Paul Painlevé;;N/C;Rue de Fougères;;Véhicule de tourisme (VT);Scooter <= 50 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2023-01-01T01:00:00+01:00
48.08881000000346, -1.6717800000008396;"{""coordinates"": [-1.67178000000084, 48.08881000000346], ""type"": ""Point""}";accident.91;91;66550352;SP/35238/292;2020-09-18T02:00:00+02:00;18:30;Vendredi;35238;hors intersection;CHATILLON (DE);0+0;CHATILLON (DE);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.088550000004275, -1.6764099999994286;"{""coordinates"": [-1.676409999999429, 48.088550000004275], ""type"": ""Point""}";accident.118;118;63430695;SP/35238/122;2019-04-01T02:00:00+02:00;18:05;Lundi;35238;place;ALBERT 1ER (BD);0+0;ALBERT 1ER (BD);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;Passager;;;;;;0;1;0;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.102639999998324, -1.6946700000032946;"{""coordinates"": [-1.694670000003295, 48.102639999998324], ""type"": ""Point""}";accident.205;205;73041;SP/35238/129;2021-04-24T02:00:00+02:00;15:20;Samedi;35238;hors intersection;Rue Michel Servet;N/C;Rue Michel Servet;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.08234999999866, -1.6800499999963148;"{""coordinates"": [-1.680049999996315, 48.08234999999866], ""type"": ""Point""}";accident.221;221;69052;SP/35238/100;2021-03-26T01:00:00+01:00;16:15;Vendredi;35238;hors intersection;Rue du Bosphore;N/C;Rue du Bosphore;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;Passager;Passager;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.11036716307283, -1.717989742760644;"{""coordinates"": [-1.717989742760644, 48.11036716307283], ""type"": ""Point""}";accident.6256;6256;67225934;SP/35238/191;2023-06-09T02:00:00+02:00;14:06;Vendredi;35238;Hors-Int;RN136;14+500;;;;;;Moto ou sidecar > 125 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;Passager;;;;0;0;1;Non;Non;Oui;2023-01-01T01:00:00+01:00
48.08670999999743, -1.6729400000021573;"{""coordinates"": [-1.672940000002157, 48.08670999999743], ""type"": ""Point""}";accident.272;272;455470;SP/35238/416;2022-11-15T01:00:00+01:00;07:40;Mardi;35238;hors intersection;ESPAGNE (D');N/C;Rue d'Espagne;8;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.11289999999607, -1.713600000002402;"{""coordinates"": [-1.713600000002402, 48.11289999999607], ""type"": ""Point""}";accident.334;334;61250;SP/35238/28;2021-01-22T01:00:00+01:00;17:05;Vendredi;35238;hors intersection;GENIAUX (RUE CHARLES);N/C;GENIAUX (RUE CHARLES);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.12362000000047, -1.7081199999969996;"{""coordinates"": [-1.708119999997, 48.12362000000047], ""type"": ""Point""}";accident.444;444;63480350;SP/35238/476;2019-11-27T01:00:00+01:00;11:30;Mercredi;35238;hors intersection;LYONNAIS (DU);0+0;LYONNAIS (DU);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.107949999996706, -1.6819299999981576;"{""coordinates"": [-1.681929999998158, 48.107949999996706], ""type"": ""Point""}";accident.457;457;66514803;SP/35238/58;2020-02-08T01:00:00+01:00;02:50;Samedi;35238;hors intersection;38 LIBERTE (BD DE LA);0+0;38 LIBERTE (BD DE LA);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.10929999999595, -1.6783000000051866;"{""coordinates"": [-1.678300000005187, 48.10929999999595], ""type"": ""Point""}";accident.477;477;70621;SP/35238/112;2021-04-05T02:00:00+02:00;13:40;Lundi;35238;hors intersection;PRE BOTTE (DU);N/C;Rue du Pré Botté;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.120679999999865, -1.711009999993479;"{""coordinates"": [-1.711009999993479, 48.120679999999865], ""type"": ""Point""}";accident.478;478;74497;SP/35238/139;2021-05-04T02:00:00+02:00;16:00;Mardi;35238;hors intersection;BOURBONNAIS (DU);N/C;BOURBONNAIS (DU);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.120509999999605, -1.710179999993348;"{""coordinates"": [-1.710179999993348, 48.120509999999605], ""type"": ""Point""}";accident.479;479;75334;SP/35238/144;2021-05-10T02:00:00+02:00;17:20;Lundi;35238;hors intersection;BOURBONNAIS (DU);N/C;BOURBONNAIS (DU);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.11024000000408, -1.6717800000047627;"{""coordinates"": [-1.671780000004763, 48.11024000000408], ""type"": ""Point""}";accident.488;488;98305;SP/35238/331;2021-09-17T02:00:00+02:00;07:45;Vendredi;35238;hors intersection;DUJARDIN (QUAI);N/C;DUJARDIN (QUAI);;;;;Indéterminable;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.12460000000013, -1.6818900000012762;"{""coordinates"": [-1.681890000001276, 48.12460000000013], ""type"": ""Point""}";accident.503;503;110872;SP/35238/446;2021-11-25T01:00:00+01:00;08:15;Jeudi;35238;hors intersection;GROS MALHON (AVENUE);N/C;GROS MALHON (AVENUE);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.10838200000112, -1.6939090000031711;"{""coordinates"": [-1.693909000003171, 48.10838200000112], ""type"": ""Point""}";accident.541;541;459015;SP/35238/81;2022-03-15T01:00:00+01:00;12:30;Mardi;35238;hors intersection;Mail François Mitterrand;N/C;MITTERAND (MAIL FRANCOIS);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.11143999999878, -1.6929100000058104;"{""coordinates"": [-1.69291000000581, 48.11143999999878], ""type"": ""Point""}";accident.542;542;459755;SP/35238/243;2022-06-28T02:00:00+02:00;16:10;Mardi;35238;hors intersection;VANEAU;N/C;Rue Vaneau;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.174154999999004, -1.7220009999974308;"{""coordinates"": [-1.722000999997431, 48.174154999999004], ""type"": ""Point""}";accident.627;627;63419469;GN/10048/93;2019-01-05T01:00:00+01:00;18:10;Samedi;35059;hors intersection;rue de Rennes;0+40;rue de Rennes;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.0895912504627, -1.6446840828656364;"{""coordinates"": [-1.644684082865636, 48.0895912504627], ""type"": ""Point""}";accident.653;653;1963;Sécurité publique 0035238 00439;2016-08-22T02:00:00+02:00;09:00;Lundi;35238;En T;VERN/GERARD;;Rue de Vern;0;;Rue Michel Gérard;0;VL;;;;;;Conducteur;Piéton;Piéton;;;;;;0;1;1;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.10987471004113, -1.674103524625897;"{""coordinates"": [-1.674103524625897, 48.10987471004113], ""type"": ""Point""}";accident.5296;5296;2915;Sécurité publique 0035238 00223;2017-05-17T02:00:00+02:00;12:29;Mercredi;35238;En X;00, JANVIER (AVENUE JEAN;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.12223899999804, -1.6002710000024256;"{""coordinates"": [-1.600271000002426, 48.12223899999804], ""type"": ""Point""}";accident.764;764;63427124;SP/35238/371;2019-09-24T02:00:00+02:00;08:30;Mardi;35051;hors intersection;METAIRIES (BOULEVARD DES);0+0;METAIRIES (BOULEVARD DES);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.136680000000105, -1.667250000003207;"{""coordinates"": [-1.667250000003207, 48.136680000000105], ""type"": ""Point""}";accident.781;781;63453700;SP/35238/397;2019-10-08T02:00:00+02:00;18:12;Mardi;35238;hors intersection;MONTS D'ARREE (AVENUE DES);0+0;MONTS D'ARREE (AVENUE DES);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.18714299999929, -1.6278920000060526;"{""coordinates"": [-1.627892000006053, 48.18714299999929], ""type"": ""Point""}";accident.786;786;66523729;GN/15627/105;2020-01-14T01:00:00+01:00;18:45;Mardi;35024;hors intersection;14 Rue du Mont Saint-michel;N/C;14 Rue du Mont Saint-michel;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.13316001215075, -1.6212899933761682;"{""coordinates"": [-1.621289993376168, 48.13316001215075], ""type"": ""Point""}";accident.916;916;3182;Sécurité publique 0035238 00027;2017-01-06T01:00:00+01:00;05:15;Vendredi;35051;hors intersection;00, ALLIES (BOULEVARD DE;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.14941500000066, -1.7889869999984254;"{""coordinates"": [-1.788986999998425, 48.14941500000066], ""type"": ""Point""}";accident.923;923;63468213;GN/10048/5550;2019-12-17T01:00:00+01:00;18:47;Mardi;35210;hors intersection;5 Rue du Docteur Léon;N/C;5 Rue du Docteur Léon;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.1088273249188, -1.7106932728218511;"{""coordinates"": [-1.710693272821851, 48.1088273249188], ""type"": ""Point""}";accident.924;924;2258;Sécurité publique 0035238 00009;2016-01-07T01:00:00+01:00;15:55;Jeudi;35238;hors intersection;RUE DE LORIENT;;Rue de Lorient;0;;;0;Autobus;;;;;;Piéton;;;;;;;;0;0;1;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.10168999999961, -1.6559699999965698;"{""coordinates"": [-1.65596999999657, 48.10168999999961], ""type"": ""Point""}";accident.1018;1018;81477;SP/35238/198;2021-06-13T02:00:00+02:00;20:45;Dimanche;35238;hors intersection;CHATEAUGIRON (DE);N/C;CHATEAUGIRON (DE);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.089793417801, -1.650710931102983;"{""coordinates"": [-1.650710931102983, 48.089793417801], ""type"": ""Point""}";accident.1045;1045;3674;Sécurité publique 0035238 00130;2018-11-15T01:00:00+01:00;15:00;Jeudi;35238;hors intersection;POLOGNE (AVENUE DE);;;0;;;0;autre;;;;;;Conducteur;Piéton;;;;;;;0;1;1;Oui;Non;Non;2018-01-01T01:00:00+01:00
48.067310000000745, -1.718980000004344;"{""coordinates"": [-1.718980000004344, 48.067310000000745], ""type"": ""Point""}";accident.1074;1074;100072;SP/35238/343;2021-09-26T02:00:00+02:00;12:50;Dimanche;35281;hors intersection;POTTIER (RUE EUGENE);N/C;POTTIER (RUE EUGENE);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.13552999999881, -1.6559299999948198;"{""coordinates"": [-1.65592999999482, 48.13552999999881], ""type"": ""Point""}";accident.1077;1077;100561;SP/35238/347;2021-09-28T02:00:00+02:00;14:20;Mardi;35238;hors intersection;8 MAI 1945 (SQUARE DU);N/C;8 MAI 1945 (SQUARE DU);;;;;Indéterminable;Autre engin de déplacement personnel (EDP) sans moteur;;;;;Conducteur;Conducteur;Piéton;;;;;;0;0;2;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.13043000000274, -1.6589000000019332;"{""coordinates"": [-1.658900000001933, 48.13043000000274], ""type"": ""Point""}";accident.1080;1080;101730;SP/35238/357;2021-10-05T02:00:00+02:00;08:50;Mardi;35238;hors intersection;DUNANT (HENRY);N/C;DUNANT (HENRY);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.14592999999616, -1.6569099999973127;"{""coordinates"": [-1.656909999997313, 48.14592999999616], ""type"": ""Point""}";accident.1103;1103;107738;SP/35238/412;2021-11-05T01:00:00+01:00;07:45;Vendredi;35278;hors intersection;LIBERATION (AVENUE DE LA);43+690;Avenue de la Libération;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.13792900000326, -1.6862470000003928;"{""coordinates"": [-1.686247000000393, 48.13792900000326], ""type"": ""Point""}";accident.1129;1129;113582;SP/35238/476;2021-12-09T01:00:00+01:00;19:30;Jeudi;35278;hors intersection;ETANG DU DIABLE (RUE DE L');N/C;Rue de l?Etang au Diable;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.087523559530894, -1.6505690664056796;"{""coordinates"": [-1.65056906640568, 48.087523559530894], ""type"": ""Point""}";accident.1171;1171;423055;SP/35238/151;2022-05-09T02:00:00+02:00;08:15;Lundi;35238;hors intersection;HAUTES-OURMES (BD DES);N/C;Boulevard des Hautes Ourmes;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.12796576237191, -1.6590468585464622;"{""coordinates"": [-1.659046858546462, 48.12796576237191], ""type"": ""Point""}";accident.1176;1176;423891;SP/35238/442;2022-11-29T01:00:00+01:00;12:30;Mardi;35238;hors intersection;ROCHESTER (AVENUE DE);N/C;Avenue de Rochester;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.15196000000214, -1.6849699999938121;"{""coordinates"": [-1.684969999993812, 48.15196000000214], ""type"": ""Point""}";accident.1214;1214;436174;SP/35238/305;2022-08-24T02:00:00+02:00;10:00;Mercredi;35278;hors intersection;DUCHESSE ANNE (RUE DE LA);N/C;Rue de la Duchesse Anne;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.11231000000044, -1.6691500000035204;"{""coordinates"": [-1.66915000000352, 48.11231000000044], ""type"": ""Point""}";accident.1297;1297;469937;SP/35238/374;2022-10-17T02:00:00+02:00;08:00;Lundi;35238;hors intersection;PARIS (RUE DE);N/C;PARIS (RUE DE);13;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;2;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.08675625870711, -1.6804669463858397;"{""coordinates"": [-1.68046694638584, 48.08675625870711], ""type"": ""Point""}";accident.5388;5388;3599;Sécurité publique 0035238 00361;2018-09-19T02:00:00+02:00;12:30;Mercredi;35238;En X;SUÈDE (RUE);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2018-01-01T01:00:00+01:00
48.10776002417527, -1.701996913017294;"{""coordinates"": [-1.701996913017294, 48.10776002417527], ""type"": ""Point""}";accident.1412;1412;49;Sécurité publique 0035238 00285;2014-06-06T02:00:00+02:00;17:00;Vendredi;35238;hors intersection;29, RUE DE LORIENT;;Rue de Lorient;0;;;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.08738112849228, -1.6584822535566917;"{""coordinates"": [-1.658482253556692, 48.08738112849228], ""type"": ""Point""}";accident.1495;1495;452179;SP/35238/327;2022-09-04T02:00:00+02:00;08:40;Dimanche;35238;hors intersection;SERBIE (PLACE DE);N/C;Place de Serbie;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.11923021129786, -1.6675271794753594;"{""coordinates"": [-1.667527179475359, 48.11923021129786], ""type"": ""Point""}";accident.1507;1507;66521332;SP/35238/26;2020-01-22T01:00:00+01:00;17:05;Mercredi;35238;En X;70 GUEHENNO (JEAN);0+0;70 GUEHENNO (JEAN);;0+0;70 GUEHENNO (JEAN);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.10735420883414, -1.6718422829586994;"{""coordinates"": [-1.671842282958699, 48.10735420883414], ""type"": ""Point""}";accident.1537;1537;3428;Sécurité publique 0035238 00083;2018-02-05T01:00:00+01:00;18:00;Lundi;35238;hors intersection;24, SAINT-HELIER;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2018-01-01T01:00:00+01:00
48.13848999999847, -1.658600000001834;"{""coordinates"": [-1.658600000001834, 48.13848999999847], ""type"": ""Point""}";accident.1559;1559;461971;SP/35238/368;2022-10-13T02:00:00+02:00;18:00;Jeudi;35238;à plus de 4 branches;PATTON (AVENUE DU GENERAL SIR GEORGES);N/C;SAINT-LAURENT (DE);;N/C;PATTON (AVENUE DU GENERAL SIR GEORGES);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.121986772163446, -1.714620542854827;"{""coordinates"": [-1.714620542854827, 48.121986772163446], ""type"": ""Point""}";accident.1608;1608;1028;Sécurité publique 0035238 00367;2013-09-05T02:00:00+02:00;14:00;Jeudi;35238;En T;GASCOGNE/SQ GASCOGNE;;Rue de Gascogne;0;;Square de Gascogne;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2013-01-01T01:00:00+01:00
