Geo Point;Geo Shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;pieton;velo;moto;wms_time
48.02012000416951, -1.6908600010097126;"{""coordinates"": [-1.690860001009713, 48.02012000416951], ""type"": ""Point""}";accident.4089;4089;1496;Gendarmerie Nationale 0028304 00464;2015-07-03T02:00:00+02:00;21:45;Vendredi;35363;hors intersection;;0036+0460;;;;;;VL;;;;;;Conducteur;Passager;Piéton;;;;;;1;1;0;Oui;Non;Non;2015-01-01T01:00:00+01:00
48.0845875073997, -1.6768420257435492;"{""coordinates"": [-1.676842025743549, 48.0845875073997], ""type"": ""Point""}";accident.4143;4143;3161;Sécurité publique 0035238 00001;2017-12-28T01:00:00+01:00;19:08;Jeudi;35238;hors intersection;BOSPHORE (DU);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.1074900000016, -1.677829999999933;"{""coordinates"": [-1.67783, 48.1074900000016], ""type"": ""Point""}";accident.4187;4187;66524207;SP/35238/52;2020-02-03T01:00:00+01:00;21:45;Lundi;35238;En X;LIBERTE (BD DE LA);N/C;LIBERTE (BD DE LA);;0+0;LIBERTE (BD DE LA);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.107410015394166, -1.6761300296300523;"{""coordinates"": [-1.676130029630052, 48.107410015394166], ""type"": ""Point""}";accident.4207;4207;3263;Sécurité publique 0035238 00296;2017-06-28T02:00:00+02:00;10:10;Mercredi;35238;hors intersection;13, LIBERTE (BD DE LA);;;0;;;0;VL;;;;;;Conducteur;Piéton;Piéton;Piéton;;;;;0;0;3;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.13500999999852, -1.6936100000032182;"{""coordinates"": [-1.693610000003218, 48.13500999999852], ""type"": ""Point""}";accident.4295;4295;63477686;SP/35238/62;2019-02-08T01:00:00+01:00;19:30;Vendredi;35278;Giratoire;ROBIQUETTE (ROND POINT DE LA);0+0;ROBIQUETTE (ROND POINT DE LA);;0+0;ROBIQUETTE (ROND POINT DE LA);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Piéton;;;;;;0;0;1;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.1054007280398, -1.7084471036863105;"{""coordinates"": [-1.70844710368631, 48.1054007280398], ""type"": ""Point""}";accident.4302;4302;2096;Sécurité publique 0035238 00019;2016-12-27T01:00:00+01:00;18:00;Mardi;35238;Giratoire;VALLES/RP NORMANDIE NIEM;;Rond-point Escadrille Normandie-Niemen;0;;Allée Louis Lucipia;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.08815080466887, -1.6757887672357719;"{""coordinates"": [-1.675788767235772, 48.08815080466887], ""type"": ""Point""}";accident.4314;4314;2257;Sécurité publique 0035238 00099;2016-03-09T01:00:00+01:00;14:36;Mercredi;35238;hors intersection;2, COURS HELSINKI;;Cours d'Helsinki;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.08660972083482, -1.6711697732318895;"{""coordinates"": [-1.67116977323189, 48.08660972083482], ""type"": ""Point""}";accident.4406;4406;1025;Sécurité publique 0035238 00044;2013-01-31T01:00:00+01:00;16:00;Jeudi;35238;hors intersection;RUE D'ESPAGNE;;Rue d'Espagne;0;;;0;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2013-01-01T01:00:00+01:00
48.1378499999969, -1.685910000001275;"{""coordinates"": [-1.685910000001275, 48.1378499999969], ""type"": ""Point""}";accident.4409;4409;63462239;SP/35238/94;2019-03-14T01:00:00+01:00;12:40;Jeudi;35278;Giratoire;ETANG DU DIABLE (RUE DE L');0+0;ETANG DU DIABLE (RUE DE L');;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.0845999999996, -1.660729999997412;"{""coordinates"": [-1.660729999997412, 48.0845999999996], ""type"": ""Point""}";accident.4429;4429;66554666;SP/35238/182;2020-06-24T02:00:00+02:00;12:00;Mercredi;35238;En X;PAYS-BAS (AVENUE DES);N/C;PAYS-BAS (AVENUE DES);;N/C;PAYS-BAS (AVENUE DES);;Véhicule de tourisme (VT);Autre engin de déplacement personnel (EDP) sans moteur;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.10922788474298, -1.6899876667476643;"{""coordinates"": [-1.689987666747664, 48.10922788474298], ""type"": ""Point""}";accident.4452;4452;2892;Sécurité publique 0035238 00185;2017-04-19T02:00:00+02:00;18:00;Mercredi;35238;hors intersection;00, MITTERAND (MAIL FRAN;;;0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.12144953110646, -1.712668440434377;"{""coordinates"": [-1.712668440434377, 48.12144953110646], ""type"": ""Point""}";accident.4483;4483;2004;Sécurité publique 0035238 00492;2016-10-06T02:00:00+02:00;17:30;Jeudi;35238;hors intersection;DALLE KENNEDY;;Cours Président John Fitzgerald Kennedy;0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;Piéton;;;;;;;0;2;0;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.085035999999405, -1.695796999995916;"{""coordinates"": [-1.695796999995916, 48.085035999999405], ""type"": ""Point""}";accident.4502;4502;102979;SP/35238/369;2021-10-11T02:00:00+02:00;19:40;Lundi;35238;Giratoire;CLOTEAUX (SQUARE DES);11+300;D837;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.11425003284112, -1.6099900602619301;"{""coordinates"": [-1.60999006026193, 48.11425003284112], ""type"": ""Point""}";accident.4538;4538;1278;Sécurité publique 0035238 00311;2015-11-05T01:00:00+01:00;19:15;Jeudi;35051;Giratoire;01, RENNES (RUE DE);;RENNES (RUE DE);00;;PARIS (RUE DE);00;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2015-01-01T01:00:00+01:00
48.12143300000232, -1.7008319999997745;"{""coordinates"": [-1.700831999999775, 48.12143300000232], ""type"": ""Point""}";accident.4543;4543;66506283;SP/35238/389;2020-12-02T01:00:00+01:00;07:15;Mercredi;35238;En T;HENRY (RECTEUR PAUL);N/C;HENRY (RECTEUR PAUL);;N/C;HENRY (RECTEUR PAUL);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2020-01-01T01:00:00+01:00
48.10985272528555, -1.6801826490287524;"{""coordinates"": [-1.680182649028752, 48.10985272528555], ""type"": ""Point""}";accident.4595;4595;3073;Sécurité publique 0035238 00025;2017-12-29T01:00:00+01:00;14:58;Vendredi;35238;place;00, REPUBLIQUE (PLACE DE;;;0;;;0;Autobus;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.12028357057114, -1.6812303978565297;"{""coordinates"": [-1.68123039785653, 48.12028357057114], ""type"": ""Point""}";accident.4659;4659;1033;Sécurité publique 0035238 00199;2013-05-17T02:00:00+02:00;16:45;Vendredi;35238;hors intersection;RUE DE ST MALO;;Rue de Saint-Malo;0;;;0;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2013-01-01T01:00:00+01:00
48.12897081103129, -1.6858558472787077;"{""coordinates"": [-1.685855847278708, 48.12897081103129], ""type"": ""Point""}";accident.4674;4674;504;Sécurité publique 0035238 00071;2014-02-01T01:00:00+01:00;10:18;Samedi;35238;hors intersection;24, RUE DE LA DONELIÈRE;;Rue de la Donelière;0;;;0;VL;;;;;;Conducteur;Piéton;Piéton;;;;;;0;0;2;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.04578002176311, -1.5712799858067232;"{""coordinates"": [-1.571279985806723, 48.04578002176311], ""type"": ""Point""}";accident.4682;4682;1443;Gendarmerie Nationale 0014901 02920;2015-10-11T02:00:00+02:00;16:15;Dimanche;35204;hors intersection;;0027+0500;;;;;;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Passager;Piéton;;;;;;0;1;0;Oui;Non;Non;2015-01-01T01:00:00+01:00
48.135013000002346, -1.6936029999988855;"{""coordinates"": [-1.693602999998886, 48.135013000002346], ""type"": ""Point""}";accident.4704;4704;63463758;SP/35238/45;2019-01-31T01:00:00+01:00;13:35;Jeudi;35278;Giratoire;AUGE DE PIERRE (LIEU DIT);0+0;AUGE DE PIERRE (LIEU DIT);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2019-01-01T01:00:00+01:00
48.1320956121009, -1.62439018864738;"{""coordinates"": [-1.62439018864738, 48.1320956121009], ""type"": ""Point""}";accident.4710;4710;3863;Sécurité publique 0035238 00474;2018-11-21T01:00:00+01:00;13:28;Mercredi;35051;En T;LAMBERT (RUE DE LA TOUCH;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2018-01-01T01:00:00+01:00
48.09208000000164, -1.6761500000049543;"{""coordinates"": [-1.676150000004954, 48.09208000000164], ""type"": ""Point""}";accident.4733;4733;61737;SP/35238/33;2021-01-26T01:00:00+01:00;09:15;Mardi;35238;En X;YSER (BD DE L');N/C;NOEL (YVES);;N/C;YSER (BD DE L');;Véhicule de tourisme (VT);Autre engin de déplacement personnel (EDP) sans moteur;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.025834000003584, -1.7651920000068722;"{""coordinates"": [-1.765192000006872, 48.025834000003584], ""type"": ""Point""}";accident.4775;4775;78578;GN/678/955;2021-04-25T02:00:00+02:00;12:25;Dimanche;35047;Giratoire;Avenue Joseph Jan;N/C;Avenue de Ouessant;;24+435;Avenue Joseph Jan;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.10808000000298, -1.6914560000061982;"{""coordinates"": [-1.691456000006198, 48.10808000000298], ""type"": ""Point""}";accident.4852;4852;98835;SP/35238/337;2021-09-20T02:00:00+02:00;17:40;Lundi;35238;En T;REDON (DE);N/C;Rue Pierre Hévin;;N/C;REDON (DE);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.133648999999416, -1.6853739999977195;"{""coordinates"": [-1.68537399999772, 48.133648999999416], ""type"": ""Point""}";accident.4902;4902;111847;SP/35238/454;2021-12-01T01:00:00+01:00;11:40;Mercredi;35238;Giratoire;GROS MALHON (AVENUE);N/C;Avenue Gros Malhon;123;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Piéton;Passager;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.09943000000389, -1.675560000000333;"{""coordinates"": [-1.675560000000333, 48.09943000000389], ""type"": ""Point""}";accident.4903;4903;112436;SP/35238/462;2021-12-03T01:00:00+01:00;18:35;Vendredi;35238;En X;GINGUENE;N/C;ALMA (DE L');;N/C;GINGUENE;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2021-01-01T01:00:00+01:00
48.10985734945519, -1.6801638901205513;"{""coordinates"": [-1.680163890120551, 48.10985734945519], ""type"": ""Point""}";accident.5020;5020;444827;SP/35238/266;2022-07-21T02:00:00+02:00;18:25;Jeudi;35238;En T;REPUBLIQUE (PLACE DE LA);N/C;Rue de Nemours;;N/C;Place de la République;;Autobus;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.12751999999944, -1.640200000003192;"{""coordinates"": [-1.640200000003192, 48.12751999999944], ""type"": ""Point""}";accident.4992;4992;440006;SP/35238/308;2022-08-26T02:00:00+02:00;18:10;Vendredi;35238;En X;BOUZAT (DOYEN ALBERT);N/C;Square Louis Boulanger;;N/C;Rue Doyens Albert et Pierre Bouzat;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.127800000003404, -1.6572799999995749;"{""coordinates"": [-1.657279999999575, 48.127800000003404], ""type"": ""Point""}";accident.4994;4994;440170;SP/35238/71;2022-03-01T01:00:00+01:00;10:20;Mardi;35238;En X;Avenue de Rochester;N/C;Rue Guy Ropartz;;N/C;ROCHESTER (AVENUE DE);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;Passager;;;;;;0;0;1;Oui;Non;Non;2022-01-01T01:00:00+01:00
48.097462999995734, -1.6422219999981569;"{""coordinates"": [-1.642221999998157, 48.097462999995734], ""type"": ""Point""}";accident.4843;4843;107742;SP/35238/416;2021-11-05T01:00:00+01:00;15:15;Vendredi;35238;Autre;CHATEAUGIRON (DE);N/C;DCHATEAUGIRON (DE);;;;;Moto ou sidecar > 125 cm3;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Oui;2021-01-01T01:00:00+01:00
48.113094503223095, -1.6793490025834377;"{""coordinates"": [-1.679349002583438, 48.113094503223095], ""type"": ""Point""}";accident.5100;5100;665;Sécurité publique 0035238 00405;2014-08-21T02:00:00+02:00;10:55;Jeudi;35238;hors intersection;9, RUE LE BASTARD;;Rue Le Bastard;0;;;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.10644505699811, -1.6777381186299587;"{""coordinates"": [-1.677738118629959, 48.10644505699811], ""type"": ""Point""}";accident.5139;5139;666;Sécurité publique 0035238 00203;2014-04-16T02:00:00+02:00;19:30;Mercredi;35238;En T;ISLY/PLÉLO;;Rue d'Isly;0;;Rue de Plélo;0;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.10512192853104, -1.6775332134487317;"{""coordinates"": [-1.677533213448732, 48.10512192853104], ""type"": ""Point""}";accident.5141;5141;3179;Sécurité publique 0035238 00433;2017-09-23T02:00:00+02:00;23:50;Samedi;35238;En T;00, ISLY (RUE D');;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.09975676736614, -1.6831666303545285;"{""coordinates"": [-1.683166630354529, 48.09975676736614], ""type"": ""Point""}";accident.5210;5210;2869;Sécurité publique 0035238 00119;2017-03-15T01:00:00+01:00;01:06;Mercredi;35238;En X;29, BLAISE (ANGE);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.10861239003548, -1.6773643791118222;"{""coordinates"": [-1.677364379111822, 48.10861239003548], ""type"": ""Point""}";accident.5260;5260;352;Sécurité publique 0035238 00174;2015-04-23T02:00:00+02:00;10:15;Jeudi;35238;En X;VASSELOT/JOFFRE;;Rue Vasselot;12;;Rue du Maréchal Joffre;12;PL seul PTAC > 7,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2015-01-01T01:00:00+01:00
48.10741778204817, -1.6761318169007866;"{""coordinates"": [-1.676131816900787, 48.10741778204817], ""type"": ""Point""}";accident.5310;5310;2667;Sécurité publique 0035238 00227;2012-05-09T02:00:00+02:00;18:00;Mercredi;35238;En T;LIBERTÉ/CARMES;;BOULEVARD DE LA LIBERTE;0;;RUE DES CARMES;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2012-01-01T01:00:00+01:00
48.15493554415718, -1.6867950815727135;"{""coordinates"": [-1.686795081572714, 48.15493554415718], ""type"": ""Point""}";accident.5387;5387;1513;Sécurité publique 0035238 00333;2016-08-28T02:00:00+02:00;12:50;Dimanche;35278;En T;DE GAULLE/PEUPLERAIE;;Rue du Général de Gaulle;0;;Rue de la Peupleraie;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.097051792380036, -1.6301414498775935;"{""coordinates"": [-1.630141449877593, 48.097051792380036], ""type"": ""Point""}";accident.5409;5409;2255;Sécurité publique 0035238 00032;2016-01-22T01:00:00+01:00;08:00;Vendredi;35238;Giratoire;BIGNON/VEYETTES;;Rue du Bignon;0;;Rond-point;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.181560039015025, -1.6397699694070167;"{""coordinates"": [-1.639769969407017, 48.181560039015025], ""type"": ""Point""}";accident.5413;5413;1098;Gendarmerie Nationale 0015627 00206;2014-02-05T01:00:00+01:00;09:00;Mercredi;35024;Autre;BOULEVARD D'ARMORIQUE;0027+0999;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;1;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.08770742073487, -1.6446990780826982;"{""coordinates"": [-1.644699078082698, 48.08770742073487], ""type"": ""Point""}";accident.5425;5425;475;Sécurité publique 0035238 00306;2014-06-16T02:00:00+02:00;18:25;Lundi;35238;Giratoire;VERN/HAUTES OURMES;;Rue de Vern;0;;Boulevard des Hautes Ourmes;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.09408197351029, -1.634344358005641;"{""coordinates"": [-1.634344358005641, 48.09408197351029], ""type"": ""Point""}";accident.5456;5456;2641;Sécurité publique 0035238 00228;2012-05-10T02:00:00+02:00;09:00;Jeudi;35238;En X;CHÂTEAUGIRON/SAUVAIE;;RUE DE CHATEAUGIRON;0;;RUE DE LA SAUVAIE;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2012-01-01T01:00:00+01:00
48.096154263120575, -1.652064345482442;"{""coordinates"": [-1.652064345482442, 48.096154263120575], ""type"": ""Point""}";accident.5488;5488;3546;Sécurité publique 0035238 00343;2018-09-12T02:00:00+02:00;09:15;Mercredi;35238;hors intersection;VERN (DE);;;0;;;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2018-01-01T01:00:00+01:00
48.09517309793733, -1.6292716515796295;"{""coordinates"": [-1.629271651579629, 48.09517309793733], ""type"": ""Point""}";accident.5538;5538;2090;Sécurité publique 0035238 00005;2016-12-14T01:00:00+01:00;14:18;Mercredi;35238;hors intersection;10, BREIL (RUE DU);;Rue du Breil;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2016-01-01T01:00:00+01:00
48.091200963235586, -1.6820963929677122;"{""coordinates"": [-1.682096392967712, 48.091200963235586], ""type"": ""Point""}";accident.5562;5562;2604;Sécurité publique 0035238 00332;2012-07-05T02:00:00+02:00;17:10;Jeudi;35238;hors intersection;RUE L ET R.MOINE;;RUE LOUIS ET RENE MOINE;0;;;0;Autobus;;;;;;Conducteur;Piéton;;;;;;;1;0;0;Oui;Non;Non;2012-01-01T01:00:00+01:00
48.12540689213208, -1.6326483106092284;"{""coordinates"": [-1.632648310609228, 48.12540689213208], ""type"": ""Point""}";accident.5572;5572;231;Sécurité publique 0035238 00490;2015-11-20T01:00:00+01:00;17:05;Vendredi;35238;hors intersection;AV DES BUTTES DE COËSMES;;Avenue des Buttes de Coësmes;;;;;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2015-01-01T01:00:00+01:00
48.12801939798005, -1.6492878188947226;"{""coordinates"": [-1.649287818894723, 48.12801939798005], ""type"": ""Point""}";accident.5589;5589;2851;Sécurité publique 0035238 00339;2017-08-02T02:00:00+02:00;20:50;Mercredi;35238;hors intersection;FOUGERES (ROUTE DE);;;0;;;0;VL;;;;;;Piéton;;;;;;;;0;0;1;Oui;Non;Non;2017-01-01T01:00:00+01:00
48.125324875088076, -1.6664969525110458;"{""coordinates"": [-1.666496952511046, 48.125324875088076], ""type"": ""Point""}";accident.5607;5607;656;Sécurité publique 0035238 00062;2014-01-30T01:00:00+01:00;16:20;Jeudi;35238;hors intersection;157,AVENUE G.PATTON;;Avenue Général George S. Patton;0;;;0;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2014-01-01T01:00:00+01:00
48.09344969441846, -1.674250420039964;"{""coordinates"": [-1.674250420039964, 48.09344969441846], ""type"": ""Point""}";accident.5706;5706;216;Sécurité publique 0035238 00409;2015-10-09T02:00:00+02:00;14:50;Vendredi;35238;hors intersection;1, AV H.FRÉVILLE;;Avenue Henri Fréville;;;;;VL;;;;;;Piéton;Conducteur;;;;;;;0;1;0;Oui;Non;Non;2015-01-01T01:00:00+01:00
48.1082996847109, -1.6657910877518043;"{""coordinates"": [-1.665791087751804, 48.1082996847109], ""type"": ""Point""}";accident.5732;5732;1027;Sécurité publique 0035238 00020;2013-01-14T01:00:00+01:00;17:15;Lundi;35238;hors intersection;16, BD LAËNNEC;;Boulevard René Théophile Hyacinthe Laënn;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2013-01-01T01:00:00+01:00
48.123662487234284, -1.659417735391201;"{""coordinates"": [-1.659417735391201, 48.123662487234284], ""type"": ""Point""}";accident.5767;5767;3669;Sécurité publique 0035238 00457;2018-11-08T01:00:00+01:00;19:58;Jeudi;35238;hors intersection;FOUGERES (RUE DE);;;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;Piéton;;;;;;;0;0;2;Oui;Non;Oui;2018-01-01T01:00:00+01:00
48.13120999999576, -1.6565100000045723;"{""coordinates"": [-1.656510000004572, 48.13120999999576], ""type"": ""Point""}";accident.5844;5844;67177115;SP/35238/384;2023-12-04T01:00:00+01:00;17:20;Lundi;35238;En T;ROPARTZ (GUY);N/C;Rue Henry Dunant;;N/C;ROPARTZ (GUY);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.08494000000211, -1.6606499999988775;"{""coordinates"": [-1.660649999998878, 48.08494000000211], ""type"": ""Point""}";accident.5853;5853;67177901;SP/35238/342;2023-10-31T01:00:00+01:00;15:00;Mardi;35238;En X;PAYS-BAS (AVENUE DES);N/C;Boulevard de Bulgarie;;N/C;Avenue des Pays-Bas;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.11989449257908, -1.687856465574677;"{""coordinates"": [-1.687856465574677, 48.11989449257908], ""type"": ""Point""}";accident.5887;5887;67180814;SP/35238/14;2023-01-10T01:00:00+01:00;07:30;Mardi;35238;Hors-Int;VERDUN (BD DE);N/C;Boulevard de Verdun;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.13123055419145, -1.656776368619265;"{""coordinates"": [-1.656776368619265, 48.13123055419145], ""type"": ""Point""}";accident.5903;5903;67182893;SP/35238/267;2023-08-31T02:00:00+02:00;08:45;Jeudi;35238;En T;ROPARTZ (GUY);N/C;Rue Henry Dunant;;N/C;Rue Guy Ropartz;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.08665000000329, -1.676029999999646;"{""coordinates"": [-1.676029999999646, 48.08665000000329], ""type"": ""Point""}";accident.5925;5925;67185140;SP/35238/113;2023-04-07T02:00:00+02:00;07:30;Vendredi;35238;Hors-Int;SUEDE (DE);N/C;Rue de Suède;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.093182345732835, -1.6583749651901358;"{""coordinates"": [-1.658374965190136, 48.093182345732835], ""type"": ""Point""}";accident.5942;5942;67186576;SP/35238/19;2023-01-13T01:00:00+01:00;13:40;Vendredi;35238;Giratoire;LANGEVIN (PAUL);N/C;Rue Paul Langevin;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.08238999999609, -1.6117299999931785;"{""coordinates"": [-1.611729999993178, 48.08238999999609], ""type"": ""Point""}";accident.5966;5966;67190065;SP/35238/207;2023-06-23T02:00:00+02:00;12:10;Vendredi;35055;Giratoire;VERGER (RUE DU);N/C;Rue du Bois;;N/C;Rue du Verger;;Autre engin de déplacement personnel (EDP) sans moteur;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.12351788811978, -1.7090633511522706;"{""coordinates"": [-1.709063351152271, 48.12351788811978], ""type"": ""Point""}";accident.5998;5998;67192524;SP/35238/28;2023-01-18T01:00:00+01:00;11:15;Mercredi;35238;Hors-Int;CHURCHILL (AVENUE SIR WINSTON);N/C;Avenue Sir Winston Churchill;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.22124300000428, -1.7907499999939327;"{""coordinates"": [-1.790749999993933, 48.22124300000428], ""type"": ""Point""}";accident.6017;6017;67195267;GN/71153/2536;2023-12-05T01:00:00+01:00;08:20;Mardi;35120;En T;Rue de Dinan;N/C;Rue de la gare;;14+900;D27;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.09375599999833, -1.66720999999628;"{""coordinates"": [-1.66720999999628, 48.09375599999833], ""type"": ""Point""}";accident.6083;6083;67205257;SP/35238/406;2023-12-21T01:00:00+01:00;07:55;Jeudi;35238;En T;COMBES (BD EMILE);N/C;Rue Sully Prudhomme;;N/C;Boulevard Emile Combes;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.109870000001486, -1.6928200000022773;"{""coordinates"": [-1.692820000002277, 48.109870000001486], ""type"": ""Point""}";accident.6085;6085;67205263;SP/35238/408;2023-12-21T01:00:00+01:00;17:30;Jeudi;35238;Hors-Int;VANEAU;N/C;Rue Vaneau;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;1;0;0;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.11070000000365, -1.7000000000031146;"{""coordinates"": [-1.700000000003115, 48.11070000000365], ""type"": ""Point""}";accident.6104;6104;67207545;SP/35238/281;2023-09-15T02:00:00+02:00;01:50;Vendredi;35238;Hors-Int;GUILLOUX (LOUIS);N/C;Rue Louis Guilloux;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
